po_number,material_id,vendor,po_creation_date,expected_delivery_date,goods_receipt_date,ordered_qty,received_qty,po_status
GR-PO-000631,118,Northern Cape Industrial Distributors (Pty) Ltd,2025-12-06,2026-04-12,2026-04-30,1,1,DELIVERED
GR-PO-000632,119,Escarpment Mining Equipment Traders (Pty) Ltd,2025-04-16,2025-09-13,2025-09-22,11,11,DELIVERED
GR-PO-000633,119,Springbok Bearing & Drive Co (Pty) Ltd,2025-08-12,2026-01-09,2025-12-10,6,6,DELIVERED
GR-PO-000634,119,Orange River Bearing & Drive Co (Pty) Ltd,2024-11-06,2025-04-05,2025-04-08,12,12,DELIVERED
GR-PO-000635,119,Escarpment Mining Equipment Traders (Pty) Ltd,2025-01-16,2025-06-15,2025-07-14,17,17,DELIVERED
GR-PO-000636,119,Northern Cape Engineering Supplies (Pty) Ltd,2025-11-06,2026-04-05,2026-04-11,8,8,DELIVERED
GR-PO-000637,119,Copperton Engineering Supplies (Pty) Ltd,2024-12-19,2025-05-18,2025-06-08,10,10,DELIVERED
GR-PO-000638,119,Copperton Engineering Supplies (Pty) Ltd,2024-11-11,2025-04-10,2025-04-10,8,8,DELIVERED
GR-PO-000639,119,Upington Valve & Fittings (Pty) Ltd,2025-05-09,2025-10-06,2025-12-02,15,15,DELIVERED
GR-PO-000640,120,Karoo Industrial Distributors (Pty) Ltd,2026-01-20,2026-04-29,2026-04-29,16,16,DELIVERED
GR-PO-000641,120,Highveld Mining Equipment Traders (Pty) Ltd,2026-01-24,2026-05-03,2026-04-28,19,19,DELIVERED
GR-PO-000642,120,Copperton Engineering Supplies (Pty) Ltd,2025-12-08,2026-03-17,2026-03-13,16,16,DELIVERED
GR-PO-000643,120,Postmasburg Valve & Fittings (Pty) Ltd,2025-03-17,2025-06-24,2025-06-23,17,17,DELIVERED
GR-PO-000644,120,Kuruman Pump Solutions (Pty) Ltd,2024-11-07,2025-02-14,2025-02-04,3,3,DELIVERED
GR-PO-000645,121,Upington Mining Equipment Traders (Pty) Ltd,2025-11-14,2026-03-24,2026-04-04,12,12,DELIVERED
GR-PO-000646,121,Upington Valve & Fittings (Pty) Ltd,2024-11-25,2025-04-04,2025-05-06,7,7,DELIVERED
GR-PO-000647,121,Kuruman Spares & Components (Pty) Ltd,2025-10-10,2026-02-17,2026-02-12,15,15,DELIVERED
GR-PO-000648,121,Bushveld Pump Solutions (Pty) Ltd,2025-10-21,2026-02-28,2026-03-11,13,13,DELIVERED
GR-PO-000649,121,Vaal Valve & Fittings (Pty) Ltd,2025-06-23,2025-10-31,2025-10-28,11,11,DELIVERED
GR-PO-000650,121,Karoo Industrial Distributors (Pty) Ltd,2025-03-01,2025-07-09,2025-07-16,5,5,DELIVERED
GR-PO-000651,122,Bushveld Pump Solutions (Pty) Ltd,2026-06-06,2026-10-14,2026-11-02,13,13,DELIVERED
GR-PO-000652,122,Springbok Bearing & Drive Co (Pty) Ltd,2026-02-01,2026-06-11,2026-04-17,13,13,DELIVERED
GR-PO-000653,122,Escarpment Electromechanical Ltd (Pty) Ltd,2024-10-14,2025-02-21,2025-02-05,4,4,DELIVERED
GR-PO-000654,122,Orange River Industrial Distributors (Pty) Ltd,2025-08-07,2025-12-15,2025-12-05,5,5,DELIVERED
GR-PO-000655,122,Orange River Engineering Supplies (Pty) Ltd,2025-06-14,2025-10-22,2025-10-16,6,6,DELIVERED
GR-PO-000656,122,Bushveld Pump Solutions (Pty) Ltd,2025-01-26,2025-06-05,2025-06-08,18,18,DELIVERED
GR-PO-000657,122,Waterberg Bearing & Drive Co (Pty) Ltd,2026-04-10,2026-08-18,2026-08-26,9,9,DELIVERED
GR-PO-000658,124,Kalahari Bearing & Drive Co (Pty) Ltd,2025-07-23,2025-12-15,2025-11-17,2,2,DELIVERED
GR-PO-000659,124,Upington Mining Equipment Traders (Pty) Ltd,2025-11-05,2026-03-30,2026-03-17,19,19,DELIVERED
GR-PO-000660,124,Upington Valve & Fittings (Pty) Ltd,2026-04-15,2026-09-07,2026-10-11,9,9,DELIVERED
GR-PO-000661,124,Springbok Valve & Fittings (Pty) Ltd,2026-02-28,2026-07-23,2026-08-16,1,1,DELIVERED
GR-PO-000662,124,Bushveld Electromechanical Ltd (Pty) Ltd,2026-03-15,2026-08-07,2026-07-27,20,20,DELIVERED
GR-PO-000663,124,Highveld Industrial Supplies (Pty) Ltd,2026-02-20,2026-07-15,2026-07-09,13,13,DELIVERED
GR-PO-000664,124,Orange River Bearing & Drive Co (Pty) Ltd,2024-12-08,2025-05-02,2025-05-09,19,19,DELIVERED
GR-PO-000665,125,Springbok Industrial Supplies (Pty) Ltd,2025-07-25,2025-09-15,2025-09-14,20,20,DELIVERED
GR-PO-000666,125,Escarpment Valve & Fittings (Pty) Ltd,2026-07-02,2026-08-23,2026-08-23,12,12,DELIVERED
GR-PO-000667,125,Escarpment Electromechanical Ltd (Pty) Ltd,2025-04-23,2025-06-14,2025-06-16,5,5,DELIVERED
GR-PO-000668,125,Upington Mining Equipment Traders (Pty) Ltd,2025-05-13,2025-07-04,2025-07-09,6,6,DELIVERED
GR-PO-000669,125,Escarpment Valve & Fittings (Pty) Ltd,2025-02-28,2025-04-21,2025-04-23,17,17,DELIVERED
GR-PO-000670,126,Bushveld Electromechanical Ltd (Pty) Ltd,2024-11-07,2025-02-20,2025-02-14,19,19,DELIVERED
GR-PO-000671,126,Bushveld Pump Solutions (Pty) Ltd,2025-04-21,2025-08-04,2025-07-16,11,11,DELIVERED
GR-PO-000672,126,Escarpment Mining Equipment Traders (Pty) Ltd,2025-02-18,2025-06-03,2025-04-28,3,3,DELIVERED
GR-PO-000673,126,Upington Valve & Fittings (Pty) Ltd,2025-07-02,2025-10-15,2025-10-18,10,10,DELIVERED
GR-PO-000674,126,Bushveld Electromechanical Ltd (Pty) Ltd,2025-10-27,2026-02-09,2026-02-25,6,6,DELIVERED
GR-PO-000675,126,Springbok Seals & Sealing Systems (Pty) Ltd,2025-10-06,2026-01-19,2026-01-08,14,14,DELIVERED
GR-PO-000676,126,Kuruman Spares & Components (Pty) Ltd,2025-12-31,2026-04-15,2026-03-25,2,2,DELIVERED
GR-PO-000677,127,Kuruman Industrial Supplies (Pty) Ltd,2026-06-07,2026-08-13,2026-08-01,19,19,DELIVERED
GR-PO-000678,127,Bushveld Spares & Components (Pty) Ltd,2026-07-05,2026-09-10,2026-08-16,15,15,DELIVERED
GR-PO-000679,127,Lowveld Electromechanical Ltd (Pty) Ltd,2025-06-09,2025-08-15,2025-08-09,14,14,DELIVERED
GR-PO-000680,127,Drakensberg Spares & Components (Pty) Ltd,2025-02-18,2025-04-26,2025-05-10,7,7,DELIVERED
GR-PO-000681,127,Bushveld Engineering Supplies (Pty) Ltd,2026-03-12,2026-05-18,2026-05-18,16,16,DELIVERED
GR-PO-000682,127,Kuruman Spares & Components (Pty) Ltd,2025-01-12,2025-03-20,2025-03-08,15,15,DELIVERED
GR-PO-000683,127,Highveld Mining Equipment Traders (Pty) Ltd,2025-06-03,2025-08-09,2025-07-29,9,9,DELIVERED
GR-PO-000684,127,Orange River Electromechanical Ltd (Pty) Ltd,2025-11-14,2026-01-20,2026-02-03,14,14,DELIVERED
GR-PO-000685,128,Northern Cape Engineering Supplies (Pty) Ltd,2026-04-13,2026-06-29,2026-06-30,19,19,DELIVERED
GR-PO-000686,128,Waterberg Bearing & Drive Co (Pty) Ltd,2025-11-30,2026-02-15,2026-02-17,2,2,DELIVERED
GR-PO-000687,128,Bushveld Pump Solutions (Pty) Ltd,2025-06-11,2025-08-27,2025-09-15,6,6,DELIVERED
GR-PO-000688,128,Kimberley Pump Solutions (Pty) Ltd,2024-11-13,2025-01-29,2025-01-20,4,4,DELIVERED
GR-PO-000689,128,Springbok Valve & Fittings (Pty) Ltd,2025-12-02,2026-02-17,2026-02-09,7,7,DELIVERED
GR-PO-000690,129,Orange River Bearing & Drive Co (Pty) Ltd,2026-01-29,2026-06-20,2026-06-26,11,11,DELIVERED
GR-PO-000691,129,Orange River Bearing & Drive Co (Pty) Ltd,2024-11-23,2025-04-14,2025-04-17,15,15,DELIVERED
GR-PO-000692,129,Springbok Bearing & Drive Co (Pty) Ltd,2024-10-18,2025-03-09,2025-02-08,7,7,DELIVERED
GR-PO-000693,129,Orange River Industrial Distributors (Pty) Ltd,2025-09-14,2026-02-03,2026-02-12,12,12,DELIVERED
GR-PO-000694,129,Orange River Engineering Supplies (Pty) Ltd,2025-09-25,2026-02-14,2026-02-18,4,4,DELIVERED
GR-PO-000695,129,Waterberg Bearing & Drive Co (Pty) Ltd,2025-07-08,2025-11-27,2025-12-24,13,13,DELIVERED
GR-PO-000696,129,Escarpment Valve & Fittings (Pty) Ltd,2025-02-17,2025-07-09,2025-06-04,13,13,DELIVERED
GR-PO-000697,129,Escarpment Valve & Fittings (Pty) Ltd,2026-06-02,2026-10-22,2026-11-29,20,20,DELIVERED
GR-PO-000698,130,Northern Cape Engineering Supplies (Pty) Ltd,2026-04-29,2026-09-19,2026-10-15,18,18,DELIVERED
GR-PO-000699,130,Namaqua Seals & Sealing Systems (Pty) Ltd,2025-06-06,2025-10-27,2025-10-18,6,6,DELIVERED
GR-PO-000700,130,Kuruman Spares & Components (Pty) Ltd,2025-06-25,2025-11-15,2025-11-11,12,12,DELIVERED
GR-PO-000701,130,Upington Valve & Fittings (Pty) Ltd,2026-07-09,2026-11-29,2026-11-13,15,15,DELIVERED
GR-PO-000702,130,Bushveld Spares & Components (Pty) Ltd,2025-01-08,2025-05-31,2025-06-13,20,20,DELIVERED
GR-PO-000703,130,Springbok Valve & Fittings (Pty) Ltd,2025-11-15,2026-04-07,2026-04-11,13,13,DELIVERED
GR-PO-000704,130,Kuruman Industrial Supplies (Pty) Ltd,2026-07-27,2026-12-17,2027-01-21,11,11,DELIVERED
GR-PO-000705,130,Copperton Engineering Supplies (Pty) Ltd,2025-08-23,2026-01-13,2026-01-28,18,18,DELIVERED
GR-PO-000706,131,Springbok Industrial Supplies (Pty) Ltd,2026-05-28,2026-08-20,2026-08-29,13,13,DELIVERED
GR-PO-000707,131,Upington Mining Equipment Traders (Pty) Ltd,2025-01-05,2025-03-30,2025-03-31,18,18,DELIVERED
GR-PO-000708,131,Copperton Engineering Supplies (Pty) Ltd,2026-05-25,2026-08-17,2026-08-28,13,13,DELIVERED
GR-PO-000709,131,Kuruman Industrial Supplies (Pty) Ltd,2024-09-30,2024-12-23,2024-11-30,20,20,DELIVERED
GR-PO-000710,131,Drakensberg Spares & Components (Pty) Ltd,2026-07-14,2026-10-06,2026-09-12,12,12,DELIVERED
GR-PO-000711,131,Orange River Electromechanical Ltd (Pty) Ltd,2025-10-29,2026-01-21,2025-12-31,18,18,DELIVERED
GR-PO-000712,133,Bushveld Engineering Supplies (Pty) Ltd,2026-03-09,2026-04-23,2026-04-27,2,2,DELIVERED
GR-PO-000713,133,Escarpment Seals & Sealing Systems (Pty) Ltd,2025-05-11,2025-06-25,2025-06-28,15,15,DELIVERED
GR-PO-000714,133,Springbok Seals & Sealing Systems (Pty) Ltd,2025-09-05,2025-10-20,2025-10-16,4,4,DELIVERED
GR-PO-000715,133,Namaqua Seals & Sealing Systems (Pty) Ltd,2025-08-11,2025-09-25,2025-09-25,10,10,DELIVERED
GR-PO-000716,133,Springbok Seals & Sealing Systems (Pty) Ltd,2024-09-10,2024-10-25,2024-10-27,19,19,DELIVERED
GR-PO-000717,133,Postmasburg Valve & Fittings (Pty) Ltd,2026-05-03,2026-06-17,2026-06-16,2,2,DELIVERED
GR-PO-000718,133,Springbok Bearing & Drive Co (Pty) Ltd,2026-03-02,2026-04-16,2026-04-16,3,3,DELIVERED
GR-PO-000719,133,Drakensberg Spares & Components (Pty) Ltd,2025-03-20,2025-05-04,2025-04-28,16,16,DELIVERED
GR-PO-000720,134,Postmasburg Valve & Fittings (Pty) Ltd,2026-02-05,2026-06-17,2026-07-04,4,4,DELIVERED
GR-PO-000721,134,Lowveld Electromechanical Ltd (Pty) Ltd,2024-12-04,2025-04-15,2025-04-03,3,3,DELIVERED
GR-PO-000722,134,Orange River Bearing & Drive Co (Pty) Ltd,2024-12-23,2025-05-04,2025-05-09,14,14,DELIVERED
GR-PO-000723,134,Northern Cape Industrial Distributors (Pty) Ltd,2025-05-09,2025-09-18,2025-09-07,10,10,DELIVERED
GR-PO-000724,134,Waterberg Bearing & Drive Co (Pty) Ltd,2025-02-13,2025-06-25,2025-06-26,12,12,DELIVERED
GR-PO-000725,134,Highveld Mining Equipment Traders (Pty) Ltd,2025-08-27,2026-01-06,2026-01-05,3,3,DELIVERED
GR-PO-000726,135,Springbok Seals & Sealing Systems (Pty) Ltd,2025-03-02,2025-05-19,2025-05-20,19,19,DELIVERED
GR-PO-000727,135,Orange River Industrial Distributors (Pty) Ltd,2024-09-17,2024-12-04,2024-12-16,7,7,DELIVERED
GR-PO-000728,135,Orange River Industrial Supplies (Pty) Ltd,2026-03-20,2026-06-06,2026-06-13,15,15,DELIVERED
GR-PO-000729,135,Kalahari Bearing & Drive Co (Pty) Ltd,2026-03-31,2026-06-17,2026-06-16,9,9,DELIVERED
GR-PO-000730,135,Northern Cape Engineering Supplies (Pty) Ltd,2026-06-16,2026-09-02,2026-08-22,14,14,DELIVERED
GR-PO-000731,135,Highveld Mining Equipment Traders (Pty) Ltd,2026-02-23,2026-05-12,2026-04-30,2,2,DELIVERED
GR-PO-000732,135,Upington Valve & Fittings (Pty) Ltd,2026-02-15,2026-05-04,2026-04-26,12,12,DELIVERED
GR-PO-000733,135,Springbok Industrial Supplies (Pty) Ltd,2026-05-01,2026-07-18,2026-06-19,11,11,DELIVERED
GR-PO-000734,136,Copperton Engineering Supplies (Pty) Ltd,2025-01-01,2025-05-27,2025-04-19,7,7,DELIVERED
GR-PO-000735,136,Orange River Engineering Supplies (Pty) Ltd,2026-03-20,2026-08-13,2026-07-05,7,7,DELIVERED
GR-PO-000736,136,Postmasburg Valve & Fittings (Pty) Ltd,2026-01-06,2026-06-01,2026-05-30,5,5,DELIVERED
GR-PO-000737,136,Springbok Industrial Supplies (Pty) Ltd,2025-02-24,2025-07-20,2025-07-08,9,9,DELIVERED
GR-PO-000738,136,Springbok Industrial Supplies (Pty) Ltd,2025-06-05,2025-10-29,2025-11-06,10,10,DELIVERED
GR-PO-000739,137,Bushveld Pump Solutions (Pty) Ltd,2025-11-03,2026-01-31,2026-01-30,8,8,DELIVERED
GR-PO-000740,137,Drakensberg Spares & Components (Pty) Ltd,2026-02-08,2026-05-08,2026-04-23,11,11,DELIVERED
GR-PO-000741,137,Springbok Industrial Supplies (Pty) Ltd,2024-10-09,2025-01-06,2024-12-27,1,1,DELIVERED
GR-PO-000742,137,Vaal Mining Equipment Traders (Pty) Ltd,2026-05-30,2026-08-27,2026-08-11,18,18,DELIVERED
GR-PO-000743,137,Vaal Valve & Fittings (Pty) Ltd,2026-06-07,2026-09-04,2026-09-08,17,17,DELIVERED
GR-PO-000744,138,Lowveld Valve & Fittings (Pty) Ltd,2025-12-09,2026-04-21,2026-04-26,12,12,DELIVERED
GR-PO-000745,138,Springbok Valve & Fittings (Pty) Ltd,2025-11-30,2026-04-12,2026-04-22,7,7,DELIVERED
GR-PO-000746,138,Highveld Industrial Supplies (Pty) Ltd,2026-04-22,2026-09-02,2026-09-15,6,6,DELIVERED
GR-PO-000747,138,Aggeneys Pump Solutions (Pty) Ltd,2025-03-01,2025-07-12,2025-07-16,11,11,DELIVERED
GR-PO-000748,138,Waterberg Bearing & Drive Co (Pty) Ltd,2025-10-26,2026-03-08,2026-03-05,11,11,DELIVERED
GR-PO-000749,138,Escarpment Electromechanical Ltd (Pty) Ltd,2025-08-01,2025-12-12,2025-12-10,14,14,DELIVERED
GR-PO-000750,138,Postmasburg Valve & Fittings (Pty) Ltd,2024-12-13,2025-04-25,2025-05-09,18,18,DELIVERED
GR-PO-000751,139,Vaal Valve & Fittings (Pty) Ltd,2025-11-22,2026-02-19,2026-01-30,17,17,DELIVERED
GR-PO-000752,139,Bushveld Electromechanical Ltd (Pty) Ltd,2024-12-31,2025-03-30,2025-03-28,4,4,DELIVERED
GR-PO-000753,139,Upington Mining Equipment Traders (Pty) Ltd,2025-02-04,2025-05-04,2025-04-25,13,13,DELIVERED
GR-PO-000754,139,Escarpment Mining Equipment Traders (Pty) Ltd,2024-10-16,2025-01-13,2025-01-21,20,20,DELIVERED
GR-PO-000755,139,Lowveld Electromechanical Ltd (Pty) Ltd,2026-05-24,2026-08-21,2026-09-10,18,18,DELIVERED
GR-PO-000756,140,Aggeneys Pump Solutions (Pty) Ltd,2025-09-24,2026-02-09,2026-02-27,13,13,DELIVERED
GR-PO-000757,140,Lowveld Valve & Fittings (Pty) Ltd,2025-03-20,2025-08-05,2025-08-11,11,11,DELIVERED
GR-PO-000758,140,Orange River Industrial Distributors (Pty) Ltd,2026-06-22,2026-11-07,2026-11-06,4,4,DELIVERED
GR-PO-000759,140,Upington Valve & Fittings (Pty) Ltd,2026-07-08,2026-11-23,2026-12-08,12,12,DELIVERED
GR-PO-000760,141,Orange River Bearing & Drive Co (Pty) Ltd,2025-12-10,2026-03-15,2026-03-11,15,15,DELIVERED
GR-PO-000761,141,Kuruman Pump Solutions (Pty) Ltd,2025-12-02,2026-03-07,2026-03-15,14,14,DELIVERED
GR-PO-000762,141,Bushveld Electromechanical Ltd (Pty) Ltd,2026-03-04,2026-06-07,2026-05-29,19,19,DELIVERED
GR-PO-000763,141,Orange River Industrial Distributors (Pty) Ltd,2025-11-25,2026-02-28,2026-03-04,15,15,DELIVERED
GR-PO-000764,141,Springbok Seals & Sealing Systems (Pty) Ltd,2024-10-20,2025-01-23,2025-01-26,7,7,DELIVERED
GR-PO-000765,141,Bushveld Spares & Components (Pty) Ltd,2025-06-03,2025-09-06,2025-09-06,18,18,DELIVERED
GR-PO-000766,142,Namaqua Seals & Sealing Systems (Pty) Ltd,2025-10-27,2026-02-16,2026-02-18,13,13,DELIVERED
GR-PO-000767,142,Escarpment Electromechanical Ltd (Pty) Ltd,2026-07-01,2026-10-21,2026-11-03,10,10,DELIVERED
GR-PO-000768,142,Kuruman Industrial Supplies (Pty) Ltd,2025-03-17,2025-07-07,2025-07-07,7,7,DELIVERED
GR-PO-000769,142,Vaal Valve & Fittings (Pty) Ltd,2025-06-09,2025-09-29,2025-09-11,14,14,DELIVERED
GR-PO-000770,142,Orange River Electromechanical Ltd (Pty) Ltd,2025-04-26,2025-08-16,2025-08-11,4,4,DELIVERED
GR-PO-000771,142,Escarpment Electromechanical Ltd (Pty) Ltd,2026-03-10,2026-06-30,2026-06-26,19,19,DELIVERED
GR-PO-000772,142,Bushveld Spares & Components (Pty) Ltd,2025-07-12,2025-11-01,2025-10-29,8,8,DELIVERED
GR-PO-000773,143,Vaal Mining Equipment Traders (Pty) Ltd,2025-04-24,2025-09-04,2025-08-13,4,4,DELIVERED
GR-PO-000774,143,Escarpment Mining Equipment Traders (Pty) Ltd,2026-07-24,2026-12-04,2026-12-09,4,4,DELIVERED
GR-PO-000775,143,Highveld Industrial Supplies (Pty) Ltd,2026-07-17,2026-11-27,2026-12-01,20,20,DELIVERED
GR-PO-000776,143,Lowveld Valve & Fittings (Pty) Ltd,2026-07-05,2026-11-15,2026-11-23,15,15,DELIVERED
GR-PO-000777,144,Orange River Bearing & Drive Co (Pty) Ltd,2025-12-24,2026-05-07,2026-05-13,4,4,DELIVERED
GR-PO-000778,144,Highveld Industrial Supplies (Pty) Ltd,2025-01-28,2025-06-11,2025-07-25,3,3,DELIVERED
GR-PO-000779,144,Upington Valve & Fittings (Pty) Ltd,2025-09-20,2026-02-01,2026-02-06,7,7,DELIVERED
GR-PO-000780,144,Vaal Mining Equipment Traders (Pty) Ltd,2025-03-20,2025-08-01,2025-08-16,1,1,DELIVERED
GR-PO-000781,144,Bushveld Electromechanical Ltd (Pty) Ltd,2024-09-28,2025-02-09,2025-02-14,10,10,DELIVERED
GR-PO-000782,144,Waterberg Bearing & Drive Co (Pty) Ltd,2025-03-09,2025-07-21,2025-07-30,20,20,DELIVERED
GR-PO-000783,144,Orange River Industrial Supplies (Pty) Ltd,2026-05-07,2026-09-18,2026-09-14,4,4,DELIVERED
GR-PO-000784,145,Bushveld Spares & Components (Pty) Ltd,2025-04-09,2025-08-09,2025-08-02,9,9,DELIVERED
GR-PO-000785,145,Springbok Bearing & Drive Co (Pty) Ltd,2026-05-25,2026-09-24,2026-08-22,11,11,DELIVERED
GR-PO-000786,145,Kuruman Pump Solutions (Pty) Ltd,2025-12-12,2026-04-13,2026-04-03,14,14,DELIVERED
GR-PO-000787,145,Kalahari Bearing & Drive Co (Pty) Ltd,2025-03-07,2025-07-07,2025-07-12,13,13,DELIVERED
GR-PO-000788,145,Upington Mining Equipment Traders (Pty) Ltd,2026-07-10,2026-11-09,2026-10-23,3,3,DELIVERED
GR-PO-000789,145,Springbok Industrial Supplies (Pty) Ltd,2024-08-31,2024-12-31,2024-12-30,1,1,DELIVERED
GR-PO-000790,145,Upington Mining Equipment Traders (Pty) Ltd,2025-08-16,2025-12-16,2025-11-26,13,13,DELIVERED
GR-PO-000791,145,Lowveld Valve & Fittings (Pty) Ltd,2025-02-22,2025-06-24,2025-07-08,13,13,DELIVERED
GR-PO-000792,146,Escarpment Mining Equipment Traders (Pty) Ltd,2025-01-18,2025-03-21,2025-04-04,12,12,DELIVERED
GR-PO-000793,146,Karoo Industrial Distributors (Pty) Ltd,2026-02-10,2026-04-13,2026-04-04,10,10,DELIVERED
GR-PO-000794,146,Escarpment Seals & Sealing Systems (Pty) Ltd,2025-05-27,2025-07-28,2025-08-10,10,10,DELIVERED
GR-PO-000795,146,Springbok Bearing & Drive Co (Pty) Ltd,2024-09-06,2024-11-07,2024-11-12,2,2,DELIVERED
GR-PO-000796,146,Springbok Valve & Fittings (Pty) Ltd,2025-05-08,2025-07-09,2025-07-08,19,19,DELIVERED
GR-PO-000797,147,Lowveld Mining Equipment Traders (Pty) Ltd,2024-12-22,2025-05-13,2025-06-05,2,2,DELIVERED
GR-PO-000798,147,Kuruman Industrial Supplies (Pty) Ltd,2026-04-03,2026-08-23,2026-09-05,6,6,DELIVERED
GR-PO-000799,147,Namaqua Seals & Sealing Systems (Pty) Ltd,2024-12-28,2025-05-19,2025-04-09,17,17,DELIVERED
GR-PO-000800,147,Northern Cape Engineering Supplies (Pty) Ltd,2024-09-21,2025-02-10,2025-03-06,11,11,DELIVERED
GR-PO-000801,147,Escarpment Electromechanical Ltd (Pty) Ltd,2025-11-05,2026-03-27,2026-03-12,8,8,DELIVERED
GR-PO-000802,148,Springbok Bearing & Drive Co (Pty) Ltd,2025-04-20,2025-06-14,2025-06-06,12,12,DELIVERED
GR-PO-000803,148,Kalahari Bearing & Drive Co (Pty) Ltd,2024-09-29,2024-11-23,2024-12-09,15,15,DELIVERED
GR-PO-000804,148,Upington Mining Equipment Traders (Pty) Ltd,2024-10-25,2024-12-19,2024-12-15,19,19,DELIVERED
GR-PO-000805,148,Highveld Mining Equipment Traders (Pty) Ltd,2026-02-02,2026-03-29,2026-03-22,13,13,DELIVERED
GR-PO-000806,148,Lowveld Valve & Fittings (Pty) Ltd,2025-08-03,2025-09-27,2025-09-17,11,11,DELIVERED
GR-PO-000807,149,Lowveld Valve & Fittings (Pty) Ltd,2026-01-12,2026-04-06,2026-04-11,18,18,DELIVERED
GR-PO-000808,149,Kuruman Industrial Supplies (Pty) Ltd,2024-11-27,2025-02-19,2025-02-12,20,20,DELIVERED
GR-PO-000809,149,Springbok Seals & Sealing Systems (Pty) Ltd,2025-06-20,2025-09-12,2025-09-29,19,19,DELIVERED
GR-PO-000810,149,Springbok Bearing & Drive Co (Pty) Ltd,2024-12-16,2025-03-10,2025-03-09,1,1,DELIVERED
GR-PO-000811,149,Northern Cape Engineering Supplies (Pty) Ltd,2026-06-15,2026-09-07,2026-10-03,13,13,DELIVERED
GR-PO-000812,149,Escarpment Mining Equipment Traders (Pty) Ltd,2025-12-23,2026-03-17,2026-04-05,17,17,DELIVERED
GR-PO-000813,149,Orange River Electromechanical Ltd (Pty) Ltd,2025-05-07,2025-07-30,2025-08-29,6,6,DELIVERED
GR-PO-000814,149,Bushveld Engineering Supplies (Pty) Ltd,2024-10-20,2025-01-12,2025-01-21,3,3,DELIVERED
GR-PO-000815,150,Bushveld Electromechanical Ltd (Pty) Ltd,2025-12-18,2026-03-20,2026-03-31,2,2,DELIVERED
GR-PO-000816,150,Kalahari Bearing & Drive Co (Pty) Ltd,2026-04-19,2026-07-20,2026-07-28,11,11,DELIVERED
GR-PO-000817,150,Bushveld Spares & Components (Pty) Ltd,2025-11-20,2026-02-20,2026-01-31,14,14,DELIVERED
GR-PO-000818,150,Lowveld Electromechanical Ltd (Pty) Ltd,2026-05-11,2026-08-11,2026-07-24,4,4,DELIVERED
GR-PO-000819,151,Northern Cape Engineering Supplies (Pty) Ltd,2026-01-06,2026-04-14,2026-04-25,9,9,DELIVERED
GR-PO-000820,151,Postmasburg Valve & Fittings (Pty) Ltd,2024-11-19,2025-02-25,2025-03-05,18,18,DELIVERED
GR-PO-000821,151,Orange River Engineering Supplies (Pty) Ltd,2026-04-16,2026-07-23,2026-07-27,7,7,DELIVERED
GR-PO-000822,151,Orange River Industrial Supplies (Pty) Ltd,2026-02-27,2026-06-05,2026-05-25,14,14,DELIVERED
GR-PO-000823,151,Copperton Engineering Supplies (Pty) Ltd,2026-06-16,2026-09-22,2026-09-24,19,19,DELIVERED
GR-PO-000824,151,Bushveld Pump Solutions (Pty) Ltd,2025-07-09,2025-10-15,2025-09-25,15,15,DELIVERED
GR-PO-000825,151,Kalahari Bearing & Drive Co (Pty) Ltd,2025-05-06,2025-08-12,2025-08-03,2,2,DELIVERED
GR-PO-000826,152,Northern Cape Engineering Supplies (Pty) Ltd,2025-09-23,2025-12-27,2025-12-11,15,15,DELIVERED
GR-PO-000827,152,Kuruman Pump Solutions (Pty) Ltd,2024-11-13,2025-02-16,2025-02-05,15,15,DELIVERED
GR-PO-000828,152,Lowveld Mining Equipment Traders (Pty) Ltd,2026-03-04,2026-06-07,2026-06-08,12,12,DELIVERED
GR-PO-000829,152,Escarpment Mining Equipment Traders (Pty) Ltd,2025-09-17,2025-12-21,2025-12-24,19,19,DELIVERED
GR-PO-000830,152,Lowveld Mining Equipment Traders (Pty) Ltd,2026-01-23,2026-04-28,2026-04-28,17,17,DELIVERED
GR-PO-000831,152,Kimberley Pump Solutions (Pty) Ltd,2025-04-16,2025-07-20,2025-07-08,14,14,DELIVERED
GR-PO-000832,152,Orange River Electromechanical Ltd (Pty) Ltd,2025-10-24,2026-01-27,2026-02-05,3,3,DELIVERED
GR-PO-000833,152,Upington Valve & Fittings (Pty) Ltd,2024-12-14,2025-03-19,2025-04-13,20,20,DELIVERED
GR-PO-000834,153,Escarpment Electromechanical Ltd (Pty) Ltd,2025-05-19,2025-09-29,2025-10-17,2,2,DELIVERED
GR-PO-000835,153,Lowveld Valve & Fittings (Pty) Ltd,2024-09-24,2025-02-04,2025-02-09,1,1,DELIVERED
GR-PO-000836,153,Springbok Seals & Sealing Systems (Pty) Ltd,2025-01-27,2025-06-09,2025-06-02,6,6,DELIVERED
GR-PO-000837,153,Kuruman Pump Solutions (Pty) Ltd,2025-04-18,2025-08-29,2025-08-29,9,9,DELIVERED
GR-PO-000838,153,Northern Cape Engineering Supplies (Pty) Ltd,2025-07-03,2025-11-13,2025-11-16,4,4,DELIVERED
GR-PO-000839,154,Kuruman Industrial Supplies (Pty) Ltd,2025-10-19,2026-03-06,2026-02-26,1,1,DELIVERED
GR-PO-000840,154,Kimberley Pump Solutions (Pty) Ltd,2026-07-07,2026-11-22,2026-12-12,10,10,DELIVERED
