Matnr,Bwkey,Lbkum,Salk3,Vprsv,Verpr,Stprs,Peinh,Bklas
000000000010000595,4000,9.000,1254483.18,V,139387.02,0.00,1.000,3200
000000000010000596,1000,10.000,237475.70,V,23747.57,0.00,1.000,3200
000000000010000597,3000,0.000,0.00,V,110734.49,0.00,1.000,3200
000000000080000133,4000,4.000,1592821.00,V,398205.25,0.00,1.000,3200
000000000010000598,1000,1.000,241887.99,V,241887.99,0.00,1.000,3200
000000000010000598,4000,11.000,2660767.89,V,241887.99,0.00,1.000,3200
000000000010000599,3000,3.000,351244.98,V,117081.66,0.00,1.000,3200
000000000080000134,2000,16.000,914546.40,V,57159.15,0.00,1.000,3200
000000000080000134,4000,18.000,1028864.70,V,57159.15,0.00,1.000,3200
000000000010000600,3000,0.000,0.00,V,72878.50,0.00,1.000,3200
000000000010000601,4000,67.000,6893179.76,V,102883.28,0.00,1.000,3200
000000000010000601,2000,133.000,13683476.24,V,102883.28,0.00,1.000,3200
000000000010000602,1000,0.000,0.00,V,132871.58,0.00,1.000,3200
000000000010000602,4000,3.000,398614.74,V,132871.58,0.00,1.000,3200
000000000010000603,2000,15.000,1343970.60,V,89598.04,0.00,1.000,3200
000000000010000604,2000,102.000,2179714.50,V,21369.75,0.00,1.000,3200
000000000080000135,1000,7.000,715874.67,V,102267.81,0.00,1.000,3200
000000000010000605,3000,28.000,443464.28,V,15838.01,0.00,1.000,3200
000000000010000606,3000,0.000,0.00,V,164233.32,0.00,1.000,3200
000000000010000606,4000,0.000,0.00,V,164233.32,0.00,1.000,3200
000000000030000136,3000,0.000,0.00,V,170754.00,0.00,1.000,3200
000000000080000136,1000,0.000,0.00,V,40398.96,0.00,1.000,3200
000000000080000137,3000,11.000,4585492.67,V,416862.97,0.00,1.000,3200
000000000010000607,3000,22.000,2126892.46,V,96676.93,0.00,1.000,3200
000000000010000607,4000,5.000,483384.65,V,96676.93,0.00,1.000,3200
000000000010000608,3000,0.000,0.00,V,14655.25,0.00,1.000,3200
000000000010000609,4000,9.000,1138899.06,V,126544.34,0.00,1.000,3200
000000000010000610,2000,0.000,0.00,V,125652.29,0.00,1.000,3200
000000000010000611,1000,2.000,295924.52,V,147962.26,0.00,1.000,3200
000000000010000611,2000,1.000,147962.26,V,147962.26,0.00,1.000,3200
000000000010000612,3000,11.000,562395.90,V,51126.90,0.00,1.000,3200
000000000080000138,4000,7.000,324466.24,V,46352.32,0.00,1.000,3200
000000000010000613,3000,1.000,88707.05,V,88707.05,0.00,1.000,3200
000000000010000614,2000,0.000,0.00,V,25810.11,0.00,1.000,3200
000000000090000033,3000,23.000,2944255.07,V,128011.09,0.00,1.000,3200
000000000030000137,2000,2.000,28327.46,V,14163.73,0.00,1.000,3200
000000000030000137,3000,2.000,28327.46,V,14163.73,0.00,1.000,3200
000000000010000615,2000,0.000,0.00,V,595740.83,0.00,1.000,3200
000000000010000616,3000,60.000,1047984.60,V,17466.41,0.00,1.000,3200
000000000080000139,3000,6.000,1360672.50,V,226778.75,0.00,1.000,3200
000000000010000617,2000,0.000,0.00,V,60136.23,0.00,1.000,3200
000000000010000618,4000,21.000,12132048.39,V,577716.59,0.00,1.000,3200
000000000010000618,3000,7.000,4044016.13,V,577716.59,0.00,1.000,3200
000000000010000619,2000,4.000,1358336.08,V,339584.02,0.00,1.000,3200
000000000010000619,4000,5.000,1697920.10,V,339584.02,0.00,1.000,3200
000000000010000620,2000,0.000,0.00,V,159813.54,0.00,1.000,3200
000000000010000621,1000,0.000,0.00,V,119954.03,0.00,1.000,3200
000000000010000621,4000,0.000,0.00,V,119954.03,0.00,1.000,3200
000000000080000140,4000,3.000,495802.26,V,165267.42,0.00,1.000,3200
000000000030000138,4000,0.000,0.00,V,56221.33,0.00,1.000,3200
000000000010000622,1000,0.000,0.00,V,3046.64,0.00,1.000,3200
000000000010000623,4000,0.000,0.00,V,311705.93,0.00,1.000,3200
000000000010000623,3000,0.000,0.00,V,311705.93,0.00,1.000,3200
000000000010000624,2000,16.000,10930094.88,V,683130.93,0.00,1.000,3200
000000000010000625,4000,0.000,0.00,V,109613.52,0.00,1.000,3200
000000000010000626,3000,0.000,0.00,V,163176.86,0.00,1.000,3200
000000000080000141,1000,6.000,2661153.00,V,443525.50,0.00,1.000,3200
000000000030000139,3000,3.000,428457.36,V,142819.12,0.00,1.000,3200
000000000030000139,1000,8.000,1142552.96,V,142819.12,0.00,1.000,3200
000000000010000627,4000,2.000,199689.08,V,99844.54,0.00,1.000,3200
000000000010000627,3000,1.000,99844.54,V,99844.54,0.00,1.000,3200
000000000030000140,1000,1.000,105302.31,V,105302.31,0.00,1.000,3200
000000000030000140,3000,0.000,0.00,V,105302.31,0.00,1.000,3200
000000000010000628,2000,4.000,433053.72,V,108263.43,0.00,1.000,3200
000000000010000629,4000,0.000,0.00,V,93586.78,0.00,1.000,3200
000000000010000630,4000,7.000,457034.48,V,65290.64,0.00,1.000,3200
000000000010000631,1000,0.000,0.00,V,154949.29,0.00,1.000,3200
000000000010000632,4000,5.000,493968.90,V,98793.78,0.00,1.000,3200
000000000010000632,1000,4.000,395175.12,V,98793.78,0.00,1.000,3200
000000000080000142,4000,6.000,641814.00,V,106969.00,0.00,1.000,3200
000000000080000142,2000,0.000,0.00,V,106969.00,0.00,1.000,3200
000000000010000633,4000,11.000,257698.32,V,23427.12,0.00,1.000,3200
000000000010000634,1000,58.000,128846.42,V,2221.49,0.00,1.000,3200
000000000010000635,2000,0.000,0.00,V,64422.65,0.00,1.000,3200
000000000080000143,3000,15.000,5501242.05,V,366749.47,0.00,1.000,3200
000000000010000636,2000,6.000,930822.96,V,155137.16,0.00,1.000,3200
000000000010000637,4000,0.000,0.00,V,75489.97,0.00,1.000,3200
000000000010000637,3000,0.000,0.00,V,75489.97,0.00,1.000,3200
000000000030000141,3000,0.000,0.00,V,10745.72,0.00,1.000,3200
000000000030000142,2000,0.000,0.00,V,84070.86,0.00,1.000,3200
000000000080000144,1000,9.000,3835218.24,V,426135.36,0.00,1.000,3200
000000000030000143,3000,0.000,0.00,V,783308.66,0.00,1.000,3200
000000000010000638,3000,7.000,120210.86,V,17172.98,0.00,1.000,3200
000000000010000639,2000,12.000,1898541.60,V,158211.80,0.00,1.000,3200
000000000010000640,3000,4.000,631019.60,V,157754.90,0.00,1.000,3200
000000000010000641,4000,0.000,0.00,V,212790.91,0.00,1.000,3200
000000000010000641,1000,0.000,0.00,V,212790.91,0.00,1.000,3200
000000000010000642,4000,36.000,529828.20,V,14717.45,0.00,1.000,3200
000000000010000643,1000,1.000,637467.61,V,637467.61,0.00,1.000,3200
000000000030000144,1000,9.000,1349397.09,V,149933.01,0.00,1.000,3200
000000000030000144,4000,0.000,0.00,V,149933.01,0.00,1.000,3200
000000000010000644,4000,3.000,419469.60,V,139823.20,0.00,1.000,3200
000000000010000645,3000,0.000,0.00,V,110800.47,0.00,1.000,3200
000000000010000646,3000,0.000,0.00,V,66722.62,0.00,1.000,3200
000000000010000646,2000,0.000,0.00,V,66722.62,0.00,1.000,3200
000000000010000647,3000,49.000,23210528.74,V,473684.26,0.00,1.000,3200
000000000010000648,2000,4.000,1049592.92,V,262398.23,0.00,1.000,3200
000000000010000649,1000,0.000,0.00,V,32947.97,0.00,1.000,3200
000000000010000650,3000,7.000,448218.68,V,64031.24,0.00,1.000,3200
000000000010000651,3000,48.000,199954.08,V,4165.71,0.00,1.000,3200
000000000010000652,2000,7.000,510255.55,V,72893.65,0.00,1.000,3200
000000000010000653,2000,0.000,0.00,V,170297.51,0.00,1.000,3200
000000000030000145,4000,3.000,876616.35,V,292205.45,0.00,1.000,3200
000000000010000654,4000,28.000,78900.36,V,2817.87,0.00,1.000,3200
000000000010000654,3000,49.000,138075.63,V,2817.87,0.00,1.000,3200
000000000010000655,4000,180.000,2083622.40,V,11575.68,0.00,1.000,3200
000000000010000656,1000,92.000,420877.00,V,4574.75,0.00,1.000,3200
000000000080000145,3000,5.000,1339887.00,V,267977.40,0.00,1.000,3200
000000000080000145,2000,2.000,535954.80,V,267977.40,0.00,1.000,3200
000000000030000146,2000,8.000,528855.44,V,66106.93,0.00,1.000,3200
000000000010000657,1000,9.000,82945.26,V,9216.14,0.00,1.000,3200
000000000010000658,4000,18.000,1922148.36,V,106786.02,0.00,1.000,3200
000000000010000659,2000,30.000,22446000.90,V,748200.03,0.00,1.000,3200
000000000010000660,1000,16.000,3365634.72,V,210352.17,0.00,1.000,3200
000000000010000660,2000,4.000,841408.68,V,210352.17,0.00,1.000,3200
000000000010000661,2000,0.000,0.00,V,166088.41,0.00,1.000,3200
000000000030000147,2000,6.000,198339.00,V,33056.50,0.00,1.000,3200
000000000010000662,3000,9.000,3961356.30,V,440150.70,0.00,1.000,3200
000000000010000662,1000,2.000,880301.40,V,440150.70,0.00,1.000,3200
000000000010000663,4000,0.000,0.00,V,16085.99,0.00,1.000,3200
000000000080000146,1000,6.000,1031685.84,V,171947.64,0.00,1.000,3200
000000000030000148,1000,4.000,2977237.76,V,744309.44,0.00,1.000,3200
000000000010000664,1000,11.000,143316.25,V,13028.75,0.00,1.000,3200
000000000080000147,3000,9.000,455913.27,V,50657.03,0.00,1.000,3200
000000000010000665,3000,8.000,1290580.08,V,161322.51,0.00,1.000,3200
000000000030000149,4000,0.000,0.00,V,37146.15,0.00,1.000,3200
000000000080000148,4000,10.000,397591.60,V,39759.16,0.00,1.000,3200
000000000080000149,1000,7.000,1512519.68,V,216074.24,0.00,1.000,3200
000000000010000666,3000,0.000,0.00,V,23566.73,0.00,1.000,3200
000000000030000150,1000,0.000,0.00,V,96682.84,0.00,1.000,3200
000000000030000150,2000,2.000,193365.68,V,96682.84,0.00,1.000,3200
000000000010000667,3000,2.000,323363.02,V,161681.51,0.00,1.000,3200
000000000010000668,3000,10.000,1712594.60,V,171259.46,0.00,1.000,3200
000000000010000669,1000,18.000,2667009.78,V,148167.21,0.00,1.000,3200
000000000010000669,3000,6.000,889003.26,V,148167.21,0.00,1.000,3200
000000000010000670,2000,49.000,730548.84,V,14909.16,0.00,1.000,3200
000000000090000034,4000,24.000,2637346.56,V,109889.44,0.00,1.000,3200
000000000080000150,3000,1.000,163441.43,V,163441.43,0.00,1.000,3200
000000000030000151,2000,7.000,1605095.94,V,229299.42,0.00,1.000,3200
000000000010000671,2000,9.000,166013.28,V,18445.92,0.00,1.000,3200
000000000090000035,2000,22.000,1898525.64,V,86296.62,0.00,1.000,3200
000000000010000672,2000,27.000,12091550.40,V,447835.20,0.00,1.000,3200
000000000010000672,1000,79.000,35378980.80,V,447835.20,0.00,1.000,3200
000000000030000152,4000,1.000,138594.89,V,138594.89,0.00,1.000,3200
000000000010000673,3000,2.000,418299.60,V,209149.80,0.00,1.000,3200
000000000010000673,2000,2.000,418299.60,V,209149.80,0.00,1.000,3200
000000000010000674,3000,0.000,0.00,V,100079.95,0.00,1.000,3200
000000000010000675,2000,0.000,0.00,V,175272.47,0.00,1.000,3200
000000000010000675,1000,0.000,0.00,V,175272.47,0.00,1.000,3200
000000000080000151,3000,3.000,484851.99,V,161617.33,0.00,1.000,3200
000000000010000676,1000,6.000,461191.08,V,76865.18,0.00,1.000,3200
000000000010000677,4000,31.000,117307.72,V,3784.12,0.00,1.000,3200
000000000030000153,3000,0.000,0.00,V,59960.66,0.00,1.000,3200
000000000090000036,3000,27.000,208598.49,V,7725.87,0.00,1.000,3200
000000000090000036,1000,24.000,185420.88,V,7725.87,0.00,1.000,3200
000000000010000678,3000,0.000,0.00,V,197156.28,0.00,1.000,3200
000000000080000152,1000,0.000,0.00,V,54006.05,0.00,1.000,3200
000000000030000154,3000,3.000,409305.60,V,136435.20,0.00,1.000,3200
000000000030000155,3000,0.000,0.00,V,88290.62,0.00,1.000,3200
000000000030000155,2000,0.000,0.00,V,88290.62,0.00,1.000,3200
000000000010000679,3000,0.000,0.00,V,497383.12,0.00,1.000,3200
000000000010000679,2000,0.000,0.00,V,497383.12,0.00,1.000,3200
000000000010000680,3000,6.000,160394.10,V,26732.35,0.00,1.000,3200
000000000010000681,1000,4.000,65526.24,V,16381.56,0.00,1.000,3200
000000000030000156,4000,4.000,702287.28,V,175571.82,0.00,1.000,3200
000000000010000682,4000,13.000,258060.92,V,19850.84,0.00,1.000,3200
000000000080000153,4000,11.000,490425.65,V,44584.15,0.00,1.000,3200
000000000090000037,3000,15.000,2113740.30,V,140916.02,0.00,1.000,3200
000000000010000683,1000,12.000,2037575.64,V,169797.97,0.00,1.000,3200
000000000010000684,4000,0.000,0.00,V,117952.86,0.00,1.000,3200
000000000010000684,3000,0.000,0.00,V,117952.86,0.00,1.000,3200
000000000010000685,2000,0.000,0.00,V,24890.25,0.00,1.000,3200
000000000010000685,1000,0.000,0.00,V,24890.25,0.00,1.000,3200
000000000010000686,4000,0.000,0.00,V,142563.67,0.00,1.000,3200
000000000010000687,4000,7.000,72803.99,V,10400.57,0.00,1.000,3200
000000000080000154,4000,7.000,2784168.94,V,397738.42,0.00,1.000,3200
000000000080000154,3000,5.000,1988692.10,V,397738.42,0.00,1.000,3200
000000000010000688,3000,18.000,417378.24,V,23187.68,0.00,1.000,3200
000000000030000157,4000,3.000,59308.41,V,19769.47,0.00,1.000,3200
000000000090000038,3000,11.000,1860745.48,V,169158.68,0.00,1.000,3200
000000000090000038,4000,6.000,1014952.08,V,169158.68,0.00,1.000,3200
000000000080000155,2000,11.000,4362043.18,V,396549.38,0.00,1.000,3200
000000000080000155,3000,4.000,1586197.52,V,396549.38,0.00,1.000,3200
000000000010000689,4000,16.000,965120.64,V,60320.04,0.00,1.000,3200
000000000010000689,1000,36.000,2171521.44,V,60320.04,0.00,1.000,3200
000000000010000690,4000,2.000,119061.86,V,59530.93,0.00,1.000,3200
000000000010000691,1000,3.000,523272.78,V,174424.26,0.00,1.000,3200
000000000080000156,3000,9.000,925465.59,V,102829.51,0.00,1.000,3200
000000000010000692,4000,0.000,0.00,V,168489.03,0.00,1.000,3200
000000000010000692,3000,0.000,0.00,V,168489.03,0.00,1.000,3200
000000000010000693,1000,67.000,1365015.79,V,20373.37,0.00,1.000,3200
000000000010000694,1000,4.000,295188.12,V,73797.03,0.00,1.000,3200
000000000010000695,2000,0.000,0.00,V,481661.30,0.00,1.000,3200
000000000010000695,4000,0.000,0.00,V,481661.30,0.00,1.000,3200
000000000010000696,3000,0.000,0.00,V,285423.32,0.00,1.000,3200
000000000030000158,3000,0.000,0.00,V,6025.95,0.00,1.000,3200
000000000030000158,1000,0.000,0.00,V,6025.95,0.00,1.000,3200
000000000010000697,3000,0.000,0.00,V,37571.10,0.00,1.000,3200
000000000010000697,4000,0.000,0.00,V,37571.10,0.00,1.000,3200
000000000010000698,3000,116.000,1346438.68,V,11607.23,0.00,1.000,3200
000000000010000698,1000,182.000,2112515.86,V,11607.23,0.00,1.000,3200
000000000080000157,2000,0.000,0.00,V,239015.91,0.00,1.000,3200
000000000010000699,4000,115.000,1993419.20,V,17334.08,0.00,1.000,3200
000000000010000700,4000,6.000,615802.26,V,102633.71,0.00,1.000,3200
000000000010000701,3000,7.000,1135402.66,V,162200.38,0.00,1.000,3200
000000000010000701,2000,13.000,2108604.94,V,162200.38,0.00,1.000,3200
000000000030000159,1000,2.000,1293526.90,V,646763.45,0.00,1.000,3200
000000000010000702,3000,0.000,0.00,V,29019.56,0.00,1.000,3200
000000000010000703,3000,0.000,0.00,V,51845.74,0.00,1.000,3200
000000000010000704,1000,39.000,3040914.63,V,77972.17,0.00,1.000,3200
000000000010000705,1000,3.000,49154.16,V,16384.72,0.00,1.000,3200
000000000010000705,4000,2.000,32769.44,V,16384.72,0.00,1.000,3200
000000000010000706,3000,10.000,7975609.80,V,797560.98,0.00,1.000,3200
000000000010000707,4000,11.000,4985467.30,V,453224.30,0.00,1.000,3200
000000000010000707,2000,89.000,40336962.70,V,453224.30,0.00,1.000,3200
000000000010000708,4000,3.000,166632.96,V,55544.32,0.00,1.000,3200
000000000010000709,4000,4.000,480388.96,V,120097.24,0.00,1.000,3200
000000000010000709,3000,8.000,960777.92,V,120097.24,0.00,1.000,3200
000000000010000710,4000,0.000,0.00,V,584324.59,0.00,1.000,3200
000000000010000711,2000,9.000,354890.16,V,39432.24,0.00,1.000,3200
000000000080000158,1000,6.000,444527.88,V,74087.98,0.00,1.000,3200
000000000080000159,1000,7.000,2994227.25,V,427746.75,0.00,1.000,3200
000000000010000712,1000,82.000,1916330.98,V,23369.89,0.00,1.000,3200
000000000010000713,2000,277.000,954123.73,V,3444.49,0.00,1.000,3200
000000000030000160,4000,3.000,161869.86,V,53956.62,0.00,1.000,3200
000000000030000161,3000,0.000,0.00,V,114978.09,0.00,1.000,3200
000000000030000162,2000,4.000,428347.28,V,107086.82,0.00,1.000,3200
000000000010000714,2000,65.000,1245564.45,V,19162.53,0.00,1.000,3200
000000000030000163,3000,0.000,0.00,V,508542.11,0.00,1.000,3200
000000000080000160,4000,5.000,1885352.80,V,377070.56,0.00,1.000,3200
000000000030000164,4000,0.000,0.00,V,86606.76,0.00,1.000,3200
000000000010000715,4000,4.000,545510.00,V,136377.50,0.00,1.000,3200
000000000010000716,3000,6.000,212650.32,V,35441.72,0.00,1.000,3200
000000000010000717,1000,0.000,0.00,V,239671.26,0.00,1.000,3200
000000000030000165,1000,0.000,0.00,V,158303.55,0.00,1.000,3200
000000000010000718,3000,35.000,603778.70,V,17250.82,0.00,1.000,3200
000000000010000718,2000,17.000,293263.94,V,17250.82,0.00,1.000,3200
000000000080000161,3000,15.000,3684867.45,V,245657.83,0.00,1.000,3200
000000000010000719,1000,2.000,291462.22,V,145731.11,0.00,1.000,3200
000000000030000166,1000,4.000,523488.16,V,130872.04,0.00,1.000,3200
000000000010000720,1000,16.000,820482.40,V,51280.15,0.00,1.000,3200
000000000010000721,1000,39.000,22453102.23,V,575720.57,0.00,1.000,3200
000000000010000721,2000,62.000,35694675.34,V,575720.57,0.00,1.000,3200
000000000010000722,2000,33.000,75697.71,V,2293.87,0.00,1.000,3200
000000000030000167,2000,3.000,2142690.24,V,714230.08,0.00,1.000,3200
000000000010000723,1000,0.000,0.00,V,114326.53,0.00,1.000,3200
000000000010000723,3000,0.000,0.00,V,114326.53,0.00,1.000,3200
000000000010000724,1000,0.000,0.00,V,70555.59,0.00,1.000,3200
000000000010000725,4000,1.000,47345.20,V,47345.20,0.00,1.000,3200
000000000010000726,3000,6.000,389397.66,V,64899.61,0.00,1.000,3200
000000000080000162,3000,3.000,551636.19,V,183878.73,0.00,1.000,3200
000000000010000727,3000,4.000,2277359.64,V,569339.91,0.00,1.000,3200
000000000010000728,1000,9.000,6549184.89,V,727687.21,0.00,1.000,3200
000000000010000729,2000,13.000,57505.63,V,4423.51,0.00,1.000,3200
000000000010000730,2000,0.000,0.00,V,60625.94,0.00,1.000,3200
000000000010000730,3000,0.000,0.00,V,60625.94,0.00,1.000,3200
000000000010000731,1000,0.000,0.00,V,104809.12,0.00,1.000,3200
000000000010000732,3000,0.000,0.00,V,144017.20,0.00,1.000,3200
000000000010000733,3000,1.000,82826.64,V,82826.64,0.00,1.000,3200
000000000010000733,2000,3.000,248479.92,V,82826.64,0.00,1.000,3200
000000000030000168,4000,0.000,0.00,V,119977.94,0.00,1.000,3200
000000000080000163,2000,7.000,2205741.72,V,315105.96,0.00,1.000,3200
000000000080000163,1000,2.000,630211.92,V,315105.96,0.00,1.000,3200
000000000090000039,4000,14.000,1825029.36,V,130359.24,0.00,1.000,3200
000000000080000164,1000,3.000,578575.26,V,192858.42,0.00,1.000,3200
000000000080000164,4000,6.000,1157150.52,V,192858.42,0.00,1.000,3200
000000000010000734,4000,0.000,0.00,V,11473.36,0.00,1.000,3200
000000000010000735,3000,4.000,188176.00,V,47044.00,0.00,1.000,3200
000000000090000040,2000,24.000,4241858.16,V,176744.09,0.00,1.000,3200
000000000030000169,3000,0.000,0.00,V,9159.69,0.00,1.000,3200
000000000030000170,4000,3.000,250723.32,V,83574.44,0.00,1.000,3200
000000000010000736,2000,8.000,1088978.80,V,136122.35,0.00,1.000,3200
000000000010000737,3000,130.000,2180517.30,V,16773.21,0.00,1.000,3200
000000000010000738,3000,0.000,0.00,V,30708.26,0.00,1.000,3200
000000000010000738,2000,0.000,0.00,V,30708.26,0.00,1.000,3200
000000000010000739,3000,6.000,470389.20,V,78398.20,0.00,1.000,3200
000000000010000740,2000,65.000,471444.35,V,7252.99,0.00,1.000,3200
000000000010000741,4000,17.000,2750200.33,V,161776.49,0.00,1.000,3200
000000000030000171,4000,2.000,264757.96,V,132378.98,0.00,1.000,3200
000000000010000742,2000,2.000,216501.06,V,108250.53,0.00,1.000,3200
000000000080000165,2000,13.000,5330967.33,V,410074.41,0.00,1.000,3200
000000000010000743,4000,10.000,3414755.60,V,341475.56,0.00,1.000,3200
000000000010000743,2000,11.000,3756231.16,V,341475.56,0.00,1.000,3200
000000000010000744,3000,2.000,1131666.78,V,565833.39,0.00,1.000,3200
000000000030000172,2000,3.000,504412.05,V,168137.35,0.00,1.000,3200
000000000010000745,4000,2.000,1599421.20,V,799710.60,0.00,1.000,3200
000000000010000745,3000,2.000,1599421.20,V,799710.60,0.00,1.000,3200
000000000010000746,3000,1.000,50757.90,V,50757.90,0.00,1.000,3200
000000000030000173,4000,10.000,1662152.30,V,166215.23,0.00,1.000,3200
000000000080000166,2000,10.000,4450985.30,V,445098.53,0.00,1.000,3200
000000000080000166,3000,10.000,4450985.30,V,445098.53,0.00,1.000,3200
000000000080000167,4000,3.000,870435.87,V,290145.29,0.00,1.000,3200
000000000010000747,1000,0.000,0.00,V,165446.04,0.00,1.000,3200
000000000010000747,3000,0.000,0.00,V,165446.04,0.00,1.000,3200
000000000030000174,1000,0.000,0.00,V,144672.20,0.00,1.000,3200
000000000030000174,2000,4.000,578688.80,V,144672.20,0.00,1.000,3200
000000000010000748,4000,19.000,2140027.19,V,112633.01,0.00,1.000,3200
000000000010000749,1000,0.000,0.00,V,11932.23,0.00,1.000,3200
000000000010000750,1000,4.000,636858.96,V,159214.74,0.00,1.000,3200
000000000080000168,2000,1.000,81524.09,V,81524.09,0.00,1.000,3200
000000000080000169,2000,15.000,4938809.85,V,329253.99,0.00,1.000,3200
000000000080000170,3000,0.000,0.00,V,46229.19,0.00,1.000,3200
000000000010000751,2000,3.000,138473.55,V,46157.85,0.00,1.000,3200
000000000010000752,1000,7.000,916252.61,V,130893.23,0.00,1.000,3200
000000000010000753,3000,16.000,519791.84,V,32486.99,0.00,1.000,3200
000000000080000171,4000,13.000,858535.99,V,66041.23,0.00,1.000,3200
000000000080000171,1000,17.000,1122700.91,V,66041.23,0.00,1.000,3200
000000000010000754,1000,0.000,0.00,V,50069.95,0.00,1.000,3200
000000000010000755,3000,7.000,1071166.88,V,153023.84,0.00,1.000,3200
000000000010000756,2000,0.000,0.00,V,174488.79,0.00,1.000,3200
000000000010000756,4000,8.000,1395910.32,V,174488.79,0.00,1.000,3200
000000000080000172,2000,29.000,2688106.57,V,92693.33,0.00,1.000,3200
000000000010000757,1000,6.000,4506377.88,V,751062.98,0.00,1.000,3200
000000000010000757,4000,4.000,3004251.92,V,751062.98,0.00,1.000,3200
000000000030000175,3000,0.000,0.00,V,174949.78,0.00,1.000,3200
000000000030000175,1000,6.000,1049698.68,V,174949.78,0.00,1.000,3200
000000000010000758,4000,9.000,454771.53,V,50530.17,0.00,1.000,3200
000000000010000759,1000,3.000,232498.71,V,77499.57,0.00,1.000,3200
000000000080000173,4000,3.000,905441.55,V,301813.85,0.00,1.000,3200
000000000080000173,2000,8.000,2414510.80,V,301813.85,0.00,1.000,3200
000000000010000760,4000,7.000,1013798.45,V,144828.35,0.00,1.000,3200
000000000010000760,2000,3.000,434485.05,V,144828.35,0.00,1.000,3200
000000000010000761,4000,7.000,31011.61,V,4430.23,0.00,1.000,3200
000000000010000761,1000,7.000,31011.61,V,4430.23,0.00,1.000,3200
000000000010000762,2000,11.000,3653356.96,V,332123.36,0.00,1.000,3200
000000000080000174,1000,3.000,232769.49,V,77589.83,0.00,1.000,3200
000000000010000763,1000,5.000,751091.10,V,150218.22,0.00,1.000,3200
000000000010000763,3000,3.000,450654.66,V,150218.22,0.00,1.000,3200
000000000030000176,3000,2.000,949878.62,V,474939.31,0.00,1.000,3200
000000000090000041,2000,9.000,566993.79,V,62999.31,0.00,1.000,3200
000000000010000764,1000,12.000,2235639.72,V,186303.31,0.00,1.000,3200
000000000010000764,4000,95.000,17698814.45,V,186303.31,0.00,1.000,3200
000000000080000175,3000,1.000,384755.02,V,384755.02,0.00,1.000,3200
000000000080000175,2000,3.000,1154265.06,V,384755.02,0.00,1.000,3200
000000000010000765,2000,8.000,1653846.00,V,206730.75,0.00,1.000,3200
000000000010000766,2000,9.000,6344851.14,V,704983.46,0.00,1.000,3200
000000000010000766,3000,1.000,704983.46,V,704983.46,0.00,1.000,3200
000000000010000767,1000,190.000,3173286.90,V,16701.51,0.00,1.000,3200
000000000010000768,3000,90.000,36643617.00,V,407151.30,0.00,1.000,3200
000000000030000177,2000,4.000,476047.24,V,119011.81,0.00,1.000,3200
000000000010000769,1000,0.000,0.00,V,178154.15,0.00,1.000,3200
000000000080000176,1000,2.000,346607.84,V,173303.92,0.00,1.000,3200
000000000010000770,2000,61.000,226217.89,V,3708.49,0.00,1.000,3200
000000000010000771,1000,5.000,231210.00,V,46242.00,0.00,1.000,3200
000000000080000177,4000,13.000,1957947.68,V,150611.36,0.00,1.000,3200
000000000080000177,1000,10.000,1506113.60,V,150611.36,0.00,1.000,3200
000000000010000772,3000,2.000,261465.48,V,130732.74,0.00,1.000,3200
000000000080000178,1000,5.000,1395023.70,V,279004.74,0.00,1.000,3200
000000000010000773,1000,0.000,0.00,V,177903.22,0.00,1.000,3200
000000000010000774,2000,4.000,1324627.84,V,331156.96,0.00,1.000,3200
000000000010000774,3000,14.000,4636197.44,V,331156.96,0.00,1.000,3200
000000000010000775,3000,40.000,35238.80,V,880.97,0.00,1.000,3200
000000000010000775,1000,31.000,27310.07,V,880.97,0.00,1.000,3200
000000000030000178,3000,6.000,1313094.06,V,218849.01,0.00,1.000,3200
000000000030000178,4000,5.000,1094245.05,V,218849.01,0.00,1.000,3200
000000000010000776,4000,12.000,221901.00,V,18491.75,0.00,1.000,3200
000000000010000776,2000,141.000,2607336.75,V,18491.75,0.00,1.000,3200
000000000010000777,2000,125.000,44569953.75,V,356559.63,0.00,1.000,3200
000000000010000778,4000,11.000,957743.71,V,87067.61,0.00,1.000,3200
000000000010000779,2000,0.000,0.00,V,93498.31,0.00,1.000,3200
000000000080000179,1000,3.000,1305321.30,V,435107.10,0.00,1.000,3200
000000000080000179,4000,7.000,3045749.70,V,435107.10,0.00,1.000,3200
000000000010000780,3000,1.000,147875.73,V,147875.73,0.00,1.000,3200
000000000010000781,2000,23.000,3765082.75,V,163699.25,0.00,1.000,3200
000000000030000179,1000,4.000,652223.60,V,163055.90,0.00,1.000,3200
000000000010000782,3000,64.000,1366431.36,V,21350.49,0.00,1.000,3200
000000000010000783,1000,13.000,302063.84,V,23235.68,0.00,1.000,3200
000000000010000784,4000,11.000,3573112.07,V,324828.37,0.00,1.000,3200
000000000010000785,4000,3.000,357231.06,V,119077.02,0.00,1.000,3200
000000000030000180,4000,1.000,125193.43,V,125193.43,0.00,1.000,3200
000000000030000180,1000,0.000,0.00,V,125193.43,0.00,1.000,3200
000000000080000180,3000,8.000,1262997.12,V,157874.64,0.00,1.000,3200
000000000080000180,1000,16.000,2525994.24,V,157874.64,0.00,1.000,3200
000000000010000786,1000,12.000,1141171.32,V,95097.61,0.00,1.000,3200
000000000010000787,3000,0.000,0.00,V,107193.81,0.00,1.000,3200
000000000010000787,2000,5.000,535969.05,V,107193.81,0.00,1.000,3200
