Mblnr,Mjahr,Budat,Cpudt,Xblnr
4900024306,2024,2024-10-06T00:00:00,2024-10-06T00:00:00,
4900024307,2024,2024-11-13T00:00:00,2024-11-13T00:00:00,
4900024308,2024,2024-12-19T00:00:00,2024-12-19T00:00:00,
4900024309,2024,2024-12-27T00:00:00,2024-12-27T00:00:00,4500007607
4900024310,2025,2025-01-07T00:00:00,2025-01-07T00:00:00,
4900024311,2025,2025-02-27T00:00:00,2025-02-27T00:00:00,
4900024312,2025,2025-03-19T00:00:00,2025-03-19T00:00:00,
4900024313,2025,2025-04-18T00:00:00,2025-04-18T00:00:00,
4900024314,2025,2025-05-17T00:00:00,2025-05-17T00:00:00,
4900024315,2025,2025-06-15T00:00:00,2025-06-15T00:00:00,
4900024316,2025,2025-07-10T00:00:00,2025-07-10T00:00:00,4500007608
4900024317,2025,2025-07-20T00:00:00,2025-07-20T00:00:00,
4900024318,2025,2025-08-10T00:00:00,2025-08-10T00:00:00,
4900024319,2025,2025-09-24T00:00:00,2025-09-24T00:00:00,
4900024320,2025,2025-10-11T00:00:00,2025-10-11T00:00:00,
4900024321,2025,2025-11-07T00:00:00,2025-11-07T00:00:00,
4900024322,2025,2025-12-08T00:00:00,2025-12-08T00:00:00,
4900024323,2026,2026-01-21T00:00:00,2026-01-21T00:00:00,
4900024324,2026,2026-03-11T00:00:00,2026-03-11T00:00:00,4500007610
4900024325,2026,2026-03-12T00:00:00,2026-03-12T00:00:00,
4900024326,2026,2026-04-02T00:00:00,2026-04-02T00:00:00,
4900024327,2026,2026-05-09T00:00:00,2026-05-09T00:00:00,
4900024328,2026,2026-06-07T00:00:00,2026-06-07T00:00:00,
4900024329,2026,2026-07-27T00:00:00,2026-07-27T00:00:00,
4900024330,2026,2026-08-11T00:00:00,2026-08-11T00:00:00,
4900024331,2024,2024-09-17T00:00:00,2024-09-17T00:00:00,
4900024332,2024,2024-10-27T00:00:00,2024-10-27T00:00:00,4500007612
4900024333,2024,2024-10-28T00:00:00,2024-10-28T00:00:00,
4900024334,2024,2024-11-21T00:00:00,2024-11-21T00:00:00,
4900024335,2024,2024-12-21T00:00:00,2024-12-21T00:00:00,
4900024336,2025,2025-01-05T00:00:00,2025-01-05T00:00:00,
4900024337,2025,2025-02-10T00:00:00,2025-02-10T00:00:00,4500007613
4900024338,2025,2025-02-13T00:00:00,2025-02-13T00:00:00,
4900024339,2025,2025-03-24T00:00:00,2025-03-24T00:00:00,
4900024340,2025,2025-04-04T00:00:00,2025-04-04T00:00:00,
4900024341,2025,2025-05-09T00:00:00,2025-05-09T00:00:00,
4900024342,2025,2025-06-15T00:00:00,2025-06-15T00:00:00,4500007614
4900024343,2025,2025-06-23T00:00:00,2025-06-23T00:00:00,
4900024344,2025,2025-07-01T00:00:00,2025-07-01T00:00:00,
4900024345,2025,2025-08-14T00:00:00,2025-08-14T00:00:00,
4900024346,2025,2025-09-26T00:00:00,2025-09-26T00:00:00,
4900024347,2025,2025-10-17T00:00:00,2025-10-17T00:00:00,
4900024348,2025,2025-11-16T00:00:00,2025-11-16T00:00:00,
4900024349,2025,2025-12-15T00:00:00,2025-12-15T00:00:00,4500007615
4900024350,2025,2025-12-23T00:00:00,2025-12-23T00:00:00,
4900024351,2026,2026-01-02T00:00:00,2026-01-02T00:00:00,
4900024352,2026,2026-01-26T00:00:00,2026-01-26T00:00:00,4500007616
4900024353,2026,2026-02-02T00:00:00,2026-02-02T00:00:00,
4900024354,2026,2026-03-04T00:00:00,2026-03-04T00:00:00,
4900024355,2026,2026-04-29T00:00:00,2026-04-29T00:00:00,
4900024356,2026,2026-05-01T00:00:00,2026-05-01T00:00:00,
4900024357,2026,2026-06-02T00:00:00,2026-06-02T00:00:00,4500007617
4900024358,2026,2026-06-03T00:00:00,2026-06-03T00:00:00,
4900024359,2026,2026-07-01T00:00:00,2026-07-01T00:00:00,
4900024360,2026,2026-08-16T00:00:00,2026-08-16T00:00:00,
4900024361,2024,2024-09-20T00:00:00,2024-09-20T00:00:00,
4900024362,2024,2024-10-03T00:00:00,2024-10-03T00:00:00,
4900024363,2024,2024-11-27T00:00:00,2024-11-27T00:00:00,
4900024364,2024,2024-12-10T00:00:00,2024-12-10T00:00:00,
4900024365,2025,2025-01-16T00:00:00,2025-01-16T00:00:00,
4900024366,2025,2025-01-26T00:00:00,2025-01-26T00:00:00,4500007618
4900024367,2025,2025-02-11T00:00:00,2025-02-11T00:00:00,
4900024368,2025,2025-03-17T00:00:00,2025-03-17T00:00:00,
4900024369,2025,2025-04-12T00:00:00,2025-04-12T00:00:00,
4900024370,2025,2025-05-12T00:00:00,2025-05-12T00:00:00,
4900024371,2025,2025-06-19T00:00:00,2025-06-19T00:00:00,4500007619
4900024372,2025,2025-06-25T00:00:00,2025-06-25T00:00:00,
4900024373,2025,2025-07-13T00:00:00,2025-07-13T00:00:00,
4900024374,2025,2025-08-10T00:00:00,2025-08-10T00:00:00,
4900024375,2025,2025-09-07T00:00:00,2025-09-07T00:00:00,
4900024376,2026,2026-01-13T00:00:00,2026-01-13T00:00:00,4500007623
4900024377,2026,2026-01-22T00:00:00,2026-01-22T00:00:00,
4900024378,2026,2026-02-14T00:00:00,2026-02-14T00:00:00,
4900024379,2026,2026-03-07T00:00:00,2026-03-07T00:00:00,
4900024380,2026,2026-04-11T00:00:00,2026-04-11T00:00:00,
4900024381,2026,2026-05-15T00:00:00,2026-05-15T00:00:00,4500007624
4900024382,2026,2026-06-02T00:00:00,2026-06-02T00:00:00,
4900024383,2026,2026-07-23T00:00:00,2026-07-23T00:00:00,
4900024384,2026,2026-08-19T00:00:00,2026-08-19T00:00:00,
4900024385,2024,2024-11-12T00:00:00,2024-11-12T00:00:00,
4900024386,2025,2025-01-19T00:00:00,2025-01-19T00:00:00,
4900024387,2025,2025-02-14T00:00:00,2025-02-14T00:00:00,
4900024388,2025,2025-03-14T00:00:00,2025-03-14T00:00:00,
4900024389,2025,2025-03-21T00:00:00,2025-03-21T00:00:00,4500007626
4900024390,2025,2025-04-27T00:00:00,2025-04-27T00:00:00,
4900024391,2025,2025-05-30T00:00:00,2025-05-30T00:00:00,
4900024392,2025,2025-06-14T00:00:00,2025-06-14T00:00:00,
4900024393,2025,2025-09-04T00:00:00,2025-09-04T00:00:00,4500007628
4900024394,2025,2025-10-19T00:00:00,2025-10-19T00:00:00,4500007629
4900024395,2026,2026-02-07T00:00:00,2026-02-07T00:00:00,
4900024396,2026,2026-03-02T00:00:00,2026-03-02T00:00:00,
4900024397,2026,2026-05-07T00:00:00,2026-05-07T00:00:00,
4900024398,2026,2026-08-04T00:00:00,2026-08-04T00:00:00,
4900024399,2024,2024-10-25T00:00:00,2024-10-25T00:00:00,
4900024400,2024,2024-11-05T00:00:00,2024-11-05T00:00:00,
4900024401,2024,2024-10-15T00:00:00,2024-10-15T00:00:00,
4900024402,2024,2024-11-24T00:00:00,2024-11-24T00:00:00,
4900024403,2024,2024-12-01T00:00:00,2024-12-01T00:00:00,
4900024404,2025,2025-01-24T00:00:00,2025-01-24T00:00:00,
4900024405,2025,2025-02-18T00:00:00,2025-02-18T00:00:00,
4900024406,2025,2025-05-05T00:00:00,2025-05-05T00:00:00,4500007630
4900024407,2025,2025-06-28T00:00:00,2025-06-28T00:00:00,
4900024408,2025,2025-07-04T00:00:00,2025-07-04T00:00:00,
4900024409,2025,2025-09-26T00:00:00,2025-09-26T00:00:00,4500007631
4900024410,2025,2025-10-21T00:00:00,2025-10-21T00:00:00,
4900024411,2025,2025-12-08T00:00:00,2025-12-08T00:00:00,
4900024412,2026,2026-01-17T00:00:00,2026-01-17T00:00:00,
4900024413,2026,2026-02-20T00:00:00,2026-02-20T00:00:00,
4900024414,2026,2026-04-20T00:00:00,2026-04-20T00:00:00,
4900024415,2026,2026-06-02T00:00:00,2026-06-02T00:00:00,
4900024416,2024,2024-10-08T00:00:00,2024-10-08T00:00:00,
4900024417,2024,2024-11-07T00:00:00,2024-11-07T00:00:00,4500007632
4900024418,2024,2024-11-18T00:00:00,2024-11-18T00:00:00,
4900024419,2025,2025-01-01T00:00:00,2025-01-01T00:00:00,4500007633
4900024420,2025,2025-01-18T00:00:00,2025-01-18T00:00:00,
4900024421,2025,2025-03-01T00:00:00,2025-03-01T00:00:00,4500007634
4900024422,2025,2025-04-11T00:00:00,2025-04-11T00:00:00,
4900024423,2025,2025-05-18T00:00:00,2025-05-18T00:00:00,
4900024424,2025,2025-06-24T00:00:00,2025-06-24T00:00:00,
4900024425,2025,2025-08-05T00:00:00,2025-08-05T00:00:00,4500007636
4900024426,2026,2026-01-20T00:00:00,2026-01-20T00:00:00,
4900024427,2024,2024-09-01T00:00:00,2024-09-01T00:00:00,
4900024428,2025,2025-01-04T00:00:00,2025-01-04T00:00:00,4500007637
4900024429,2025,2025-01-24T00:00:00,2025-01-24T00:00:00,
4900024430,2025,2025-03-14T00:00:00,2025-03-14T00:00:00,
4900024431,2025,2025-08-20T00:00:00,2025-08-20T00:00:00,
4900024432,2025,2025-09-02T00:00:00,2025-09-02T00:00:00,
4900024433,2025,2025-10-06T00:00:00,2025-10-06T00:00:00,
4900024434,2025,2025-11-10T00:00:00,2025-11-10T00:00:00,
4900024435,2026,2026-01-11T00:00:00,2026-01-11T00:00:00,4500007638
4900024436,2026,2026-02-12T00:00:00,2026-02-12T00:00:00,
4900024437,2026,2026-03-23T00:00:00,2026-03-23T00:00:00,
4900024438,2026,2026-05-23T00:00:00,2026-05-23T00:00:00,
4900024439,2026,2026-08-04T00:00:00,2026-08-04T00:00:00,4500007639
4900024440,2024,2024-10-21T00:00:00,2024-10-21T00:00:00,
4900024441,2024,2024-12-02T00:00:00,2024-12-02T00:00:00,
4900024442,2025,2025-01-23T00:00:00,2025-01-23T00:00:00,
4900024443,2025,2025-02-11T00:00:00,2025-02-11T00:00:00,4500007640
4900024444,2025,2025-03-30T00:00:00,2025-03-30T00:00:00,
4900024445,2025,2025-04-05T00:00:00,2025-04-05T00:00:00,
4900024446,2025,2025-05-31T00:00:00,2025-05-31T00:00:00,
4900024447,2025,2025-06-08T00:00:00,2025-06-08T00:00:00,4500007641
4900024448,2025,2025-07-22T00:00:00,2025-07-22T00:00:00,
4900024449,2025,2025-08-31T00:00:00,2025-08-31T00:00:00,
4900024450,2025,2025-10-13T00:00:00,2025-10-13T00:00:00,
4900024451,2025,2025-12-04T00:00:00,2025-12-04T00:00:00,
4900024452,2026,2026-01-14T00:00:00,2026-01-14T00:00:00,
4900024453,2026,2026-02-19T00:00:00,2026-02-19T00:00:00,
4900024454,2026,2026-02-24T00:00:00,2026-02-24T00:00:00,4500007642
4900024455,2026,2026-06-04T00:00:00,2026-06-04T00:00:00,
4900024456,2026,2026-07-06T00:00:00,2026-07-06T00:00:00,4500007643
4900024457,2026,2026-07-10T00:00:00,2026-07-10T00:00:00,
4900024458,2024,2024-09-22T00:00:00,2024-09-22T00:00:00,
4900024459,2024,2024-11-10T00:00:00,2024-11-10T00:00:00,
4900024460,2024,2024-11-24T00:00:00,2024-11-24T00:00:00,4500007645
4900024461,2024,2024-12-02T00:00:00,2024-12-02T00:00:00,
4900024462,2025,2025-01-10T00:00:00,2025-01-10T00:00:00,
4900024463,2025,2025-03-03T00:00:00,2025-03-03T00:00:00,4500007646
4900024464,2025,2025-06-15T00:00:00,2025-06-15T00:00:00,
4900024465,2025,2025-07-07T00:00:00,2025-07-07T00:00:00,
4900024466,2025,2025-09-10T00:00:00,2025-09-10T00:00:00,
4900024467,2025,2025-11-29T00:00:00,2025-11-29T00:00:00,
4900024468,2025,2025-12-05T00:00:00,2025-12-05T00:00:00,4500007647
4900024469,2025,2025-12-07T00:00:00,2025-12-07T00:00:00,
4900024470,2026,2026-01-20T00:00:00,2026-01-20T00:00:00,
4900024471,2026,2026-03-01T00:00:00,2026-03-01T00:00:00,
4900024472,2026,2026-04-24T00:00:00,2026-04-24T00:00:00,4500007648
4900024473,2026,2026-08-15T00:00:00,2026-08-15T00:00:00,
4900024474,2024,2024-11-21T00:00:00,2024-11-21T00:00:00,
4900024475,2025,2025-03-18T00:00:00,2025-03-18T00:00:00,4500007650
4900024476,2025,2025-04-12T00:00:00,2025-04-12T00:00:00,
4900024477,2025,2025-05-02T00:00:00,2025-05-02T00:00:00,
4900024478,2025,2025-06-18T00:00:00,2025-06-18T00:00:00,
4900024479,2025,2025-09-19T00:00:00,2025-09-19T00:00:00,
4900024480,2025,2025-10-29T00:00:00,2025-10-29T00:00:00,
4900024481,2026,2026-01-09T00:00:00,2026-01-09T00:00:00,4500007655
4900024482,2026,2026-04-20T00:00:00,2026-04-20T00:00:00,
4900024483,2026,2026-06-29T00:00:00,2026-06-29T00:00:00,
4900024484,2026,2026-07-24T00:00:00,2026-07-24T00:00:00,
4900024485,2024,2024-09-15T00:00:00,2024-09-15T00:00:00,
4900024486,2024,2024-09-30T00:00:00,2024-09-30T00:00:00,
4900024487,2024,2024-09-17T00:00:00,2024-09-17T00:00:00,
4900024488,2024,2024-10-23T00:00:00,2024-10-23T00:00:00,
4900024489,2024,2024-11-08T00:00:00,2024-11-08T00:00:00,4500007657
4900024490,2024,2024-11-17T00:00:00,2024-11-17T00:00:00,
4900024491,2024,2024-12-18T00:00:00,2024-12-18T00:00:00,
4900024492,2025,2025-01-07T00:00:00,2025-01-07T00:00:00,
4900024493,2025,2025-02-18T00:00:00,2025-02-18T00:00:00,
4900024494,2025,2025-03-24T00:00:00,2025-03-24T00:00:00,
4900024495,2025,2025-04-11T00:00:00,2025-04-11T00:00:00,
4900024496,2025,2025-05-19T00:00:00,2025-05-19T00:00:00,
4900024497,2025,2025-06-08T00:00:00,2025-06-08T00:00:00,4500007658
4900024498,2025,2025-06-30T00:00:00,2025-06-30T00:00:00,
4900024499,2025,2025-07-28T00:00:00,2025-07-28T00:00:00,
4900024500,2025,2025-08-11T00:00:00,2025-08-11T00:00:00,
4900024501,2025,2025-09-09T00:00:00,2025-09-09T00:00:00,
4900024502,2025,2025-10-27T00:00:00,2025-10-27T00:00:00,
4900024503,2025,2025-11-28T00:00:00,2025-11-28T00:00:00,
4900024504,2025,2025-12-19T00:00:00,2025-12-19T00:00:00,
4900024505,2026,2026-01-18T00:00:00,2026-01-18T00:00:00,
4900024506,2026,2026-02-01T00:00:00,2026-02-01T00:00:00,
4900024507,2026,2026-02-08T00:00:00,2026-02-08T00:00:00,4500007659
4900024508,2026,2026-03-16T00:00:00,2026-03-16T00:00:00,
4900024509,2026,2026-04-25T00:00:00,2026-04-25T00:00:00,
4900024510,2026,2026-05-24T00:00:00,2026-05-24T00:00:00,
4900024511,2026,2026-06-27T00:00:00,2026-06-27T00:00:00,
4900024512,2026,2026-07-20T00:00:00,2026-07-20T00:00:00,
4900024513,2026,2026-08-29T00:00:00,2026-08-29T00:00:00,
4900024514,2024,2024-09-20T00:00:00,2024-09-20T00:00:00,
4900024515,2024,2024-10-05T00:00:00,2024-10-05T00:00:00,
4900024516,2024,2024-11-16T00:00:00,2024-11-16T00:00:00,4500007660
4900024517,2024,2024-11-27T00:00:00,2024-11-27T00:00:00,
4900024518,2024,2024-12-29T00:00:00,2024-12-29T00:00:00,
4900024519,2025,2025-01-09T00:00:00,2025-01-09T00:00:00,
4900024520,2025,2025-02-27T00:00:00,2025-02-27T00:00:00,
4900024521,2025,2025-03-04T00:00:00,2025-03-04T00:00:00,4500007661
4900024522,2025,2025-03-21T00:00:00,2025-03-21T00:00:00,
4900024523,2025,2025-04-01T00:00:00,2025-04-01T00:00:00,
4900024524,2025,2025-05-11T00:00:00,2025-05-11T00:00:00,
4900024525,2025,2025-06-17T00:00:00,2025-06-17T00:00:00,
4900024526,2025,2025-07-26T00:00:00,2025-07-26T00:00:00,
4900024527,2025,2025-08-08T00:00:00,2025-08-08T00:00:00,
4900024528,2025,2025-09-21T00:00:00,2025-09-21T00:00:00,
4900024529,2025,2025-10-05T00:00:00,2025-10-05T00:00:00,4500007663
4900024530,2025,2025-10-22T00:00:00,2025-10-22T00:00:00,
4900024531,2025,2025-11-19T00:00:00,2025-11-19T00:00:00,
4900024532,2025,2025-12-20T00:00:00,2025-12-20T00:00:00,
4900024533,2026,2026-01-17T00:00:00,2026-01-17T00:00:00,
4900024534,2026,2026-02-09T00:00:00,2026-02-09T00:00:00,
4900024535,2026,2026-03-15T00:00:00,2026-03-15T00:00:00,4500007664
4900024536,2026,2026-04-08T00:00:00,2026-04-08T00:00:00,
4900024537,2026,2026-05-19T00:00:00,2026-05-19T00:00:00,
4900024538,2026,2026-06-21T00:00:00,2026-06-21T00:00:00,
4900024539,2026,2026-07-30T00:00:00,2026-07-30T00:00:00,
4900024540,2026,2026-08-15T00:00:00,2026-08-15T00:00:00,
4900024541,2024,2024-09-17T00:00:00,2024-09-17T00:00:00,
4900024542,2024,2024-10-11T00:00:00,2024-10-11T00:00:00,
4900024543,2024,2024-11-17T00:00:00,2024-11-17T00:00:00,4500007666
4900024544,2024,2024-11-26T00:00:00,2024-11-26T00:00:00,
4900024545,2024,2024-12-15T00:00:00,2024-12-15T00:00:00,
4900024546,2025,2025-01-20T00:00:00,2025-01-20T00:00:00,
4900024547,2025,2025-02-16T00:00:00,2025-02-16T00:00:00,
4900024548,2025,2025-03-15T00:00:00,2025-03-15T00:00:00,
4900024549,2025,2025-04-29T00:00:00,2025-04-29T00:00:00,
4900024550,2025,2025-05-14T00:00:00,2025-05-14T00:00:00,4500007669
4900024551,2025,2025-05-29T00:00:00,2025-05-29T00:00:00,
4900024552,2025,2025-06-10T00:00:00,2025-06-10T00:00:00,
4900024553,2025,2025-07-02T00:00:00,2025-07-02T00:00:00,
4900024554,2025,2025-08-11T00:00:00,2025-08-11T00:00:00,
4900024555,2025,2025-09-06T00:00:00,2025-09-06T00:00:00,4500007670
4900024556,2025,2025-09-30T00:00:00,2025-09-30T00:00:00,
4900024557,2025,2025-10-24T00:00:00,2025-10-24T00:00:00,
4900024558,2025,2025-11-01T00:00:00,2025-11-01T00:00:00,
4900024559,2025,2025-12-04T00:00:00,2025-12-04T00:00:00,
4900024560,2026,2026-01-02T00:00:00,2026-01-02T00:00:00,4500007671
4900024561,2026,2026-01-22T00:00:00,2026-01-22T00:00:00,
4900024562,2026,2026-02-19T00:00:00,2026-02-19T00:00:00,
4900024563,2026,2026-03-12T00:00:00,2026-03-12T00:00:00,
4900024564,2026,2026-03-29T00:00:00,2026-03-29T00:00:00,4500007672
4900024565,2026,2026-04-16T00:00:00,2026-04-16T00:00:00,
4900024566,2026,2026-05-09T00:00:00,2026-05-09T00:00:00,
4900024567,2026,2026-06-12T00:00:00,2026-06-12T00:00:00,4500007673
4900024568,2026,2026-06-18T00:00:00,2026-06-18T00:00:00,
4900024569,2026,2026-07-31T00:00:00,2026-07-31T00:00:00,
4900024570,2026,2026-08-12T00:00:00,2026-08-12T00:00:00,
4900024571,2026,2026-08-23T00:00:00,2026-08-23T00:00:00,4500007674
4900024572,2024,2024-09-06T00:00:00,2024-09-06T00:00:00,
4900024573,2024,2024-10-01T00:00:00,2024-10-01T00:00:00,
4900024574,2024,2024-11-01T00:00:00,2024-11-01T00:00:00,4500007675
4900024575,2024,2024-11-22T00:00:00,2024-11-22T00:00:00,
4900024576,2024,2024-12-02T00:00:00,2024-12-02T00:00:00,
4900024577,2025,2025-01-25T00:00:00,2025-01-25T00:00:00,
4900024578,2025,2025-02-18T00:00:00,2025-02-18T00:00:00,
4900024579,2025,2025-03-02T00:00:00,2025-03-02T00:00:00,
4900024580,2025,2025-03-31T00:00:00,2025-03-31T00:00:00,4500007676
4900024581,2025,2025-04-21T00:00:00,2025-04-21T00:00:00,
4900024582,2025,2025-05-20T00:00:00,2025-05-20T00:00:00,
4900024583,2025,2025-06-19T00:00:00,2025-06-19T00:00:00,
4900024584,2025,2025-07-21T00:00:00,2025-07-21T00:00:00,4500007677
4900024585,2025,2025-07-28T00:00:00,2025-07-28T00:00:00,
4900024586,2025,2025-08-16T00:00:00,2025-08-16T00:00:00,
4900024587,2025,2025-09-01T00:00:00,2025-09-01T00:00:00,
4900024588,2025,2025-09-26T00:00:00,2025-09-26T00:00:00,4500007678
4900024589,2025,2025-10-12T00:00:00,2025-10-12T00:00:00,
4900024590,2025,2025-10-17T00:00:00,2025-10-17T00:00:00,4500007679
4900024591,2025,2025-11-25T00:00:00,2025-11-25T00:00:00,
4900024592,2025,2025-12-01T00:00:00,2025-12-01T00:00:00,
4900024593,2025,2025-12-15T00:00:00,2025-12-15T00:00:00,4500007680
4900024594,2026,2026-01-17T00:00:00,2026-01-17T00:00:00,
4900024595,2026,2026-02-10T00:00:00,2026-02-10T00:00:00,
4900024596,2026,2026-03-07T00:00:00,2026-03-07T00:00:00,
4900024597,2026,2026-04-27T00:00:00,2026-04-27T00:00:00,
4900024598,2026,2026-05-26T00:00:00,2026-05-26T00:00:00,
4900024599,2026,2026-06-01T00:00:00,2026-06-01T00:00:00,
4900024600,2026,2026-06-25T00:00:00,2026-06-25T00:00:00,4500007681
4900024601,2026,2026-07-16T00:00:00,2026-07-16T00:00:00,
4900024602,2026,2026-08-25T00:00:00,2026-08-25T00:00:00,
4900024603,2024,2024-11-24T00:00:00,2024-11-24T00:00:00,
4900024604,2025,2025-01-03T00:00:00,2025-01-03T00:00:00,4500007684
4900024605,2025,2025-02-25T00:00:00,2025-02-25T00:00:00,
4900024606,2025,2025-05-21T00:00:00,2025-05-21T00:00:00,
4900024607,2025,2025-06-20T00:00:00,2025-06-20T00:00:00,
4900024608,2025,2025-09-13T00:00:00,2025-09-13T00:00:00,
4900024609,2025,2025-10-28T00:00:00,2025-10-28T00:00:00,4500007685
4900024610,2026,2026-01-08T00:00:00,2026-01-08T00:00:00,
4900024611,2026,2026-05-13T00:00:00,2026-05-13T00:00:00,
4900024612,2026,2026-06-05T00:00:00,2026-06-05T00:00:00,
4900024613,2026,2026-07-09T00:00:00,2026-07-09T00:00:00,
4900024614,2026,2026-08-13T00:00:00,2026-08-13T00:00:00,
4900024615,2026,2026-08-20T00:00:00,2026-08-20T00:00:00,4500007686
4900024616,2024,2024-09-06T00:00:00,2024-09-06T00:00:00,
4900024617,2024,2024-10-18T00:00:00,2024-10-18T00:00:00,
4900024618,2024,2024-11-23T00:00:00,2024-11-23T00:00:00,
4900024619,2024,2024-12-08T00:00:00,2024-12-08T00:00:00,
4900024620,2025,2025-01-18T00:00:00,2025-01-18T00:00:00,
4900024621,2025,2025-02-19T00:00:00,2025-02-19T00:00:00,
4900024622,2025,2025-03-03T00:00:00,2025-03-03T00:00:00,
4900024623,2025,2025-03-25T00:00:00,2025-03-25T00:00:00,4500007689
4900024624,2025,2025-04-02T00:00:00,2025-04-02T00:00:00,
4900024625,2025,2025-05-28T00:00:00,2025-05-28T00:00:00,
4900024626,2025,2025-06-03T00:00:00,2025-06-03T00:00:00,
4900024627,2025,2025-07-01T00:00:00,2025-07-01T00:00:00,
4900024628,2025,2025-07-30T00:00:00,2025-07-30T00:00:00,4500007690
4900024629,2025,2025-08-08T00:00:00,2025-08-08T00:00:00,
4900024630,2025,2025-09-17T00:00:00,2025-09-17T00:00:00,
4900024631,2025,2025-10-24T00:00:00,2025-10-24T00:00:00,
4900024632,2025,2025-11-23T00:00:00,2025-11-23T00:00:00,
4900024633,2025,2025-12-04T00:00:00,2025-12-04T00:00:00,
4900024634,2026,2026-01-01T00:00:00,2026-01-01T00:00:00,
4900024635,2026,2026-02-04T00:00:00,2026-02-04T00:00:00,
4900024636,2026,2026-03-20T00:00:00,2026-03-20T00:00:00,
4900024637,2026,2026-04-03T00:00:00,2026-04-03T00:00:00,
4900024638,2026,2026-05-27T00:00:00,2026-05-27T00:00:00,
4900024639,2026,2026-06-09T00:00:00,2026-06-09T00:00:00,
4900024640,2026,2026-07-29T00:00:00,2026-07-29T00:00:00,
4900024641,2026,2026-08-03T00:00:00,2026-08-03T00:00:00,4500007691
4900024642,2026,2026-09-07T00:00:00,2026-09-07T00:00:00,
4900024643,2024,2024-11-09T00:00:00,2024-11-09T00:00:00,
4900024644,2024,2024-11-23T00:00:00,2024-11-23T00:00:00,4500007694
4900024645,2025,2025-01-04T00:00:00,2025-01-04T00:00:00,
4900024646,2025,2025-02-09T00:00:00,2025-02-09T00:00:00,4500007695
4900024647,2025,2025-03-05T00:00:00,2025-03-05T00:00:00,
4900024648,2025,2025-04-11T00:00:00,2025-04-11T00:00:00,
4900024649,2025,2025-06-15T00:00:00,2025-06-15T00:00:00,4500007696
4900024650,2025,2025-09-24T00:00:00,2025-09-24T00:00:00,
4900024651,2025,2025-10-18T00:00:00,2025-10-18T00:00:00,
4900024652,2025,2025-11-22T00:00:00,2025-11-22T00:00:00,
4900024653,2025,2025-11-25T00:00:00,2025-11-25T00:00:00,4500007697
4900024654,2025,2025-12-28T00:00:00,2025-12-28T00:00:00,
4900024655,2026,2026-01-01T00:00:00,2026-01-01T00:00:00,4500007698
4900024656,2026,2026-03-14T00:00:00,2026-03-14T00:00:00,
4900024657,2026,2026-07-27T00:00:00,2026-07-27T00:00:00,
4900024658,2026,2026-09-01T00:00:00,2026-09-01T00:00:00,4500007699
4900024659,2024,2024-09-03T00:00:00,2024-09-03T00:00:00,
4900024660,2024,2024-10-24T00:00:00,2024-10-24T00:00:00,
4900024661,2024,2024-11-27T00:00:00,2024-11-27T00:00:00,
4900024662,2024,2024-12-03T00:00:00,2024-12-03T00:00:00,
4900024663,2025,2025-01-08T00:00:00,2025-01-08T00:00:00,4500007700
4900024664,2025,2025-03-19T00:00:00,2025-03-19T00:00:00,
4900024665,2025,2025-05-19T00:00:00,2025-05-19T00:00:00,4500007702
4900024666,2025,2025-07-05T00:00:00,2025-07-05T00:00:00,
4900024667,2025,2025-08-05T00:00:00,2025-08-05T00:00:00,
4900024668,2025,2025-09-28T00:00:00,2025-09-28T00:00:00,
4900024669,2025,2025-12-02T00:00:00,2025-12-02T00:00:00,4500007703
4900024670,2025,2025-12-23T00:00:00,2025-12-23T00:00:00,
4900024671,2026,2026-01-13T00:00:00,2026-01-13T00:00:00,
4900024672,2026,2026-05-19T00:00:00,2026-05-19T00:00:00,4500007704
4900024673,2026,2026-06-21T00:00:00,2026-06-21T00:00:00,
4900024674,2024,2024-12-15T00:00:00,2024-12-15T00:00:00,
4900024675,2025,2025-07-02T00:00:00,2025-07-02T00:00:00,4500007706
4900024676,2025,2025-08-17T00:00:00,2025-08-17T00:00:00,
4900024677,2025,2025-12-20T00:00:00,2025-12-20T00:00:00,
4900024678,2026,2026-01-18T00:00:00,2026-01-18T00:00:00,
4900024679,2026,2026-03-25T00:00:00,2026-03-25T00:00:00,
4900024680,2026,2026-05-16T00:00:00,2026-05-16T00:00:00,
4900024681,2026,2026-07-19T00:00:00,2026-07-19T00:00:00,4500007708
4900024682,2026,2026-07-20T00:00:00,2026-07-20T00:00:00,
4900024683,2024,2024-09-22T00:00:00,2024-09-22T00:00:00,
4900024684,2024,2024-10-01T00:00:00,2024-10-01T00:00:00,
4900024685,2024,2024-11-01T00:00:00,2024-11-01T00:00:00,4500007711
4900024686,2024,2024-11-10T00:00:00,2024-11-10T00:00:00,4500007712
4900024687,2025,2025-01-11T00:00:00,2025-01-11T00:00:00,
4900024688,2025,2025-02-08T00:00:00,2025-02-08T00:00:00,
4900024689,2025,2025-05-18T00:00:00,2025-05-18T00:00:00,
4900024690,2025,2025-11-29T00:00:00,2025-11-29T00:00:00,
4900024691,2025,2025-12-26T00:00:00,2025-12-26T00:00:00,
4900024692,2026,2026-01-08T00:00:00,2026-01-08T00:00:00,4500007713
4900024693,2026,2026-05-27T00:00:00,2026-05-27T00:00:00,
4900024694,2026,2026-06-23T00:00:00,2026-06-23T00:00:00,
4900024695,2026,2026-07-01T00:00:00,2026-07-01T00:00:00,
