Ebeln,Bsart,Aedat,Lifnr,Ekorg,Ekgrp,Waers
4500007449,AN,2025-01-06T00:00:00,0001000012,Z100,Z01,ZAR
4500007450,AN,2025-05-08T00:00:00,0001000012,Z100,Z03,ZAR
4500007451,ZDOM,2025-06-07T00:00:00,0001000012,Z100,Z01,ZAR
4500007452,ZDOM,2026-05-12T00:00:00,0001000012,Z100,Z01,ZAR
4500007453,AN,2026-08-15T00:00:00,0001000012,Z100,Z03,ZAR
4500007454,WK,2024-09-11T00:00:00,0001000012,Z100,Z02,ZAR
4500007455,AN,2025-05-14T00:00:00,0001000012,Z100,Z03,ZAR
4500007456,WK,2026-02-04T00:00:00,0001000012,Z100,Z01,ZAR
4500007457,WK,2026-03-03T00:00:00,0001000012,Z100,Z03,ZAR
4500007458,ZDOM,2024-09-24T00:00:00,0001000046,Z100,Z03,ZAR
4500007459,ZDOM,2024-12-02T00:00:00,0001000046,Z100,Z02,ZAR
4500007460,WK,2024-12-21T00:00:00,0001000046,Z100,Z03,ZAR
4500007461,AN,2025-12-06T00:00:00,0001000046,Z100,Z01,ZAR
4500007462,WK,2026-03-22T00:00:00,0001000046,Z100,Z01,ZAR
4500007463,ZDOM,2026-07-30T00:00:00,0001000046,Z100,Z01,ZAR
4500007464,WK,2026-08-28T00:00:00,0001000046,Z100,Z02,ZAR
4500007465,ZDOM,2024-10-14T00:00:00,0001000046,Z100,Z03,ZAR
4500007466,AN,2025-10-21T00:00:00,0001000046,Z100,Z03,ZAR
4500007467,AN,2026-02-06T00:00:00,0001000046,Z100,Z02,ZAR
4500007468,AN,2026-02-16T00:00:00,0001000046,Z100,Z02,ZAR
4500007469,AN,2024-10-01T00:00:00,0001000030,Z100,Z03,ZAR
4500007470,WK,2025-02-23T00:00:00,0001000030,Z100,Z03,ZAR
4500007471,AN,2025-06-29T00:00:00,0001000030,Z100,Z03,ZAR
4500007472,WK,2026-04-07T00:00:00,0001000030,Z100,Z02,ZAR
4500007473,WK,2026-06-15T00:00:00,0001000030,Z100,Z01,ZAR
4500007474,AN,2026-07-12T00:00:00,0001000030,Z100,Z01,ZAR
4500007475,ZDOM,2024-09-21T00:00:00,0001000030,Z100,Z02,ZAR
4500007476,AN,2025-01-24T00:00:00,0001000030,Z100,Z02,ZAR
4500007477,AN,2025-06-19T00:00:00,0001000030,Z100,Z01,ZAR
4500007478,AN,2025-11-08T00:00:00,0001000030,Z100,Z03,ZAR
4500007479,WK,2025-12-20T00:00:00,0001000030,Z100,Z03,ZAR
4500007480,WK,2026-07-20T00:00:00,0001000030,Z100,Z01,ZAR
4500007481,ZDOM,2024-09-20T00:00:00,0001000053,Z100,Z03,ZAR
4500007482,WK,2025-03-28T00:00:00,0001000053,Z100,Z02,ZAR
4500007483,AN,2025-09-03T00:00:00,0001000053,Z100,Z03,ZAR
4500007484,ZDOM,2026-06-24T00:00:00,0001000053,Z100,Z03,ZAR
4500007485,ZDOM,2024-12-20T00:00:00,0001000053,Z100,Z02,ZAR
4500007486,AN,2025-07-08T00:00:00,0001000053,Z100,Z02,ZAR
4500007487,AN,2025-11-12T00:00:00,0001000053,Z100,Z01,ZAR
4500007488,AN,2026-06-12T00:00:00,0001000053,Z100,Z02,ZAR
4500007489,WK,2025-06-30T00:00:00,0001000017,Z100,Z01,ZAR
4500007490,WK,2025-08-10T00:00:00,0001000017,Z100,Z03,ZAR
4500007491,WK,2025-12-19T00:00:00,0001000017,Z100,Z03,ZAR
4500007492,ZDOM,2026-01-18T00:00:00,0001000017,Z100,Z01,ZAR
4500007493,WK,2026-02-16T00:00:00,0001000017,Z100,Z02,ZAR
4500007494,WK,2025-04-12T00:00:00,0001000054,Z100,Z02,ZAR
4500007495,ZDOM,2025-10-10T00:00:00,0001000054,Z100,Z02,ZAR
4500007496,AN,2025-11-22T00:00:00,0001000054,Z100,Z03,ZAR
4500007497,ZDOM,2026-03-28T00:00:00,0001000054,Z100,Z03,ZAR
4500007498,WK,2026-09-07T00:00:00,0001000054,Z100,Z01,ZAR
4500007499,ZDOM,2024-09-05T00:00:00,0001000054,Z100,Z02,ZAR
4500007500,ZDOM,2024-11-03T00:00:00,0001000054,Z100,Z03,ZAR
4500007501,WK,2025-03-10T00:00:00,0001000054,Z100,Z02,ZAR
4500007502,WK,2025-05-01T00:00:00,0001000054,Z100,Z02,ZAR
4500007503,WK,2025-05-09T00:00:00,0001000054,Z100,Z02,ZAR
4500007504,AN,2025-08-14T00:00:00,0001000054,Z100,Z02,ZAR
4500007505,ZDOM,2025-10-12T00:00:00,0001000054,Z100,Z03,ZAR
4500007506,WK,2026-07-01T00:00:00,0001000054,Z100,Z01,ZAR
4500007507,ZDOM,2026-08-26T00:00:00,0001000054,Z100,Z03,ZAR
4500007508,AN,2024-10-01T00:00:00,0001000050,Z100,Z03,ZAR
4500007509,AN,2025-07-26T00:00:00,0001000050,Z100,Z02,ZAR
4500007510,AN,2026-01-18T00:00:00,0001000050,Z100,Z03,ZAR
4500007511,AN,2026-02-21T00:00:00,0001000050,Z100,Z02,ZAR
4500007512,AN,2024-09-25T00:00:00,0001000011,Z100,Z03,ZAR
4500007513,ZDOM,2025-04-01T00:00:00,0001000011,Z100,Z01,ZAR
4500007514,WK,2025-07-10T00:00:00,0001000011,Z100,Z01,ZAR
4500007515,WK,2025-09-03T00:00:00,0001000011,Z100,Z02,ZAR
4500007516,ZDOM,2025-09-24T00:00:00,0001000011,Z100,Z03,ZAR
4500007517,AN,2025-11-03T00:00:00,0001000011,Z100,Z03,ZAR
4500007518,ZDOM,2026-05-10T00:00:00,0001000011,Z100,Z02,ZAR
4500007519,ZDOM,2025-02-12T00:00:00,0001000012,Z100,Z01,ZAR
4500007520,AN,2025-05-13T00:00:00,0001000012,Z100,Z02,ZAR
4500007521,AN,2025-12-05T00:00:00,0001000012,Z100,Z03,ZAR
4500007522,ZDOM,2026-07-30T00:00:00,0001000012,Z100,Z02,ZAR
4500007523,ZDOM,2026-08-18T00:00:00,0001000012,Z100,Z02,ZAR
4500007524,WK,2024-10-18T00:00:00,0001000046,Z100,Z03,ZAR
4500007525,ZDOM,2025-02-08T00:00:00,0001000046,Z100,Z03,ZAR
4500007526,ZDOM,2025-06-01T00:00:00,0001000046,Z100,Z03,ZAR
4500007527,ZDOM,2025-07-27T00:00:00,0001000046,Z100,Z03,ZAR
4500007528,WK,2025-09-25T00:00:00,0001000046,Z100,Z03,ZAR
4500007529,WK,2025-12-26T00:00:00,0001000046,Z100,Z02,ZAR
4500007530,WK,2026-03-26T00:00:00,0001000046,Z100,Z03,ZAR
4500007531,AN,2026-04-30T00:00:00,0001000046,Z100,Z01,ZAR
4500007532,WK,2026-05-07T00:00:00,0001000046,Z100,Z03,ZAR
4500007533,WK,2024-10-25T00:00:00,0001000046,Z100,Z03,ZAR
4500007534,WK,2025-02-04T00:00:00,0001000046,Z100,Z01,ZAR
4500007535,AN,2025-03-26T00:00:00,0001000046,Z100,Z03,ZAR
4500007536,ZDOM,2025-05-05T00:00:00,0001000046,Z100,Z03,ZAR
4500007537,AN,2025-08-15T00:00:00,0001000046,Z100,Z02,ZAR
4500007538,WK,2025-11-19T00:00:00,0001000046,Z100,Z03,ZAR
4500007539,AN,2026-03-17T00:00:00,0001000046,Z100,Z03,ZAR
4500007540,AN,2026-04-27T00:00:00,0001000046,Z100,Z01,ZAR
4500007541,ZDOM,2026-06-21T00:00:00,0001000046,Z100,Z02,ZAR
4500007542,AN,2025-04-26T00:00:00,0001000004,Z100,Z03,ZAR
4500007543,AN,2025-09-08T00:00:00,0001000004,Z100,Z01,ZAR
4500007544,AN,2025-10-24T00:00:00,0001000004,Z100,Z03,ZAR
4500007545,AN,2024-09-10T00:00:00,0001000004,Z100,Z02,ZAR
4500007546,ZDOM,2025-04-04T00:00:00,0001000004,Z100,Z01,ZAR
4500007547,AN,2025-08-05T00:00:00,0001000004,Z100,Z01,ZAR
4500007548,WK,2026-04-10T00:00:00,0001000004,Z100,Z03,ZAR
4500007549,WK,2024-09-16T00:00:00,0001000007,Z100,Z01,ZAR
4500007550,WK,2025-05-20T00:00:00,0001000007,Z100,Z01,ZAR
4500007551,WK,2025-06-25T00:00:00,0001000007,Z100,Z03,ZAR
4500007552,ZDOM,2026-03-31T00:00:00,0001000007,Z100,Z01,ZAR
4500007553,WK,2024-09-30T00:00:00,0001000055,Z100,Z01,ZAR
4500007554,AN,2024-12-19T00:00:00,0001000055,Z100,Z03,ZAR
4500007555,WK,2025-07-06T00:00:00,0001000055,Z100,Z02,ZAR
4500007556,AN,2025-09-11T00:00:00,0001000055,Z100,Z03,ZAR
4500007557,WK,2026-04-09T00:00:00,0001000055,Z100,Z03,ZAR
4500007558,AN,2026-07-31T00:00:00,0001000055,Z100,Z03,ZAR
4500007559,ZDOM,2026-02-16T00:00:00,0001000058,Z100,Z03,ZAR
4500007560,ZDOM,2026-09-07T00:00:00,0001000058,Z100,Z02,ZAR
4500007561,ZDOM,2024-09-22T00:00:00,0001000047,Z100,Z03,ZAR
4500007562,AN,2025-02-02T00:00:00,0001000047,Z100,Z03,ZAR
4500007563,WK,2025-09-14T00:00:00,0001000047,Z100,Z02,ZAR
4500007564,AN,2026-03-16T00:00:00,0001000047,Z100,Z03,ZAR
4500007565,ZDOM,2024-09-29T00:00:00,0001000041,Z100,Z02,ZAR
4500007566,WK,2024-12-18T00:00:00,0001000041,Z100,Z02,ZAR
4500007567,AN,2025-03-14T00:00:00,0001000041,Z100,Z03,ZAR
4500007568,WK,2025-04-10T00:00:00,0001000041,Z100,Z03,ZAR
4500007569,WK,2025-07-18T00:00:00,0001000041,Z100,Z01,ZAR
4500007570,WK,2026-05-26T00:00:00,0001000041,Z100,Z02,ZAR
4500007571,ZDOM,2024-10-07T00:00:00,0001000010,Z100,Z02,ZAR
4500007572,ZDOM,2025-02-12T00:00:00,0001000010,Z100,Z03,ZAR
4500007573,AN,2025-06-22T00:00:00,0001000010,Z100,Z02,ZAR
4500007574,ZDOM,2026-05-18T00:00:00,0001000010,Z100,Z02,ZAR
4500007575,ZDOM,2026-08-21T00:00:00,0001000010,Z100,Z01,ZAR
4500007576,WK,2026-08-11T00:00:00,0001000018,Z100,Z02,ZAR
4500007577,ZDOM,2025-10-25T00:00:00,0001000018,Z100,Z02,ZAR
4500007578,ZDOM,2025-12-28T00:00:00,0001000018,Z100,Z01,ZAR
4500007579,ZDOM,2026-04-18T00:00:00,0001000018,Z100,Z03,ZAR
4500007580,AN,2026-06-20T00:00:00,0001000018,Z100,Z01,ZAR
4500007581,AN,2026-07-21T00:00:00,0001000018,Z100,Z02,ZAR
4500007582,WK,2024-12-21T00:00:00,0001000056,Z100,Z01,ZAR
4500007583,ZDOM,2025-04-30T00:00:00,0001000056,Z100,Z01,ZAR
4500007584,WK,2026-01-22T00:00:00,0001000056,Z100,Z02,ZAR
4500007585,AN,2026-08-22T00:00:00,0001000056,Z100,Z03,ZAR
4500007586,AN,2024-11-22T00:00:00,0001000026,Z100,Z02,ZAR
4500007587,AN,2025-06-11T00:00:00,0001000026,Z100,Z02,ZAR
4500007588,ZDOM,2026-01-09T00:00:00,0001000026,Z100,Z02,ZAR
4500007589,WK,2026-09-05T00:00:00,0001000026,Z100,Z03,ZAR
4500007590,ZDOM,2024-09-05T00:00:00,0001000013,Z100,Z01,ZAR
4500007591,WK,2025-06-04T00:00:00,0001000013,Z100,Z01,ZAR
4500007592,AN,2025-10-12T00:00:00,0001000013,Z100,Z03,ZAR
4500007593,WK,2025-12-03T00:00:00,0001000013,Z100,Z01,ZAR
4500007594,ZDOM,2024-11-27T00:00:00,0001000044,Z100,Z03,ZAR
4500007595,WK,2025-12-04T00:00:00,0001000044,Z100,Z03,ZAR
4500007596,WK,2024-09-25T00:00:00,0001000044,Z100,Z02,ZAR
4500007597,ZDOM,2025-05-05T00:00:00,0001000044,Z100,Z01,ZAR
4500007598,AN,2024-09-22T00:00:00,0001000028,Z100,Z03,ZAR
4500007599,ZDOM,2024-10-25T00:00:00,0001000028,Z100,Z03,ZAR
4500007600,AN,2026-01-02T00:00:00,0001000028,Z100,Z03,ZAR
4500007601,ZDOM,2026-04-20T00:00:00,0001000028,Z100,Z02,ZAR
4500007602,ZDOM,2026-06-18T00:00:00,0001000028,Z100,Z01,ZAR
4500007603,ZDOM,2024-10-26T00:00:00,0001000042,Z100,Z02,ZAR
4500007604,WK,2025-05-17T00:00:00,0001000042,Z100,Z03,ZAR
4500007605,AN,2025-11-19T00:00:00,0001000042,Z100,Z02,ZAR
4500007606,AN,2026-06-22T00:00:00,0001000042,Z100,Z02,ZAR
4500007607,WK,2024-11-16T00:00:00,0001000042,Z100,Z03,ZAR
4500007608,WK,2025-05-24T00:00:00,0001000042,Z100,Z01,ZAR
4500007609,AN,2025-12-14T00:00:00,0001000042,Z100,Z03,ZAR
4500007610,WK,2026-01-29T00:00:00,0001000042,Z100,Z03,ZAR
4500007611,ZDOM,2026-08-13T00:00:00,0001000042,Z100,Z03,ZAR
4500007612,ZDOM,2024-09-29T00:00:00,0001000030,Z100,Z01,ZAR
4500007613,ZDOM,2025-01-13T00:00:00,0001000030,Z100,Z01,ZAR
4500007614,ZDOM,2025-05-19T00:00:00,0001000030,Z100,Z03,ZAR
4500007615,AN,2025-10-24T00:00:00,0001000030,Z100,Z02,ZAR
4500007616,ZDOM,2026-01-01T00:00:00,0001000030,Z100,Z02,ZAR
4500007617,AN,2026-05-05T00:00:00,0001000030,Z100,Z03,ZAR
4500007618,ZDOM,2024-12-11T00:00:00,0001000030,Z100,Z02,ZAR
4500007619,WK,2025-05-21T00:00:00,0001000030,Z100,Z03,ZAR
4500007620,ZDOM,2025-09-08T00:00:00,0001000030,Z100,Z01,ZAR
4500007621,ZDOM,2025-11-07T00:00:00,0001000030,Z100,Z01,ZAR
4500007622,ZDOM,2025-11-14T00:00:00,0001000030,Z100,Z03,ZAR
4500007623,ZDOM,2025-12-15T00:00:00,0001000030,Z100,Z01,ZAR
4500007624,AN,2026-04-17T00:00:00,0001000030,Z100,Z01,ZAR
4500007625,AN,2026-08-26T00:00:00,0001000030,Z100,Z02,ZAR
4500007626,WK,2024-11-20T00:00:00,0001000025,Z100,Z02,ZAR
4500007627,ZDOM,2025-03-23T00:00:00,0001000025,Z100,Z01,ZAR
4500007628,AN,2025-05-05T00:00:00,0001000025,Z100,Z03,ZAR
4500007629,WK,2025-06-16T00:00:00,0001000025,Z100,Z01,ZAR
4500007630,WK,2024-09-13T00:00:00,0001000058,Z100,Z02,ZAR
4500007631,ZDOM,2025-02-02T00:00:00,0001000058,Z100,Z02,ZAR
4500007632,AN,2024-10-01T00:00:00,0001000039,Z100,Z01,ZAR
4500007633,ZDOM,2024-11-25T00:00:00,0001000039,Z100,Z02,ZAR
4500007634,WK,2025-01-24T00:00:00,0001000039,Z100,Z01,ZAR
4500007635,ZDOM,2025-05-19T00:00:00,0001000039,Z100,Z03,ZAR
4500007636,WK,2025-06-29T00:00:00,0001000039,Z100,Z01,ZAR
4500007637,AN,2024-09-05T00:00:00,0001000031,Z100,Z01,ZAR
4500007638,ZDOM,2025-09-08T00:00:00,0001000031,Z100,Z01,ZAR
4500007639,AN,2026-04-03T00:00:00,0001000031,Z100,Z01,ZAR
4500007640,WK,2024-10-06T00:00:00,0001000037,Z100,Z02,ZAR
4500007641,ZDOM,2025-01-31T00:00:00,0001000037,Z100,Z03,ZAR
4500007642,WK,2025-10-21T00:00:00,0001000037,Z100,Z02,ZAR
4500007643,WK,2026-02-26T00:00:00,0001000037,Z100,Z02,ZAR
4500007644,AN,2024-09-30T00:00:00,0001000059,Z100,Z01,ZAR
4500007645,AN,2024-10-11T00:00:00,0001000059,Z100,Z03,ZAR
4500007646,AN,2025-01-17T00:00:00,0001000059,Z100,Z02,ZAR
4500007647,WK,2025-09-12T00:00:00,0001000059,Z100,Z02,ZAR
4500007648,ZDOM,2026-03-13T00:00:00,0001000059,Z100,Z01,ZAR
4500007649,WK,2024-11-26T00:00:00,0001000059,Z100,Z02,ZAR
4500007650,WK,2024-12-28T00:00:00,0001000059,Z100,Z01,ZAR
4500007651,ZDOM,2025-06-21T00:00:00,0001000059,Z100,Z03,ZAR
4500007652,AN,2025-08-04T00:00:00,0001000059,Z100,Z02,ZAR
4500007653,WK,2025-08-19T00:00:00,0001000059,Z100,Z02,ZAR
4500007654,ZDOM,2025-10-01T00:00:00,0001000059,Z100,Z01,ZAR
4500007655,WK,2025-11-02T00:00:00,0001000059,Z100,Z01,ZAR
4500007656,ZDOM,2026-07-31T00:00:00,0001000059,Z100,Z02,ZAR
4500007657,ZDOM,2024-09-22T00:00:00,0001000043,Z100,Z01,ZAR
4500007658,ZDOM,2025-04-21T00:00:00,0001000043,Z100,Z03,ZAR
4500007659,ZDOM,2025-12-21T00:00:00,0001000043,Z100,Z01,ZAR
4500007660,ZDOM,2024-10-01T00:00:00,0001000043,Z100,Z01,ZAR
4500007661,AN,2025-01-14T00:00:00,0001000043,Z100,Z03,ZAR
4500007662,ZDOM,2025-07-27T00:00:00,0001000043,Z100,Z01,ZAR
4500007663,WK,2025-08-17T00:00:00,0001000043,Z100,Z02,ZAR
4500007664,WK,2026-01-26T00:00:00,0001000043,Z100,Z03,ZAR
4500007665,WK,2026-08-23T00:00:00,0001000043,Z100,Z03,ZAR
4500007666,ZDOM,2024-09-21T00:00:00,0001000027,Z100,Z02,ZAR
4500007667,WK,2025-01-21T00:00:00,0001000027,Z100,Z01,ZAR
4500007668,WK,2025-02-17T00:00:00,0001000027,Z100,Z01,ZAR
4500007669,AN,2025-03-18T00:00:00,0001000027,Z100,Z01,ZAR
4500007670,AN,2025-07-13T00:00:00,0001000027,Z100,Z03,ZAR
4500007671,AN,2025-11-04T00:00:00,0001000027,Z100,Z01,ZAR
4500007672,ZDOM,2026-02-02T00:00:00,0001000027,Z100,Z02,ZAR
4500007673,WK,2026-04-17T00:00:00,0001000027,Z100,Z02,ZAR
4500007674,AN,2026-06-27T00:00:00,0001000027,Z100,Z03,ZAR
4500007675,AN,2024-09-07T00:00:00,0001000027,Z100,Z02,ZAR
4500007676,AN,2025-02-01T00:00:00,0001000027,Z100,Z01,ZAR
4500007677,ZDOM,2025-04-25T00:00:00,0001000027,Z100,Z01,ZAR
4500007678,ZDOM,2025-08-02T00:00:00,0001000027,Z100,Z03,ZAR
4500007679,ZDOM,2025-08-21T00:00:00,0001000027,Z100,Z01,ZAR
4500007680,WK,2025-10-17T00:00:00,0001000027,Z100,Z02,ZAR
4500007681,AN,2026-04-29T00:00:00,0001000027,Z100,Z02,ZAR
4500007682,WK,2026-07-26T00:00:00,0001000027,Z100,Z01,ZAR
4500007683,AN,2026-08-30T00:00:00,0001000027,Z100,Z02,ZAR
4500007684,ZDOM,2024-11-29T00:00:00,0001000040,Z100,Z01,ZAR
4500007685,AN,2025-09-22T00:00:00,0001000040,Z100,Z03,ZAR
4500007686,WK,2026-07-16T00:00:00,0001000040,Z100,Z02,ZAR
4500007687,ZDOM,2024-09-14T00:00:00,0001000001,Z100,Z01,ZAR
4500007688,ZDOM,2024-10-19T00:00:00,0001000001,Z100,Z02,ZAR
4500007689,AN,2024-11-25T00:00:00,0001000001,Z100,Z02,ZAR
4500007690,AN,2025-03-12T00:00:00,0001000001,Z100,Z03,ZAR
4500007691,ZDOM,2026-03-31T00:00:00,0001000001,Z100,Z02,ZAR
4500007692,ZDOM,2026-06-02T00:00:00,0001000001,Z100,Z03,ZAR
4500007693,ZDOM,2024-09-21T00:00:00,0001000043,Z100,Z02,ZAR
4500007694,ZDOM,2024-10-25T00:00:00,0001000043,Z100,Z03,ZAR
4500007695,ZDOM,2025-01-12T00:00:00,0001000043,Z100,Z02,ZAR
4500007696,ZDOM,2025-04-17T00:00:00,0001000043,Z100,Z02,ZAR
4500007697,AN,2025-10-28T00:00:00,0001000043,Z100,Z02,ZAR
4500007698,ZDOM,2025-12-03T00:00:00,0001000043,Z100,Z01,ZAR
4500007699,AN,2026-08-02T00:00:00,0001000043,Z100,Z03,ZAR
4500007700,AN,2024-09-10T00:00:00,0001000018,Z100,Z03,ZAR
4500007701,AN,2024-12-07T00:00:00,0001000018,Z100,Z02,ZAR
4500007702,WK,2025-01-21T00:00:00,0001000018,Z100,Z03,ZAR
4500007703,WK,2025-08-06T00:00:00,0001000018,Z100,Z01,ZAR
4500007704,WK,2025-12-27T00:00:00,0001000018,Z100,Z02,ZAR
4500007705,ZDOM,2026-06-22T00:00:00,0001000018,Z100,Z03,ZAR
4500007706,ZDOM,2024-12-24T00:00:00,0001000018,Z100,Z01,ZAR
4500007707,ZDOM,2025-12-29T00:00:00,0001000018,Z100,Z01,ZAR
4500007708,ZDOM,2026-01-29T00:00:00,0001000018,Z100,Z03,ZAR
4500007709,WK,2026-05-24T00:00:00,0001000018,Z100,Z03,ZAR
4500007710,ZDOM,2026-06-21T00:00:00,0001000018,Z100,Z01,ZAR
4500007711,AN,2024-09-24T00:00:00,0001000041,Z100,Z01,ZAR
4500007712,ZDOM,2024-10-05T00:00:00,0001000041,Z100,Z03,ZAR
4500007713,ZDOM,2025-12-03T00:00:00,0001000041,Z100,Z02,ZAR
4500007714,ZDOM,2026-06-08T00:00:00,0001000041,Z100,Z01,ZAR
4500007715,WK,2026-07-08T00:00:00,0001000041,Z100,Z01,ZAR
4500007716,ZDOM,2024-09-23T00:00:00,0001000038,Z100,Z03,ZAR
4500007717,ZDOM,2025-01-25T00:00:00,0001000038,Z100,Z01,ZAR
4500007718,WK,2026-05-18T00:00:00,0001000038,Z100,Z03,ZAR
4500007719,ZDOM,2024-10-03T00:00:00,0001000038,Z100,Z02,ZAR
4500007720,AN,2025-11-11T00:00:00,0001000038,Z100,Z03,ZAR
4500007721,WK,2024-10-25T00:00:00,0001000050,Z100,Z03,ZAR
4500007722,ZDOM,2026-08-15T00:00:00,0001000050,Z100,Z03,ZAR
4500007723,WK,2024-10-14T00:00:00,0001000041,Z100,Z02,ZAR
4500007724,AN,2025-08-02T00:00:00,0001000041,Z100,Z03,ZAR
4500007725,ZDOM,2024-11-29T00:00:00,0001000030,Z100,Z01,ZAR
4500007726,AN,2025-05-29T00:00:00,0001000030,Z100,Z02,ZAR
4500007727,AN,2025-08-05T00:00:00,0001000030,Z100,Z03,ZAR
4500007728,AN,2025-08-22T00:00:00,0001000030,Z100,Z03,ZAR
4500007729,ZDOM,2025-09-09T00:00:00,0001000030,Z100,Z02,ZAR
4500007730,WK,2026-01-04T00:00:00,0001000030,Z100,Z02,ZAR
4500007731,WK,2026-04-18T00:00:00,0001000030,Z100,Z03,ZAR
4500007732,AN,2026-06-19T00:00:00,0001000030,Z100,Z03,ZAR
4500007733,AN,2024-12-29T00:00:00,0001000029,Z100,Z03,ZAR
4500007734,AN,2025-01-29T00:00:00,0001000029,Z100,Z02,ZAR
4500007735,WK,2025-04-03T00:00:00,0001000029,Z100,Z02,ZAR
4500007736,ZDOM,2025-05-28T00:00:00,0001000029,Z100,Z03,ZAR
4500007737,ZDOM,2025-08-31T00:00:00,0001000029,Z100,Z02,ZAR
4500007738,ZDOM,2025-09-15T00:00:00,0001000029,Z100,Z03,ZAR
4500007739,WK,2026-01-24T00:00:00,0001000029,Z100,Z03,ZAR
4500007740,AN,2026-02-23T00:00:00,0001000029,Z100,Z01,ZAR
4500007741,AN,2026-02-20T00:00:00,0001000041,Z100,Z03,ZAR
4500007742,ZDOM,2026-03-24T00:00:00,0001000041,Z100,Z02,ZAR
4500007743,AN,2026-05-06T00:00:00,0001000041,Z100,Z03,ZAR
4500007744,AN,2024-09-09T00:00:00,0001000004,Z100,Z01,ZAR
4500007745,ZDOM,2025-04-07T00:00:00,0001000004,Z100,Z01,ZAR
4500007746,AN,2026-05-23T00:00:00,0001000004,Z100,Z03,ZAR
4500007747,AN,2024-09-29T00:00:00,0001000004,Z100,Z01,ZAR
4500007748,ZDOM,2025-03-25T00:00:00,0001000004,Z100,Z01,ZAR
4500007749,AN,2025-09-21T00:00:00,0001000004,Z100,Z02,ZAR
4500007750,WK,2025-10-26T00:00:00,0001000004,Z100,Z01,ZAR
4500007751,AN,2025-11-27T00:00:00,0001000004,Z100,Z03,ZAR
4500007752,ZDOM,2026-04-14T00:00:00,0001000004,Z100,Z03,ZAR
4500007753,AN,2026-06-02T00:00:00,0001000004,Z100,Z01,ZAR
4500007754,WK,2025-07-16T00:00:00,0001000033,Z100,Z02,ZAR
4500007755,AN,2025-11-25T00:00:00,0001000033,Z100,Z02,ZAR
4500007756,ZDOM,2026-05-01T00:00:00,0001000033,Z100,Z03,ZAR
4500007757,WK,2025-09-02T00:00:00,0001000033,Z100,Z01,ZAR
4500007758,ZDOM,2026-08-16T00:00:00,0001000033,Z100,Z03,ZAR
4500007759,AN,2024-10-26T00:00:00,0001000015,Z100,Z03,ZAR
4500007760,WK,2025-01-22T00:00:00,0001000015,Z100,Z01,ZAR
4500007761,AN,2025-07-06T00:00:00,0001000015,Z100,Z01,ZAR
4500007762,WK,2026-03-01T00:00:00,0001000015,Z100,Z01,ZAR
4500007763,AN,2026-08-22T00:00:00,0001000015,Z100,Z03,ZAR
4500007764,AN,2025-01-03T00:00:00,0001000039,Z100,Z02,ZAR
4500007765,ZDOM,2025-07-13T00:00:00,0001000039,Z100,Z03,ZAR
4500007766,WK,2025-11-23T00:00:00,0001000039,Z100,Z01,ZAR
4500007767,AN,2026-02-26T00:00:00,0001000039,Z100,Z01,ZAR
4500007768,AN,2026-08-05T00:00:00,0001000039,Z100,Z03,ZAR
4500007769,ZDOM,2024-11-27T00:00:00,0001000037,Z100,Z01,ZAR
4500007770,ZDOM,2025-01-16T00:00:00,0001000037,Z100,Z01,ZAR
4500007771,ZDOM,2025-06-01T00:00:00,0001000037,Z100,Z02,ZAR
4500007772,ZDOM,2025-11-20T00:00:00,0001000037,Z100,Z01,ZAR
4500007773,WK,2026-05-01T00:00:00,0001000037,Z100,Z01,ZAR
4500007774,WK,2026-06-30T00:00:00,0001000037,Z100,Z01,ZAR
4500007775,AN,2026-07-25T00:00:00,0001000037,Z100,Z01,ZAR
4500007776,ZDOM,2024-10-06T00:00:00,0001000025,Z100,Z01,ZAR
4500007777,ZDOM,2025-06-05T00:00:00,0001000025,Z100,Z03,ZAR
4500007778,ZDOM,2025-12-13T00:00:00,0001000025,Z100,Z03,ZAR
4500007779,WK,2026-01-09T00:00:00,0001000025,Z100,Z03,ZAR
4500007780,ZDOM,2026-06-20T00:00:00,0001000025,Z100,Z01,ZAR
4500007781,ZDOM,2024-12-02T00:00:00,0001000037,Z100,Z03,ZAR
4500007782,WK,2025-06-22T00:00:00,0001000037,Z100,Z03,ZAR
4500007783,AN,2026-02-02T00:00:00,0001000037,Z100,Z02,ZAR
4500007784,WK,2026-08-16T00:00:00,0001000037,Z100,Z03,ZAR
4500007785,AN,2026-06-19T00:00:00,0001000043,Z100,Z02,ZAR
4500007786,ZDOM,2026-07-20T00:00:00,0001000043,Z100,Z03,ZAR
4500007787,WK,2024-10-24T00:00:00,0001000028,Z100,Z02,ZAR
4500007788,ZDOM,2025-06-13T00:00:00,0001000028,Z100,Z03,ZAR
4500007789,AN,2025-11-21T00:00:00,0001000028,Z100,Z03,ZAR
4500007790,AN,2026-01-20T00:00:00,0001000028,Z100,Z01,ZAR
4500007791,ZDOM,2026-04-17T00:00:00,0001000028,Z100,Z02,ZAR
4500007792,ZDOM,2025-02-11T00:00:00,0001000028,Z100,Z03,ZAR
4500007793,ZDOM,2025-06-25T00:00:00,0001000028,Z100,Z02,ZAR
4500007794,WK,2025-08-09T00:00:00,0001000028,Z100,Z01,ZAR
4500007795,ZDOM,2024-11-27T00:00:00,0001000057,Z100,Z01,ZAR
4500007796,AN,2025-07-30T00:00:00,0001000057,Z100,Z03,ZAR
