Matnr,Werks,Lgort,Labst,Insme,Speme,Lgpbe
000000000090000038,3000,SP03,11.000,0.000,0.000,A-23-4
000000000090000038,4000,SP04,6.000,0.000,0.000,C-14-6
000000000080000155,2000,SP02,11.000,0.000,0.000,B-19-2
000000000080000155,3000,SP03,4.000,0.000,0.000,E-07-2
000000000010000689,4000,SP04,16.000,0.000,0.000,A-22-2
000000000010000689,1000,SP01,36.000,0.000,0.000,A-18-1
000000000010000690,4000,SP04,2.000,0.000,0.000,B-01-5
000000000010000691,1000,SP01,3.000,0.000,0.000,B-20-2
000000000080000156,3000,SP03,9.000,0.000,0.000,B-11-4
000000000010000692,4000,SP04,0.000,0.000,0.000,C-11-1
000000000010000692,3000,SP03,0.000,0.000,0.000,A-13-4
000000000010000693,1000,SP01,67.000,0.000,0.000,C-19-2
000000000010000694,1000,SP01,4.000,0.000,0.000,E-20-6
000000000010000695,2000,SP02,0.000,0.000,0.000,E-23-5
000000000010000695,4000,SP04,0.000,0.000,0.000,C-24-6
000000000010000696,3000,SP03,0.000,0.000,0.000,A-17-4
000000000030000158,3000,SP03,0.000,0.000,0.000,A-09-1
000000000030000158,1000,SP01,0.000,0.000,0.000,A-17-6
000000000010000697,3000,SP03,0.000,0.000,0.000,A-11-6
000000000010000697,4000,SP04,0.000,0.000,0.000,D-11-3
000000000010000698,3000,SP03,116.000,0.000,0.000,A-20-5
000000000010000698,1000,SP01,182.000,0.000,0.000,D-15-5
000000000080000157,2000,SP02,0.000,0.000,0.000,D-22-5
000000000010000699,4000,SP04,115.000,0.000,0.000,D-12-5
000000000010000700,4000,SP04,6.000,0.000,0.000,A-23-2
000000000010000701,3000,SP03,7.000,0.000,0.000,D-03-2
000000000010000701,2000,SP02,13.000,0.000,0.000,E-04-1
000000000030000159,1000,SP01,2.000,0.000,0.000,C-16-4
000000000010000702,3000,SP03,0.000,0.000,0.000,B-03-1
000000000010000703,3000,SP03,0.000,0.000,0.000,C-10-5
000000000010000704,1000,SP01,39.000,0.000,0.000,E-02-3
000000000010000705,1000,SP01,3.000,0.000,0.000,D-14-5
000000000010000705,4000,SP04,2.000,0.000,0.000,A-24-5
000000000010000706,3000,SP03,10.000,0.000,0.000,C-10-3
000000000010000707,4000,SP04,11.000,0.000,0.000,A-03-2
000000000010000707,2000,SP02,89.000,0.000,0.000,E-19-5
000000000010000708,4000,SP04,3.000,0.000,0.000,E-24-2
000000000010000709,4000,SP04,4.000,0.000,0.000,C-04-6
000000000010000709,3000,SP03,8.000,0.000,0.000,D-15-2
000000000010000710,4000,SP04,0.000,0.000,0.000,E-09-2
000000000010000711,2000,SP02,9.000,0.000,0.000,A-09-5
000000000080000158,1000,SP01,5.000,1.000,0.000,B-18-6
000000000080000159,1000,SP01,7.000,0.000,0.000,D-05-5
000000000010000712,1000,SP01,82.000,0.000,0.000,C-12-3
000000000010000713,2000,SP02,277.000,0.000,0.000,A-07-3
000000000030000160,4000,SP04,3.000,0.000,0.000,A-12-6
000000000030000161,3000,SP03,0.000,0.000,0.000,A-10-6
000000000030000162,2000,SP02,4.000,0.000,0.000,E-20-6
000000000010000714,2000,SP02,65.000,0.000,0.000,C-09-4
000000000030000163,3000,SP03,0.000,0.000,0.000,E-01-6
000000000080000160,4000,SP04,5.000,0.000,0.000,C-02-6
000000000030000164,4000,SP04,0.000,0.000,0.000,B-10-5
000000000010000715,4000,SP04,4.000,0.000,0.000,E-04-2
000000000010000716,3000,SP03,6.000,0.000,0.000,E-15-1
000000000010000717,1000,SP01,0.000,0.000,0.000,D-23-6
000000000030000165,1000,SP01,0.000,0.000,0.000,E-17-3
000000000010000718,3000,SP03,35.000,0.000,0.000,D-18-5
000000000010000718,2000,SP02,17.000,0.000,0.000,D-15-1
000000000080000161,3000,SP03,15.000,0.000,0.000,C-01-5
000000000010000719,1000,SP01,2.000,0.000,0.000,E-23-1
000000000030000166,1000,SP01,4.000,0.000,0.000,C-17-1
000000000010000720,1000,SP01,16.000,0.000,0.000,B-08-2
000000000010000721,1000,SP01,39.000,0.000,0.000,A-18-3
000000000010000721,2000,SP02,62.000,0.000,0.000,E-20-3
000000000010000722,2000,SP02,33.000,0.000,0.000,A-19-2
000000000030000167,2000,SP02,3.000,0.000,0.000,D-14-5
000000000010000723,1000,SP01,0.000,0.000,0.000,E-08-4
000000000010000723,3000,SP03,0.000,0.000,0.000,A-05-5
000000000010000724,1000,SP01,0.000,0.000,0.000,B-18-4
000000000010000725,4000,SP04,1.000,0.000,0.000,E-22-1
000000000010000726,3000,SP03,6.000,0.000,0.000,B-05-5
000000000080000162,3000,SP03,3.000,0.000,0.000,B-02-5
000000000010000727,3000,SP03,4.000,0.000,0.000,D-06-3
000000000010000728,1000,SP01,9.000,0.000,0.000,A-07-4
000000000010000729,2000,SP02,13.000,0.000,0.000,A-22-6
000000000010000730,2000,SP02,0.000,0.000,0.000,D-18-4
000000000010000730,3000,SP03,0.000,0.000,0.000,A-19-3
000000000010000731,1000,SP01,0.000,0.000,0.000,A-05-4
000000000010000732,3000,SP03,0.000,0.000,0.000,D-24-1
000000000010000733,3000,SP03,1.000,0.000,0.000,C-17-6
000000000010000733,2000,SP02,3.000,0.000,0.000,C-21-6
000000000030000168,4000,SP04,0.000,0.000,0.000,C-10-2
000000000080000163,2000,SP02,7.000,0.000,0.000,B-03-6
000000000080000163,1000,SP01,2.000,0.000,0.000,C-19-3
000000000090000039,4000,SP04,14.000,0.000,0.000,C-15-3
000000000080000164,1000,SP01,3.000,0.000,0.000,E-22-1
000000000080000164,4000,SP04,6.000,0.000,0.000,E-09-2
000000000010000734,4000,SP04,0.000,0.000,0.000,E-19-4
000000000010000735,3000,SP03,4.000,0.000,0.000,E-19-4
000000000090000040,2000,SP02,24.000,0.000,0.000,D-20-3
000000000030000169,3000,SP03,0.000,0.000,0.000,B-01-4
000000000030000170,4000,SP04,3.000,0.000,0.000,A-22-2
000000000010000736,2000,SP02,8.000,0.000,0.000,C-13-1
000000000010000737,3000,SP03,130.000,0.000,0.000,E-07-2
000000000010000738,3000,SP03,0.000,0.000,0.000,C-23-5
000000000010000738,2000,SP02,0.000,0.000,0.000,A-20-2
000000000010000739,3000,SP03,6.000,0.000,0.000,A-11-6
000000000010000740,2000,SP02,65.000,0.000,0.000,A-07-4
000000000010000741,4000,SP04,17.000,0.000,0.000,D-01-2
000000000030000171,4000,SP04,2.000,0.000,0.000,A-21-4
000000000010000742,2000,SP02,2.000,0.000,0.000,D-16-1
000000000080000165,2000,SP02,13.000,0.000,0.000,C-12-2
000000000010000743,4000,SP04,10.000,0.000,0.000,A-07-2
000000000010000743,2000,SP02,11.000,0.000,0.000,C-17-5
000000000010000744,3000,SP03,2.000,0.000,0.000,D-16-1
000000000030000172,2000,SP02,3.000,0.000,0.000,D-16-3
000000000010000745,4000,SP04,2.000,0.000,0.000,B-08-3
000000000010000745,3000,SP03,2.000,0.000,0.000,A-04-1
000000000010000746,3000,SP03,1.000,0.000,0.000,B-23-4
000000000030000173,4000,SP04,10.000,0.000,0.000,E-01-4
000000000080000166,2000,SP02,10.000,0.000,0.000,A-09-5
000000000080000166,3000,SP03,10.000,0.000,0.000,E-23-6
000000000080000167,4000,SP04,3.000,0.000,0.000,D-04-4
000000000010000747,1000,SP01,0.000,0.000,0.000,A-04-5
000000000010000747,3000,SP03,0.000,0.000,0.000,B-02-5
000000000030000174,1000,SP01,0.000,0.000,0.000,A-22-5
000000000030000174,2000,SP02,4.000,0.000,0.000,D-03-6
000000000010000748,4000,SP04,19.000,0.000,0.000,A-21-6
000000000010000749,1000,SP01,0.000,0.000,0.000,E-02-4
000000000010000750,1000,SP01,4.000,0.000,0.000,B-11-3
000000000080000168,2000,SP02,1.000,0.000,0.000,C-14-5
000000000080000169,2000,SP02,15.000,0.000,0.000,D-12-1
000000000080000170,3000,SP03,0.000,0.000,0.000,D-14-6
000000000010000751,2000,SP02,3.000,0.000,0.000,D-20-3
000000000010000752,1000,SP01,7.000,0.000,0.000,C-16-2
000000000010000753,3000,SP03,16.000,0.000,0.000,C-22-3
000000000080000171,4000,SP04,13.000,0.000,0.000,B-21-3
000000000080000171,1000,SP01,17.000,0.000,0.000,C-12-6
000000000010000754,1000,SP01,0.000,0.000,0.000,E-14-1
000000000010000755,3000,SP03,7.000,0.000,0.000,C-05-2
000000000010000756,2000,SP02,0.000,0.000,0.000,B-11-4
000000000010000756,4000,SP04,8.000,0.000,0.000,E-09-5
000000000080000172,2000,SP02,29.000,0.000,0.000,C-16-5
000000000010000757,1000,SP01,6.000,0.000,0.000,E-04-3
000000000010000757,4000,SP04,4.000,0.000,0.000,E-05-5
000000000030000175,3000,SP03,0.000,0.000,0.000,E-22-2
000000000030000175,1000,SP01,6.000,0.000,0.000,C-22-2
000000000010000758,4000,SP04,9.000,0.000,0.000,E-20-5
000000000010000759,1000,SP01,3.000,0.000,0.000,D-16-5
000000000080000173,4000,SP04,3.000,0.000,0.000,D-20-5
000000000080000173,2000,SP02,8.000,0.000,0.000,A-20-6
000000000010000760,4000,SP04,7.000,0.000,0.000,E-21-6
000000000010000760,2000,SP02,3.000,0.000,0.000,A-20-6
000000000010000761,4000,SP04,7.000,0.000,0.000,E-16-1
000000000010000761,1000,SP01,7.000,0.000,0.000,E-18-2
000000000010000762,2000,SP02,11.000,0.000,0.000,C-01-4
000000000080000174,1000,SP01,3.000,0.000,0.000,B-08-4
000000000010000763,1000,SP01,5.000,0.000,0.000,A-05-4
000000000010000763,3000,SP03,3.000,0.000,0.000,B-21-5
000000000030000176,3000,SP03,2.000,0.000,0.000,D-07-6
000000000090000041,2000,SP02,9.000,0.000,0.000,E-06-4
000000000010000764,1000,SP01,12.000,0.000,0.000,E-07-6
000000000010000764,4000,SP04,95.000,0.000,0.000,E-21-5
000000000080000175,3000,SP03,1.000,0.000,0.000,C-17-1
000000000080000175,2000,SP02,3.000,0.000,0.000,D-09-6
000000000010000765,2000,SP02,8.000,0.000,0.000,B-12-2
000000000010000766,2000,SP02,9.000,0.000,0.000,B-06-2
000000000010000766,3000,SP03,1.000,0.000,0.000,E-12-2
000000000010000767,1000,SP01,190.000,0.000,0.000,A-18-3
000000000010000768,3000,SP03,90.000,0.000,0.000,B-13-4
000000000030000177,2000,SP02,4.000,0.000,0.000,B-19-3
000000000010000769,1000,SP01,0.000,0.000,0.000,D-21-5
000000000080000176,1000,SP01,2.000,0.000,0.000,C-19-2
000000000010000770,2000,SP02,61.000,0.000,0.000,C-18-2
000000000010000771,1000,SP01,5.000,0.000,0.000,D-03-3
000000000080000177,4000,SP04,12.000,1.000,0.000,C-07-1
000000000080000177,1000,SP01,10.000,0.000,0.000,E-15-4
000000000010000772,3000,SP03,2.000,0.000,0.000,A-22-4
000000000080000178,1000,SP01,5.000,0.000,0.000,D-20-3
000000000010000773,1000,SP01,0.000,0.000,0.000,E-05-6
000000000010000774,2000,SP02,4.000,0.000,0.000,E-07-2
000000000010000774,3000,SP03,14.000,0.000,0.000,E-19-3
000000000010000775,3000,SP03,40.000,0.000,0.000,C-03-3
000000000010000775,1000,SP01,31.000,0.000,0.000,E-21-6
000000000030000178,3000,SP03,6.000,0.000,0.000,E-24-6
000000000030000178,4000,SP04,5.000,0.000,0.000,B-11-1
000000000010000776,4000,SP04,12.000,0.000,0.000,A-14-3
000000000010000776,2000,SP02,141.000,0.000,0.000,A-10-6
000000000010000777,2000,SP02,125.000,0.000,0.000,B-05-1
000000000010000778,4000,SP04,11.000,0.000,0.000,D-20-3
000000000010000779,2000,SP02,0.000,0.000,0.000,B-10-6
000000000080000179,1000,SP01,3.000,0.000,0.000,B-03-5
000000000080000179,4000,SP04,7.000,0.000,0.000,B-13-6
000000000010000780,3000,SP03,1.000,0.000,0.000,E-21-2
000000000010000781,2000,SP02,23.000,0.000,0.000,E-08-5
000000000030000179,1000,SP01,4.000,0.000,0.000,D-15-1
000000000010000782,3000,SP03,64.000,0.000,0.000,B-22-2
000000000010000783,1000,SP01,13.000,0.000,0.000,E-19-3
000000000010000784,4000,SP04,11.000,0.000,0.000,D-11-5
000000000010000785,4000,SP04,3.000,0.000,0.000,E-10-2
000000000030000180,4000,SP04,1.000,0.000,0.000,D-10-1
000000000030000180,1000,SP01,0.000,0.000,0.000,B-03-5
000000000080000180,3000,SP03,8.000,0.000,0.000,C-06-4
000000000080000180,1000,SP01,16.000,0.000,0.000,C-07-6
000000000010000786,1000,SP01,12.000,0.000,0.000,B-02-3
000000000010000787,3000,SP03,0.000,0.000,0.000,D-10-3
000000000010000787,2000,SP02,5.000,0.000,0.000,D-02-2
000000000010000788,4000,SP04,50.000,0.000,0.000,D-03-1
000000000010000789,3000,SP03,1.000,0.000,0.000,E-14-2
000000000010000789,1000,SP01,1.000,0.000,0.000,C-04-6
000000000010000790,2000,SP02,3.000,0.000,0.000,A-02-4
000000000030000181,1000,SP01,0.000,0.000,0.000,B-09-4
000000000010000791,4000,SP04,0.000,0.000,0.000,E-18-2
000000000010000792,2000,SP02,37.000,0.000,0.000,E-09-4
000000000010000793,1000,SP01,0.000,0.000,0.000,D-19-3
000000000080000181,2000,SP02,8.000,0.000,0.000,D-20-3
000000000010000794,3000,SP03,0.000,0.000,0.000,C-13-2
000000000010000795,1000,SP01,4.000,0.000,0.000,B-12-1
000000000010000796,3000,SP03,0.000,0.000,0.000,C-22-2
000000000080000182,3000,SP03,2.000,0.000,0.000,A-12-6
000000000010000797,3000,SP03,151.000,0.000,0.000,D-08-4
000000000010000798,4000,SP04,36.000,0.000,0.000,A-03-4
000000000010000798,2000,SP02,149.000,0.000,0.000,E-18-1
000000000030000182,1000,SP01,4.000,0.000,0.000,B-03-2
000000000030000182,3000,SP03,3.000,0.000,0.000,E-04-6
000000000030000183,4000,SP04,5.000,0.000,0.000,D-06-6
000000000030000183,1000,SP01,1.000,0.000,0.000,B-19-1
000000000030000184,1000,SP01,4.000,0.000,0.000,E-19-5
000000000010000799,1000,SP01,0.000,0.000,0.000,E-11-3
000000000010000800,1000,SP01,0.000,0.000,0.000,A-06-2
000000000080000183,1000,SP01,10.000,0.000,0.000,A-12-2
000000000080000183,3000,SP03,6.000,0.000,0.000,D-23-1
000000000030000185,4000,SP04,3.000,0.000,0.000,A-07-6
000000000030000185,1000,SP01,1.000,0.000,0.000,C-16-6
000000000010000801,3000,SP03,8.000,0.000,0.000,C-09-2
000000000080000184,3000,SP03,15.000,0.000,0.000,A-15-5
000000000010000802,2000,SP02,0.000,0.000,0.000,B-17-3
000000000010000803,1000,SP01,11.000,0.000,0.000,B-09-6
000000000010000804,3000,SP03,5.000,0.000,0.000,C-03-4
000000000010000805,1000,SP01,20.000,0.000,0.000,D-22-5
000000000010000806,2000,SP02,3.000,0.000,0.000,A-16-2
000000000010000807,2000,SP02,4.000,0.000,0.000,D-04-5
000000000010000808,3000,SP03,0.000,0.000,0.000,B-03-1
000000000030000186,2000,SP02,7.000,0.000,0.000,A-03-4
000000000010000809,3000,SP03,13.000,0.000,0.000,D-09-6
000000000030000187,1000,SP01,2.000,0.000,0.000,B-16-2
000000000030000188,4000,SP04,0.000,0.000,0.000,B-04-5
000000000010000810,2000,SP02,0.000,0.000,0.000,A-04-5
000000000030000189,4000,SP04,3.000,0.000,0.000,E-11-6
000000000010000811,4000,SP04,4.000,0.000,0.000,D-10-1
000000000010000811,1000,SP01,1.000,0.000,0.000,D-19-6
000000000010000812,1000,SP01,0.000,0.000,0.000,A-23-6
000000000010000813,3000,SP03,7.000,0.000,0.000,C-10-1
000000000010000813,1000,SP01,5.000,0.000,0.000,E-17-1
000000000010000814,2000,SP02,0.000,0.000,0.000,B-23-6
000000000010000815,3000,SP03,15.000,0.000,0.000,A-14-5
000000000030000190,2000,SP02,1.000,0.000,0.000,C-21-3
000000000030000190,4000,SP04,7.000,0.000,0.000,C-15-4
000000000010000816,3000,SP03,5.000,0.000,0.000,C-17-5
000000000010000817,2000,SP02,13.000,0.000,0.000,D-17-3
000000000080000185,3000,SP03,7.000,0.000,0.000,A-05-5
000000000080000186,4000,SP04,9.000,0.000,0.000,C-16-5
000000000080000186,2000,SP02,5.000,0.000,0.000,B-22-4
000000000010000818,2000,SP02,64.000,0.000,0.000,C-20-4
000000000010000818,4000,SP04,82.000,0.000,0.000,E-04-5
000000000090000042,2000,SP02,37.000,0.000,0.000,B-18-4
000000000010000819,4000,SP04,5.000,0.000,0.000,D-18-6
000000000010000820,3000,SP03,5.000,0.000,0.000,D-03-5
000000000010000821,4000,SP04,0.000,0.000,0.000,C-23-6
000000000010000821,3000,SP03,0.000,0.000,0.000,B-03-6
000000000010000822,1000,SP01,0.000,0.000,0.000,B-07-1
000000000010000822,4000,SP04,0.000,0.000,0.000,B-18-5
000000000080000187,2000,SP02,8.000,0.000,0.000,E-21-2
000000000010000823,4000,SP04,0.000,0.000,0.000,B-24-5
000000000010000824,3000,SP03,2.000,0.000,0.000,A-13-4
000000000030000191,1000,SP01,2.000,0.000,0.000,B-18-3
000000000030000192,2000,SP02,3.000,0.000,0.000,B-09-3
000000000010000825,3000,SP03,0.000,0.000,0.000,C-21-5
000000000010000825,4000,SP04,0.000,0.000,0.000,B-21-4
000000000010000826,2000,SP02,0.000,0.000,0.000,C-22-1
000000000010000826,4000,SP04,0.000,0.000,0.000,B-21-5
000000000010000827,4000,SP04,0.000,0.000,0.000,B-01-5
000000000010000827,1000,SP01,0.000,0.000,0.000,A-01-1
000000000010000828,3000,SP03,16.000,0.000,0.000,C-10-4
000000000010000829,1000,SP01,3.000,0.000,0.000,C-22-5
000000000010000829,4000,SP04,1.000,0.000,0.000,C-21-5
000000000010000830,3000,SP03,3.000,0.000,0.000,D-06-3
000000000010000831,1000,SP01,0.000,0.000,0.000,B-01-6
000000000010000832,2000,SP02,0.000,0.000,0.000,E-09-3
000000000080000188,2000,SP02,14.000,0.000,0.000,A-15-1
000000000010000833,4000,SP04,109.000,0.000,0.000,A-24-1
000000000030000193,1000,SP01,4.000,0.000,0.000,D-24-4
000000000030000193,2000,SP02,7.000,0.000,0.000,C-01-1
000000000010000834,3000,SP03,80.000,0.000,0.000,D-19-4
000000000080000189,3000,SP03,24.000,0.000,0.000,E-08-3
000000000030000194,4000,SP04,2.000,0.000,0.000,E-14-6
000000000010000835,3000,SP03,3.000,0.000,0.000,A-23-6
000000000030000195,3000,SP03,1.000,0.000,0.000,A-18-5
000000000010000836,3000,SP03,0.000,0.000,0.000,E-21-5
000000000030000196,2000,SP02,0.000,0.000,0.000,C-03-2
000000000010000837,3000,SP03,19.000,0.000,0.000,B-13-1
000000000010000838,1000,SP01,20.000,0.000,0.000,A-12-5
000000000090000043,4000,SP04,36.000,0.000,0.000,D-23-3
000000000010000839,2000,SP02,0.000,0.000,0.000,C-17-5
000000000010000840,1000,SP01,1.000,0.000,0.000,E-02-4
000000000010000841,3000,SP03,0.000,0.000,0.000,A-04-4
000000000080000190,4000,SP04,7.000,0.000,0.000,C-07-2
000000000010000842,1000,SP01,0.000,0.000,0.000,A-05-5
000000000010000842,3000,SP03,0.000,0.000,0.000,C-03-1
000000000010000843,4000,SP04,0.000,0.000,0.000,C-09-5
000000000030000197,2000,SP02,1.000,0.000,0.000,E-08-4
000000000030000197,1000,SP01,2.000,0.000,0.000,B-05-1
000000000080000191,1000,SP01,13.000,0.000,0.000,B-04-5
000000000030000198,3000,SP03,4.000,0.000,0.000,D-14-1
000000000030000199,3000,SP03,0.000,0.000,0.000,A-06-2
000000000080000192,1000,SP01,1.000,0.000,0.000,E-01-6
000000000010000844,1000,SP01,126.000,0.000,0.000,E-09-4
000000000030000200,1000,SP01,4.000,0.000,0.000,D-23-5
000000000010000845,3000,SP03,0.000,0.000,0.000,D-22-1
000000000080000193,2000,SP02,9.000,0.000,0.000,A-12-4
000000000010000846,4000,SP04,21.000,0.000,0.000,A-16-6
000000000030000201,4000,SP04,4.000,0.000,0.000,D-16-4
000000000030000201,3000,SP03,1.000,0.000,0.000,B-12-1
000000000010000847,4000,SP04,0.000,0.000,0.000,B-18-6
000000000010000848,3000,SP03,0.000,0.000,0.000,C-14-3
000000000010000849,2000,SP02,13.000,0.000,0.000,C-04-6
000000000030000202,3000,SP03,3.000,0.000,0.000,B-24-3
000000000010000850,3000,SP03,14.000,0.000,0.000,C-02-3
000000000010000851,1000,SP01,53.000,0.000,0.000,E-11-5
000000000010000852,2000,SP02,191.000,0.000,0.000,A-11-2
000000000010000852,3000,SP03,126.000,0.000,0.000,A-06-1
000000000030000203,2000,SP02,3.000,0.000,0.000,D-16-3
000000000030000204,1000,SP01,2.000,0.000,0.000,C-12-1
000000000030000204,3000,SP03,0.000,0.000,0.000,C-01-1
000000000010000853,4000,SP04,16.000,0.000,0.000,B-12-4
000000000010000853,3000,SP03,4.000,0.000,0.000,A-16-4
000000000010000854,3000,SP03,27.000,0.000,0.000,A-03-6
000000000010000855,1000,SP01,96.000,0.000,0.000,A-11-2
000000000010000855,3000,SP03,0.000,0.000,0.000,E-23-3
000000000010000856,3000,SP03,5.000,0.000,0.000,D-07-5
000000000010000857,3000,SP03,142.000,0.000,0.000,A-21-6
000000000010000857,1000,SP01,61.000,0.000,0.000,E-23-5
000000000080000194,4000,SP04,27.000,0.000,0.000,D-13-2
000000000010000858,4000,SP04,0.000,0.000,0.000,B-14-4
000000000010000858,1000,SP01,0.000,0.000,0.000,C-19-6
000000000010000859,2000,SP02,57.000,0.000,0.000,C-18-4
000000000010000860,1000,SP01,0.000,0.000,0.000,C-21-1
000000000010000861,4000,SP04,18.000,0.000,0.000,E-12-1
000000000030000205,3000,SP03,5.000,0.000,0.000,D-16-6
000000000090000044,3000,SP03,28.000,0.000,0.000,D-24-2
000000000010000862,1000,SP01,1.000,0.000,0.000,E-12-6
000000000010000863,3000,SP03,9.000,0.000,0.000,E-02-6
000000000010000864,1000,SP01,35.000,0.000,0.000,D-12-2
000000000010000864,2000,SP02,51.000,0.000,0.000,C-06-3
000000000030000206,1000,SP01,0.000,0.000,0.000,B-09-3
000000000010000865,4000,SP04,154.000,0.000,0.000,B-18-1
000000000010000866,4000,SP04,190.000,0.000,0.000,C-17-4
000000000010000867,4000,SP04,30.000,0.000,0.000,A-14-2
000000000080000195,1000,SP01,8.000,0.000,0.000,A-10-5
000000000030000207,1000,SP01,5.000,0.000,0.000,E-17-6
000000000030000207,3000,SP03,6.000,0.000,0.000,E-01-6
000000000080000196,3000,SP03,7.000,0.000,0.000,D-08-5
000000000080000196,4000,SP04,5.000,0.000,0.000,E-22-2
000000000030000208,1000,SP01,0.000,0.000,0.000,E-24-1
000000000030000209,3000,SP03,1.000,0.000,0.000,D-10-2
000000000080000197,4000,SP04,5.000,0.000,0.000,E-12-6
000000000080000197,3000,SP03,7.000,0.000,0.000,A-15-3
000000000080000198,2000,SP02,0.000,0.000,0.000,D-14-4
000000000030000210,1000,SP01,2.000,0.000,0.000,C-14-5
000000000010000868,3000,SP03,5.000,0.000,0.000,C-11-2
000000000010000869,4000,SP04,5.000,0.000,0.000,A-11-5
000000000010000870,1000,SP01,6.000,0.000,0.000,B-08-1
000000000010000871,4000,SP04,14.000,0.000,0.000,A-20-5
000000000030000211,4000,SP04,0.000,0.000,0.000,C-19-6
000000000010000872,3000,SP03,1.000,0.000,0.000,B-18-3
000000000030000212,2000,SP02,3.000,0.000,0.000,E-15-5
000000000010000873,1000,SP01,0.000,0.000,0.000,A-10-1
000000000080000199,4000,SP04,7.000,0.000,0.000,E-02-3
000000000080000199,1000,SP01,0.000,0.000,0.000,E-02-3
000000000010000874,2000,SP02,0.000,0.000,0.000,B-04-1
000000000010000874,1000,SP01,0.000,0.000,0.000,C-11-3
000000000080000200,3000,SP03,7.000,0.000,0.000,A-12-1
000000000010000875,3000,SP03,6.000,0.000,0.000,A-08-1
000000000010000876,4000,SP04,15.000,0.000,0.000,E-15-5
000000000010000876,2000,SP02,5.000,0.000,0.000,A-17-3
000000000010000877,2000,SP02,10.000,0.000,0.000,C-14-3
000000000010000877,3000,SP03,0.000,0.000,0.000,E-12-3
000000000010000878,2000,SP02,0.000,0.000,0.000,D-12-4
000000000010000879,1000,SP01,9.000,0.000,0.000,D-15-5
000000000010000880,4000,SP04,65.000,0.000,0.000,C-16-3
000000000030000213,2000,SP02,2.000,0.000,0.000,E-07-1
000000000010000881,3000,SP03,3.000,0.000,0.000,A-20-4
000000000010000882,2000,SP02,0.000,0.000,0.000,C-17-4
000000000010000883,2000,SP02,6.000,0.000,0.000,C-09-1
000000000010000884,3000,SP03,0.000,0.000,0.000,C-15-3
000000000010000884,1000,SP01,0.000,0.000,0.000,A-15-2
000000000010000885,3000,SP03,0.000,0.000,0.000,B-09-3
000000000030000214,2000,SP02,2.000,0.000,0.000,D-05-3
000000000010000886,3000,SP03,0.000,0.000,0.000,B-04-5
000000000010000887,4000,SP04,7.000,0.000,0.000,E-07-3
000000000010000887,3000,SP03,8.000,0.000,0.000,B-03-3
000000000030000215,3000,SP03,1.000,0.000,0.000,A-15-6
000000000030000215,4000,SP04,2.000,0.000,0.000,A-23-2
000000000010000888,2000,SP02,0.000,0.000,0.000,C-08-2
000000000010000889,3000,SP03,9.000,0.000,0.000,B-17-5
000000000030000216,2000,SP02,0.000,0.000,0.000,E-23-2
000000000010000890,4000,SP04,0.000,0.000,0.000,D-11-5
000000000010000891,4000,SP04,0.000,0.000,0.000,C-10-3
000000000030000217,4000,SP04,0.000,0.000,0.000,C-12-2
000000000030000217,3000,SP03,4.000,0.000,0.000,D-14-6
000000000090000045,4000,SP04,30.000,0.000,0.000,E-10-5
000000000010000892,4000,SP04,11.000,0.000,0.000,E-04-4
000000000010000893,4000,SP04,8.000,0.000,0.000,B-12-1
000000000010000894,2000,SP02,48.000,0.000,0.000,B-04-3
000000000010000895,3000,SP03,37.000,0.000,0.000,E-24-2
000000000030000218,4000,SP04,0.000,0.000,0.000,D-05-3
000000000030000219,4000,SP04,0.000,0.000,0.000,E-17-1
000000000010000896,4000,SP04,99.000,0.000,0.000,B-11-1
000000000030000220,2000,SP02,2.000,0.000,0.000,C-07-2
000000000010000897,4000,SP04,6.000,0.000,0.000,D-02-2
000000000010000898,3000,SP03,160.000,0.000,0.000,E-05-5
000000000010000899,3000,SP03,64.000,0.000,0.000,D-02-1
000000000010000900,2000,SP02,2.000,0.000,0.000,E-18-1
000000000010000901,2000,SP02,200.000,0.000,0.000,D-01-4
000000000080000201,1000,SP01,9.000,0.000,0.000,D-14-2
000000000080000202,2000,SP02,1.000,0.000,0.000,B-12-2
000000000080000202,3000,SP03,7.000,0.000,0.000,E-09-1
000000000080000203,4000,SP04,2.000,0.000,0.000,C-24-1
000000000010000902,1000,SP01,8.000,0.000,0.000,B-01-5
000000000010000902,4000,SP04,6.000,0.000,0.000,B-17-3
000000000010000903,2000,SP02,10.000,0.000,0.000,E-05-5
000000000010000904,4000,SP04,8.000,0.000,0.000,E-09-3
000000000010000905,1000,SP01,7.000,0.000,0.000,A-21-5
000000000010000905,4000,SP04,10.000,0.000,0.000,C-08-5
000000000080000204,1000,SP01,9.000,0.000,0.000,A-20-1
000000000080000204,4000,SP04,10.000,1.000,0.000,D-03-4
000000000010000906,4000,SP04,86.000,0.000,0.000,B-09-6
000000000010000906,3000,SP03,34.000,0.000,0.000,B-09-3
000000000090000046,3000,SP03,25.000,0.000,0.000,D-09-4
000000000030000221,3000,SP03,1.000,0.000,0.000,B-21-1
000000000010000907,2000,SP02,14.000,0.000,0.000,D-24-4
000000000010000908,3000,SP03,0.000,0.000,0.000,B-22-1
000000000010000909,3000,SP03,0.000,0.000,0.000,D-11-1
000000000010000910,4000,SP04,0.000,0.000,0.000,D-09-4
000000000010000910,1000,SP01,0.000,0.000,0.000,A-06-3
000000000030000222,3000,SP03,3.000,0.000,0.000,C-22-5
