Matnr,Werks,Lvorm,Dismm,Dispo,Plifz,Webaz,Minbe,Eisbe,Bstmi,Bstma,Mabst
000000000080000242,3000,false,PD,010,19.000,2.000,1.916,1.354,1.000,5.000,6.697
000000000080000242,2000,false,VB,009,19.000,3.000,5.758,4.388,1.917,11.500,15.107
000000000030000255,4000,false,PD,002,30.000,0.000,0.000,0.000,2.042,12.250,0.000
000000000010001008,3000,false,VB,005,53.000,2.000,3.534,2.286,1.000,4.750,7.009
000000000030000256,3000,false,PD,007,48.000,0.000,0.000,0.000,1.625,9.750,0.000
000000000080000243,1000,false,VB,005,49.000,0.000,3.423,1.872,1.667,10.000,11.919
000000000010001009,2000,false,PD,010,35.000,3.000,1.344,0.912,1.000,3.000,5.362
000000000080000244,3000,false,VB,006,27.000,3.000,1.302,0.848,1.000,2.750,2.306
000000000080000245,3000,false,PD,002,28.000,1.000,2.410,1.658,1.792,10.750,17.877
000000000010001010,2000,false,VB,001,60.000,3.000,117.518,29.046,28.833,173.000,159.900
000000000010001011,3000,false,VB,001,164.000,1.000,8.981,3.890,1.000,3.500,10.802
000000000010001012,2000,false,VB,009,215.000,1.000,3.875,1.710,1.000,3.000,13.000
000000000010001013,1000,false,VB,002,192.000,0.000,11.208,4.757,1.000,4.000,11.208
000000000010001013,2000,false,PD,008,192.000,3.000,5.956,1.822,1.000,3.500,10.707
000000000080000246,3000,false,PD,008,29.000,1.000,1.655,0.946,1.667,10.000,6.525
000000000010001014,2000,false,VB,006,81.000,0.000,7.841,5.056,1.000,5.250,8.439
000000000080000247,2000,false,VB,003,45.000,3.000,5.883,4.210,1.000,4.750,6.348
000000000080000247,3000,false,PD,004,45.000,2.000,2.236,1.543,1.000,5.250,11.141
000000000080000248,2000,false,VB,008,33.000,3.000,3.485,2.887,1.000,2.000,4.233
000000000080000249,4000,false,VB,003,34.000,3.000,1.464,0.706,1.250,7.500,5.547
000000000010001015,3000,false,PD,006,30.000,1.000,0.979,0.689,1.000,1.000,1.287
000000000010001016,2000,false,PD,005,27.000,2.000,1.884,1.109,1.292,7.750,10.281
000000000030000257,2000,false,PD,002,47.000,2.000,0.000,0.000,1.000,4.000,0.000
000000000080000250,3000,false,VB,008,54.000,2.000,6.222,3.151,1.375,8.250,13.115
000000000030000258,3000,false,PD,002,113.000,1.000,0.000,0.000,1.792,10.750,0.000
000000000010001017,3000,false,VB,006,35.000,1.000,2.909,1.726,1.000,4.000,5.068
000000000010001017,2000,false,VB,010,35.000,3.000,6.115,3.401,1.542,9.250,12.318
000000000080000251,2000,false,VB,001,14.000,3.000,0.756,0.598,1.000,3.000,2.769
000000000010001018,1000,false,PD,004,94.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000030000259,2000,false,PD,010,49.000,2.000,0.000,0.000,2.250,13.500,0.000
000000000080000252,2000,false,PD,010,14.000,3.000,1.084,0.811,1.000,4.000,3.577
000000000010001019,2000,false,VB,003,85.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010001020,3000,false,PD,006,42.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000010001020,1000,false,PD,007,42.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000010001021,3000,false,VB,006,54.000,0.000,47.172,12.287,30.583,183.500,220.820
000000000010001022,4000,false,VB,006,36.000,0.000,0.798,0.641,1.000,1.000,1.803
000000000010001023,3000,false,VB,005,148.000,2.000,2.195,1.091,1.000,2.750,6.161
000000000080000253,3000,false,PD,001,94.000,3.000,1.948,1.294,1.000,2.000,4.843
000000000010001024,4000,false,VB,008,117.000,3.000,62.612,14.933,18.000,108.000,108.248
000000000030000260,4000,false,PD,010,0.000,0.000,0.000,0.000,1.375,8.250,0.000
000000000030000260,3000,false,PD,004,26.000,1.000,0.000,0.000,1.583,9.500,0.000
000000000010001025,1000,false,VB,007,136.000,0.000,2.986,1.026,1.000,3.500,7.962
000000000010001026,4000,false,VB,005,42.000,2.000,6.766,4.259,1.292,7.750,10.888
000000000010001027,3000,false,PD,003,58.000,0.000,71.494,13.866,27.083,162.500,126.445
000000000010001028,1000,false,VB,008,139.000,3.000,2.626,1.301,1.000,3.000,10.789
000000000030000261,4000,false,PD,008,54.000,2.000,0.000,0.000,1.208,7.250,0.000
000000000010001029,3000,false,VB,010,147.000,2.000,4.422,1.829,1.250,7.500,12.593
000000000010001030,4000,false,PD,006,117.000,3.000,7.099,4.518,1.000,3.500,7.099
000000000010001030,2000,false,PD,006,117.000,0.000,13.630,7.396,2.292,13.750,34.887
000000000030000262,1000,false,PD,003,146.000,0.000,0.000,0.000,1.417,8.500,0.000
000000000030000262,3000,false,PD,008,146.000,1.000,0.000,0.000,1.000,4.750,0.000
000000000080000254,1000,false,VB,008,27.000,2.000,5.787,3.951,1.250,7.500,6.434
000000000010001031,4000,false,VB,003,33.000,3.000,1.520,1.027,1.000,2.250,4.044
000000000080000255,2000,false,VB,008,72.000,1.000,4.230,3.059,1.000,3.000,8.695
000000000080000256,3000,false,VB,005,37.000,0.000,3.797,2.793,1.000,3.000,4.146
000000000080000256,4000,false,VB,003,37.000,0.000,1.883,1.103,1.000,5.750,7.511
000000000010001032,4000,false,VB,004,41.000,2.000,40.478,6.472,14.625,87.750,77.070
000000000010001033,4000,false,VB,004,25.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000080000257,2000,false,PD,004,130.000,3.000,8.768,4.814,1.000,4.000,10.462
000000000010001034,3000,false,VB,009,100.000,2.000,8.382,4.914,1.708,10.250,13.887
000000000010001035,4000,false,VB,006,11.000,1.000,9.856,2.423,14.792,88.750,60.770
000000000010001036,4000,false,PD,003,34.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000030000263,4000,false,PD,004,72.000,1.000,0.000,0.000,1.333,8.000,0.000
000000000010001037,2000,false,VB,001,31.000,3.000,1.732,1.032,1.000,2.750,2.616
000000000010001038,2000,false,VB,004,113.000,3.000,22.725,9.904,2.000,12.000,22.725
000000000010001039,1000,false,VB,009,237.000,1.000,11.180,2.786,2.000,12.000,34.808
000000000010001040,1000,false,PD,008,53.000,0.000,1.425,0.915,1.000,1.000,2.082
000000000010001041,4000,false,VB,004,102.000,0.000,27.600,12.615,2.708,16.250,31.150
000000000010001042,2000,false,VB,001,78.000,2.000,5.258,3.701,1.167,7.000,13.521
000000000080000258,1000,false,VB,002,36.000,2.000,7.887,5.411,1.667,10.000,10.948
000000000010001043,3000,false,VB,005,79.000,0.000,2.804,1.567,1.000,1.750,2.804
000000000010001044,1000,false,PD,001,48.000,0.000,20.680,5.813,23.292,139.750,87.829
000000000010001044,3000,false,VB,007,48.000,0.000,152.663,36.924,40.792,244.750,250.876
000000000010001045,3000,false,PD,002,31.000,3.000,5.007,3.547,1.125,6.750,9.222
000000000010001046,3000,false,VB,010,37.000,1.000,2.483,1.748,1.000,3.500,3.196
000000000010001047,1000,false,PD,010,235.000,2.000,6.202,2.626,1.000,1.750,6.202
000000000010001048,2000,false,VB,007,19.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000010001049,4000,false,VB,001,12.000,0.000,4.930,1.751,19.375,116.250,98.680
000000000010001050,4000,false,VB,003,0.000,1.000,7.254,4.545,1.417,8.500,23.382
000000000010001051,3000,false,VB,007,20.000,2.000,2.567,1.964,1.333,8.000,9.827
000000000010001051,4000,false,VB,001,20.000,0.000,2.882,2.198,1.083,6.500,6.374
000000000030000264,1000,false,PD,010,7.000,1.000,0.000,0.000,1.000,4.000,0.000
000000000030000265,3000,false,PD,006,100.000,2.000,0.000,0.000,1.000,4.250,0.000
000000000030000265,2000,false,PD,006,100.000,2.000,0.000,0.000,2.583,15.500,0.000
000000000080000259,1000,false,VB,006,31.000,1.000,5.155,3.613,1.083,6.500,6.581
000000000010001052,1000,false,VB,006,47.000,1.000,94.731,26.418,32.083,192.500,207.381
000000000080000260,2000,false,VB,008,129.000,1.000,6.444,3.997,1.000,4.250,14.755
000000000080000260,4000,false,VB,005,129.000,3.000,6.712,4.008,1.417,8.500,22.225
000000000010001053,4000,false,VB,004,21.000,3.000,3.553,2.044,1.625,9.750,8.957
000000000080000261,3000,false,VB,002,92.000,3.000,5.388,3.245,1.000,4.250,11.944
000000000030000266,3000,false,PD,001,135.000,2.000,0.000,0.000,1.167,7.000,0.000
000000000010001054,4000,false,VB,008,130.000,0.000,29.156,6.474,10.417,62.500,96.397
000000000010001055,4000,false,PD,007,83.000,1.000,2.452,1.384,1.000,3.000,6.654
000000000010001056,4000,false,VB,002,88.000,2.000,9.189,5.737,1.000,4.500,13.638
000000000010001056,2000,false,PD,009,88.000,0.000,22.454,13.716,1.958,11.750,25.733
000000000010001057,4000,false,VB,007,72.000,2.000,26.223,5.806,10.750,64.500,58.178
000000000010001057,3000,false,VB,002,72.000,2.000,20.956,6.703,10.917,65.500,88.667
000000000030000267,1000,false,PD,003,17.000,0.000,0.000,0.000,1.167,7.000,0.000
000000000010001058,1000,false,PD,003,200.000,2.000,7.993,2.854,1.000,2.750,7.993
000000000010001058,3000,false,VB,009,200.000,2.000,5.282,1.886,1.000,5.500,14.416
000000000010001059,2000,false,VB,005,129.000,0.000,7.057,4.492,1.042,6.250,22.689
000000000010001059,3000,false,VB,007,129.000,1.000,17.015,10.441,1.458,8.750,17.015
000000000080000262,4000,false,VB,006,17.000,1.000,0.707,0.483,1.000,3.000,2.889
000000000080000262,2000,false,VB,008,17.000,3.000,2.095,1.485,1.000,5.000,4.542
000000000010001060,3000,false,VB,006,59.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000010001060,2000,false,VB,001,59.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000010001061,4000,false,PD,005,60.000,0.000,8.221,5.191,1.958,11.750,20.127
000000000090000053,3000,false,ND,002,42.000,1.000,0.000,0.000,1.000,1.000,1.000
000000000090000053,1000,false,ND,003,42.000,2.000,0.000,0.000,1.000,1.000,1.000
000000000010001062,1000,false,VB,010,181.000,3.000,11.297,5.224,1.000,6.000,11.297
000000000010001063,2000,false,PD,007,77.000,1.000,2.124,1.134,1.000,3.500,4.808
000000000010001063,3000,false,VB,009,77.000,3.000,10.900,4.777,2.417,14.500,19.871
000000000030000268,1000,false,PD,002,109.000,2.000,0.000,0.000,1.458,8.750,0.000
000000000010001064,1000,false,VB,004,63.000,1.000,62.220,11.608,26.500,159.000,141.317
000000000010001065,3000,false,PD,001,107.000,1.000,12.253,8.964,1.000,3.750,12.644
000000000010001065,1000,false,VB,007,107.000,3.000,8.899,5.667,1.542,9.250,27.045
000000000010001066,4000,false,PD,007,167.000,2.000,3.818,1.225,1.000,3.500,9.837
000000000010001067,1000,false,VB,007,35.000,3.000,2.087,1.289,1.000,3.500,5.621
000000000010001067,4000,false,PD,003,0.000,1.000,2.739,1.643,1.000,3.750,5.112
000000000010001068,1000,false,VB,008,48.000,0.000,81.970,17.655,34.125,204.750,298.827
000000000010001069,1000,false,VB,008,96.000,0.000,14.393,9.081,1.333,8.000,14.845
000000000010001069,2000,false,VB,004,96.000,3.000,11.369,7.824,1.000,5.750,14.848
000000000090000054,4000,false,ND,008,7.000,1.000,0.000,0.000,1.000,1.000,1.000
000000000010001070,3000,false,VB,001,146.000,1.000,7.312,3.615,1.000,5.750,8.673
000000000030000269,2000,false,PD,003,35.000,2.000,0.000,0.000,1.708,10.250,0.000
000000000010001071,3000,false,VB,001,35.000,3.000,78.133,13.368,37.833,227.000,172.777
000000000010001072,4000,false,VB,002,149.000,1.000,13.590,6.116,1.083,6.500,20.836
000000000010001073,4000,false,PD,002,0.000,1.000,5.211,2.145,1.000,2.750,5.211
000000000010001073,3000,false,PD,004,126.000,0.000,10.109,3.959,1.000,6.000,15.802
000000000030000270,4000,false,PD,003,87.000,2.000,0.000,0.000,1.417,8.500,0.000
000000000010001074,3000,false,VB,002,63.000,3.000,2.507,1.835,1.000,2.000,3.439
000000000010001075,2000,false,VB,006,126.000,1.000,4.062,2.713,1.000,1.250,4.062
000000000010001076,1000,false,VB,001,31.000,2.000,17.635,3.545,12.375,74.250,38.842
000000000080000263,4000,false,PD,005,14.000,1.000,2.493,1.789,1.542,9.250,12.598
000000000010001077,1000,false,PD,007,0.000,2.000,62.269,15.712,37.250,223.500,253.009
000000000010001078,4000,false,VB,003,196.000,0.000,4.789,2.368,1.000,5.000,15.680
000000000010001078,3000,false,PD,001,196.000,1.000,4.282,2.027,1.000,2.750,11.976
000000000080000264,2000,false,VB,005,44.000,3.000,11.048,7.682,1.375,8.250,11.104
000000000010001079,4000,false,PD,003,7.000,2.000,3.508,1.084,18.792,112.750,106.330
000000000030000271,4000,false,PD,007,35.000,3.000,0.000,0.000,1.250,7.500,0.000
000000000010001080,1000,false,PD,006,113.000,1.000,11.192,6.309,1.500,9.000,29.836
000000000010001081,3000,false,VB,008,55.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010001082,1000,false,VB,008,50.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010001082,2000,false,PD,002,50.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000010001083,2000,false,VB,008,54.000,3.000,7.227,4.836,1.042,6.250,8.202
000000000030000272,2000,false,PD,003,102.000,3.000,0.000,0.000,1.083,6.500,0.000
000000000090000055,4000,false,ND,008,40.000,2.000,0.000,0.000,1.000,1.000,1.000
000000000090000055,2000,false,ND,009,40.000,3.000,0.000,0.000,1.000,1.000,1.000
000000000010001084,2000,false,VB,002,27.000,0.000,3.187,1.886,1.500,9.000,12.095
000000000010001084,3000,false,VB,005,27.000,3.000,2.621,1.347,1.000,5.500,4.339
000000000010001085,4000,false,VB,009,115.000,1.000,5.954,3.591,1.000,3.250,11.710
000000000010001086,4000,false,PD,004,21.000,2.000,4.326,3.197,1.583,9.500,6.870
000000000010001087,3000,false,VB,003,113.000,1.000,5.744,2.935,1.250,7.500,9.808
000000000090000056,3000,false,ND,001,31.000,1.000,0.000,0.000,1.000,1.000,1.000
000000000090000056,4000,false,ND,004,31.000,0.000,0.000,0.000,1.000,1.000,1.000
000000000010001088,3000,false,PD,003,40.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000010001089,4000,false,VB,007,30.000,3.000,1.982,1.184,1.000,3.500,5.492
000000000010001089,2000,false,PD,008,30.000,0.000,1.195,0.753,1.000,3.250,3.035
000000000010001090,3000,false,VB,007,128.000,2.000,6.394,3.027,1.000,3.250,6.394
000000000010001091,2000,false,PD,007,118.000,3.000,7.489,4.179,1.125,6.750,18.101
000000000010001092,3000,false,VB,008,22.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000010001092,2000,false,VB,001,22.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010001093,2000,false,VB,007,27.000,3.000,5.499,3.419,1.333,8.000,5.499
000000000030000273,2000,false,PD,006,71.000,1.000,0.000,0.000,1.125,6.750,0.000
000000000010001094,4000,false,VB,010,41.000,0.000,85.859,17.787,29.292,175.750,122.830
000000000010001095,4000,false,PD,003,36.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000010001096,4000,false,VB,010,36.000,3.000,1.016,0.607,1.000,3.000,4.213
000000000010001096,2000,false,PD,005,36.000,0.000,3.288,1.707,2.625,15.750,18.580
000000000010001097,4000,false,VB,010,11.000,1.000,0.438,0.377,1.000,1.000,1.642
000000000030000274,2000,false,PD,007,138.000,3.000,0.000,0.000,1.000,5.750,0.000
000000000010001098,4000,false,VB,002,95.000,1.000,12.622,8.347,1.458,8.750,24.305
000000000080000265,1000,false,VB,004,53.000,3.000,5.527,3.416,1.417,8.500,17.164
000000000080000265,2000,false,VB,007,53.000,1.000,4.022,2.746,1.000,5.750,13.488
000000000010001099,2000,false,VB,010,10.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000010001099,4000,false,VB,003,10.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000010001100,2000,false,PD,007,231.000,3.000,6.645,2.392,1.000,2.500,6.645
000000000010001100,4000,false,VB,008,0.000,2.000,6.226,1.566,1.000,4.000,10.823
000000000010001101,1000,false,PD,007,236.000,2.000,5.118,2.044,1.000,2.000,6.316
000000000010001101,4000,false,VB,004,0.000,3.000,5.661,2.139,1.125,6.750,15.429
000000000080000266,2000,false,PD,003,46.000,3.000,5.980,3.666,1.083,6.500,11.076
000000000010001102,1000,false,VB,010,21.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000030000275,1000,false,PD,004,21.000,2.000,0.000,0.000,1.000,4.500,0.000
000000000090000057,2000,false,ND,009,47.000,3.000,0.000,0.000,1.000,1.000,1.000
000000000090000057,1000,false,ND,007,47.000,1.000,0.000,0.000,1.000,1.000,1.000
000000000010001103,4000,false,PD,007,10.000,3.000,9.468,2.963,37.958,227.750,168.812
000000000010001104,1000,false,VB,007,80.000,1.000,5.690,3.034,1.333,8.000,17.319
000000000030000276,4000,false,PD,007,10.000,2.000,0.000,0.000,1.708,10.250,0.000
000000000030000276,3000,false,PD,006,0.000,2.000,0.000,0.000,1.333,8.000,0.000
000000000010001105,4000,false,VB,009,114.000,1.000,88.345,15.778,13.750,82.500,171.232
000000000010001105,2000,false,PD,001,114.000,3.000,43.690,9.294,10.708,64.250,122.650
000000000010001106,1000,false,PD,007,133.000,1.000,5.637,3.289,1.000,2.000,5.928
000000000010001107,3000,false,VB,004,88.000,0.000,74.251,12.328,15.292,91.750,91.050
000000000090000058,4000,false,ND,002,9.000,2.000,0.000,0.000,1.000,1.000,1.000
000000000010001108,3000,false,PD,006,32.000,3.000,4.467,2.283,1.250,7.500,8.528
000000000090000059,2000,false,ND,006,16.000,3.000,0.000,0.000,1.000,1.000,1.000
000000000080000267,4000,false,PD,004,57.000,1.000,11.082,6.478,1.750,10.500,11.783
000000000030000277,4000,false,PD,006,8.000,1.000,0.000,0.000,1.000,5.750,0.000
000000000010001109,2000,false,PD,001,10.000,3.000,1.617,1.100,2.042,12.250,7.086
000000000030000278,1000,false,PD,004,50.000,0.000,0.000,0.000,2.208,13.250,0.000
000000000010001110,4000,false,PD,007,49.000,3.000,40.396,12.345,32.375,194.250,162.542
000000000080000268,3000,false,VB,003,51.000,0.000,1.681,1.229,1.000,1.750,4.651
000000000030000279,1000,false,PD,004,128.000,0.000,0.000,0.000,1.583,9.500,0.000
000000000010001111,1000,false,PD,010,111.000,1.000,4.621,2.005,1.000,4.000,8.178
000000000080000269,1000,false,VB,005,10.000,0.000,0.657,0.510,1.000,4.250,3.812
000000000080000269,4000,false,VB,004,10.000,0.000,0.912,0.708,1.000,5.750,4.518
000000000010001112,3000,false,VB,008,37.000,3.000,2.318,1.845,1.000,3.750,9.834
000000000030000280,3000,false,PD,006,44.000,0.000,0.000,0.000,1.875,11.250,0.000
000000000010001113,2000,false,VB,004,101.000,0.000,221.580,33.848,36.875,221.250,221.580
000000000010001113,3000,false,VB,004,101.000,0.000,108.406,14.777,35.708,214.250,217.802
000000000030000281,2000,false,PD,004,147.000,3.000,0.000,0.000,1.000,5.750,0.000
000000000030000281,4000,false,PD,008,147.000,3.000,0.000,0.000,1.000,5.750,0.000
000000000080000270,3000,false,VB,002,47.000,1.000,7.633,3.767,2.042,12.250,14.532
000000000010001114,2000,false,VB,002,43.000,2.000,21.226,6.398,7.875,47.250,31.424
000000000080000271,4000,false,PD,003,29.000,0.000,1.578,1.196,1.000,4.500,4.877
000000000010001115,3000,false,PD,010,145.000,3.000,20.059,11.108,2.000,12.000,40.547
000000000010001116,1000,false,VB,002,0.000,2.000,32.293,6.663,26.583,159.500,98.126
000000000010001116,4000,false,VB,002,27.000,1.000,20.743,5.686,37.042,222.250,156.971
000000000030000282,1000,false,PD,007,133.000,0.000,0.000,0.000,1.500,9.000,0.000
000000000030000282,3000,false,PD,010,133.000,2.000,0.000,0.000,1.250,7.500,0.000
000000000090000060,1000,false,ND,006,7.000,0.000,0.000,0.000,1.000,1.000,1.000
000000000090000060,3000,false,ND,010,7.000,2.000,0.000,0.000,1.000,1.000,1.000
000000000010001117,2000,false,VB,005,22.000,3.000,0.977,0.667,1.000,3.000,2.250
000000000010001117,4000,false,PD,003,22.000,2.000,0.875,0.705,1.000,1.000,0.907
000000000010001118,1000,false,VB,007,11.000,1.000,0.485,0.365,1.000,1.500,1.891
000000000030000283,3000,false,PD,007,56.000,3.000,0.000,0.000,1.000,3.750,0.000
000000000010001119,1000,false,PD,003,47.000,3.000,2.149,1.488,1.000,1.500,2.693
000000000010001119,2000,false,PD,007,47.000,3.000,1.130,0.741,1.000,1.000,1.617
000000000080000272,4000,false,VB,002,12.000,1.000,2.303,1.404,1.667,10.000,7.416
000000000010001120,3000,false,VB,009,97.000,2.000,23.040,14.183,1.875,11.250,23.040
000000000010001121,3000,false,PD,006,38.000,3.000,68.200,20.248,30.542,183.250,167.643
000000000010001121,2000,false,VB,010,38.000,2.000,22.484,5.518,22.417,134.500,181.869
000000000080000273,1000,false,VB,001,44.000,3.000,1.930,1.015,1.000,5.750,10.041
000000000010001122,2000,false,PD,003,151.000,1.000,5.980,3.193,1.000,2.500,8.740
000000000010001123,1000,false,VB,004,41.000,1.000,1.842,1.034,1.000,2.750,2.006
000000000030000284,3000,false,PD,010,44.000,3.000,0.000,0.000,1.833,11.000,0.000
000000000010001124,1000,false,VB,007,18.000,1.000,44.482,12.727,36.000,216.000,170.000
000000000010001125,3000,false,VB,003,84.000,3.000,9.822,6.297,1.000,5.000,12.280
000000000010001125,2000,false,PD,005,84.000,3.000,6.200,3.843,1.000,4.500,9.232
000000000010001126,3000,false,VB,004,26.000,3.000,36.779,7.828,40.958,245.750,284.508
000000000080000274,4000,false,PD,009,15.000,0.000,4.343,3.300,2.250,13.500,18.573
000000000090000061,4000,false,ND,006,11.000,1.000,0.000,0.000,1.000,1.000,1.000
000000000010001127,2000,false,VB,007,50.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000010001128,2000,false,PD,008,40.000,3.000,7.464,4.916,1.125,6.750,8.987
000000000010001128,1000,false,VB,004,40.000,0.000,3.523,2.271,1.333,8.000,6.298
000000000010001129,1000,false,VB,008,44.000,2.000,43.685,6.758,32.375,194.250,171.438
000000000010001130,2000,false,VB,002,76.000,1.000,27.327,8.536,12.458,74.750,79.177
000000000010001130,1000,false,PD,004,76.000,0.000,37.137,8.922,26.583,159.500,213.954
000000000030000285,1000,false,PD,010,0.000,0.000,0.000,0.000,1.208,7.250,0.000
000000000080000275,1000,false,VB,001,133.000,1.000,17.207,9.535,1.417,8.500,18.350
000000000010001131,1000,false,VB,010,34.000,1.000,0.000,0.000,1.000,1.000,0.000
000000000010001132,4000,false,PD,007,102.000,1.000,2.311,1.422,1.000,1.000,3.148
000000000010001132,2000,false,VB,001,102.000,1.000,1.093,0.576,1.000,1.750,4.753
000000000030000286,2000,false,PD,005,43.000,3.000,0.000,0.000,1.083,6.500,0.000
000000000010001133,3000,false,PD,008,57.000,1.000,47.460,6.620,13.417,80.500,66.575
000000000010001134,3000,false,VB,004,35.000,2.000,3.015,1.747,1.792,10.750,12.314
000000000010001135,1000,false,VB,010,30.000,0.000,7.270,5.048,1.333,8.000,7.986
000000000010001135,3000,false,PD,001,30.000,0.000,3.963,2.858,1.000,5.750,7.826
000000000080000276,4000,false,PD,008,80.000,1.000,16.205,9.375,2.000,12.000,24.968
000000000080000276,2000,false,VB,004,80.000,0.000,25.915,14.661,2.500,15.000,38.274
000000000010001136,2000,false,PD,003,18.000,3.000,1.650,1.046,1.708,10.250,11.415
000000000010001136,4000,false,VB,006,0.000,2.000,2.272,1.485,1.042,6.250,3.812
000000000010001137,3000,false,VB,008,38.000,3.000,3.781,2.018,1.000,4.750,4.906
000000000010001138,2000,false,PD,005,94.000,1.000,13.372,8.283,1.000,5.750,13.372
000000000010001139,2000,false,VB,010,40.000,1.000,39.105,9.589,33.000,198.000,132.556
000000000010001140,2000,false,VB,005,78.000,1.000,47.702,12.887,11.917,71.500,72.091
000000000010001140,1000,false,VB,006,78.000,0.000,15.655,3.629,11.417,68.500,128.254
000000000010001141,3000,false,VB,004,37.000,2.000,1.336,0.962,1.000,2.250,3.388
000000000010001141,1000,false,PD,006,37.000,0.000,3.366,2.115,1.000,5.250,7.872
000000000010001142,1000,false,VB,004,72.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010001143,2000,false,PD,009,21.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000080000277,3000,false,PD,006,54.000,3.000,12.215,8.322,1.292,7.750,17.830
000000000010001144,4000,false,PD,008,66.000,2.000,13.837,9.540,1.167,7.000,16.545
000000000010001145,1000,false,VB,004,147.000,2.000,150.504,25.598,16.625,99.750,159.885
000000000030000287,1000,false,PD,010,127.000,2.000,0.000,0.000,1.417,8.500,0.000
000000000010001146,2000,false,VB,005,92.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000090000062,3000,false,ND,001,39.000,2.000,0.000,0.000,1.000,1.000,1.000
000000000010001147,2000,false,VB,002,75.000,0.000,8.340,5.441,1.292,7.750,14.107
000000000010001148,4000,false,VB,010,54.000,2.000,7.017,5.097,1.000,5.000,13.014
000000000080000278,2000,false,VB,005,97.000,0.000,6.858,4.599,1.000,3.000,6.858
000000000080000279,2000,false,VB,003,56.000,1.000,6.484,4.080,1.000,5.500,8.192
000000000010001149,3000,false,VB,007,74.000,0.000,5.831,4.030,1.000,2.750,7.920
000000000010001150,3000,false,VB,009,57.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000010001151,2000,false,PD,003,39.000,0.000,1.247,0.900,1.000,1.000,2.014
000000000010001152,4000,false,VB,001,16.000,2.000,11.358,3.941,22.042,132.250,79.620
000000000010001153,2000,false,VB,005,86.000,0.000,6.415,3.482,1.000,5.250,10.804
000000000010001154,3000,false,VB,003,18.000,2.000,3.387,2.616,1.083,6.500,8.575
000000000010001155,3000,false,VB,010,72.000,2.000,100.004,20.818,23.542,141.250,141.904
000000000010001156,4000,false,VB,003,23.000,2.000,2.335,1.431,2.292,13.750,8.428
000000000010001156,1000,false,VB,009,23.000,0.000,1.661,0.933,1.500,9.000,7.943
000000000010001157,4000,false,VB,004,41.000,0.000,41.756,8.225,32.500,195.000,182.986
000000000080000280,2000,false,PD,006,47.000,3.000,3.589,2.375,1.000,3.750,5.862
000000000010001158,2000,false,VB,005,130.000,0.000,3.852,2.129,1.000,2.500,6.345
000000000010001159,2000,false,VB,008,54.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010001160,3000,false,PD,007,53.000,3.000,12.194,1.667,11.250,67.500,97.802
000000000080000281,2000,false,VB,008,39.000,2.000,7.446,4.872,1.583,9.500,10.025
000000000080000282,3000,false,VB,007,105.000,1.000,4.809,3.365,1.000,2.000,4.849
000000000090000063,2000,false,ND,004,54.000,1.000,0.000,0.000,1.000,1.000,1.000
000000000010001161,4000,false,PD,008,175.000,1.000,4.669,1.649,1.000,3.000,6.364
000000000010001161,3000,false,VB,004,175.000,0.000,17.342,5.155,1.250,7.500,18.920
000000000010001162,2000,false,VB,001,96.000,0.000,67.520,13.296,28.750,172.500,244.826
000000000010001163,4000,false,VB,008,35.000,2.000,0.877,0.634,1.000,1.000,1.017
000000000010001164,2000,false,VB,006,35.000,2.000,0.000,0.000,1.000,1.000,0.000
000000000010001165,2000,false,VB,002,94.000,0.000,3.942,2.547,1.083,6.500,19.285
000000000090000064,2000,false,ND,001,55.000,3.000,0.000,0.000,1.000,1.000,1.000
000000000090000064,1000,false,ND,004,55.000,3.000,0.000,0.000,1.000,1.000,1.000
000000000010001166,4000,false,PD,007,49.000,3.000,0.000,0.000,1.000,1.000,0.000
000000000010001167,1000,false,VB,007,17.000,0.000,14.128,3.169,35.417,212.500,226.315
000000000010001168,2000,false,VB,007,63.000,0.000,0.000,0.000,1.000,1.000,0.000
000000000010001169,2000,false,VB,006,33.000,2.000,0.000,0.000,1.000,1.000,0.000
