Matnr,Lvorm,Mtart,Matkl,Bismt,Meins,Mstae,Extwg,Sernp
000000000010000857,false,ERSA,MILL-LINR,,EA,,,
000000000080000194,false,ERSA,CONV-COMP,,EA,,400,
000000000010000858,false,ERSA,INST-XMTR,,EA,,,
000000000010000859,false,ERSA,MECH-GBOX,ELL778209,EA,,400,
000000000010000860,false,ERSA,MECH-SEAL,,EA,,400,
000000000010000861,false,ERSA,MECH-SEAL,,EA,,200,
000000000030000205,false,ERSA,CONV-COMP,,EA,,100,
000000000090000044,false,ERSA,MECH-SEAL,,EA,01,200,
000000000010000862,false,ERSA,ELEC-CTRL,,EA,,,
000000000010000863,false,ERSA,ELEC-MOTR,ELL795261,EA,,300,
000000000010000864,false,ERSA,ELEC-CTRL,,EA,,400,
000000000030000206,false,ERSA,MECH-BRG,ELL791032,EA,,100,
000000000010000865,false,ERSA,MECH-PUMP,,EA,,400,
000000000010000866,false,HIBE,INST-XMTR,ELL159607,EA,,300,
000000000010000867,false,HIBE,MILL-LINR,ELL540900,EA,,200,
000000000080000195,false,ERSA,ELEC-CTRL,,EA,,400,
000000000030000207,false,ERSA,MECH-GBOX,,EA,,100,
000000000080000196,false,ERSA,MILL-LINR,ELL377170,EA,,,
000000000030000208,false,ERSA,ELEC-MOTR,,EA,,100,
000000000030000209,false,ERSA,MECH-GBOX,ELL828666,EA,,100,
000000000080000197,false,ERSA,ELEC-CTRL,ELL222112,EA,,400,
000000000080000198,false,ERSA,HYDR-ASSY,,EA,,,
000000000030000210,false,ERSA,MECH-GBOX,,EA,,100,
000000000010000868,false,ERSA,CONV-COMP,,EA,,400,
000000000010000869,false,ERSA,CONV-COMP,ELL954049,EA,,,
000000000010000870,false,HIBE,MECH-SEAL,,EA,,,
000000000010000871,false,HIBE,MECH-SEAL,ELL653177,EA,,300,
000000000030000211,false,ERSA,MILL-LINR,,EA,,100,
000000000010000872,false,ERSA,MILL-LINR,,EA,,200,
000000000030000212,false,HIBE,MILL-LINR,,EA,,100,
000000000010000873,false,ERSA,MECH-GBOX,,EA,,300,
000000000080000199,false,ERSA,CONV-COMP,,EA,,,
000000000010000874,false,ERSA,MECH-PUMP,ELL762549,EA,,,
000000000080000200,false,ERSA,HYDR-ASSY,ELL119294,EA,,,
000000000010000875,false,ERSA,MECH-PUMP,,EA,,200,
000000000010000876,false,HIBE,MECH-BRG,ELL403538,EA,,,
000000000010000877,false,ERSA,MECH-PUMP,,EA,,400,
000000000010000878,false,ERSA,MILL-LINR,,EA,,400,
000000000010000879,false,ERSA,MECH-BRG,ELL611282,EA,,300,
000000000010000880,false,ERSA,MECH-SEAL,,EA,,,
000000000030000213,false,ERSA,INST-XMTR,,EA,,100,
000000000010000881,false,ERSA,CONV-COMP,,EA,,400,
000000000010000882,false,ERSA,INST-XMTR,,EA,,300,
000000000010000883,false,ERSA,INST-XMTR,,EA,,,
000000000010000884,false,ERSA,MILL-LINR,,EA,,,
000000000010000885,false,ERSA,CONV-COMP,ELL851480,EA,,,
000000000030000214,false,ERSA,MECH-SEAL,ELL569659,EA,,100,
000000000010000886,false,ERSA,MILL-LINR,,EA,,200,
000000000010000887,false,ERSA,MECH-PUMP,,EA,,200,
000000000030000215,false,ERSA,ELEC-MOTR,,EA,,100,
000000000010000888,false,ERSA,INST-XMTR,,EA,,200,
000000000010000889,false,ERSA,ELEC-MOTR,ELL423643,EA,,200,
000000000030000216,false,ERSA,MECH-SEAL,,EA,,100,
000000000010000890,false,ERSA,MILL-LINR,,EA,,400,
000000000010000891,false,ERSA,MILL-LINR,,EA,,,
000000000030000217,false,ERSA,HYDR-ASSY,ELL418745,EA,,100,
000000000090000045,false,HIBE,CONV-COMP,,EA,01,,
000000000010000892,false,ERSA,MECH-GBOX,,EA,,200,
000000000010000893,false,ERSA,MECH-PUMP,,EA,,300,
000000000010000894,false,ERSA,MECH-SEAL,,EA,,,
000000000010000895,false,ERSA,ELEC-MOTR,ELL739346,EA,,200,
000000000030000218,false,ERSA,MECH-SEAL,,EA,,100,
000000000030000219,false,ERSA,MECH-SEAL,,EA,,100,
000000000010000896,false,ERSA,MILL-LINR,ELL654493,EA,,400,
000000000030000220,false,ERSA,MECH-BRG,,EA,,100,
000000000010000897,false,HIBE,ELEC-MOTR,,EA,,200,
000000000010000898,false,ERSA,HYDR-ASSY,,EA,,400,
000000000010000899,false,ERSA,MILL-LINR,,EA,,,
000000000010000900,false,HIBE,MILL-LINR,ELL796093,EA,,200,
000000000010000901,false,HIBE,HYDR-ASSY,,EA,,,
000000000080000201,false,ERSA,INST-XMTR,,EA,,300,
000000000080000202,false,ERSA,ELEC-MOTR,,EA,,400,
000000000080000203,false,ERSA,HYDR-ASSY,ELL462902,EA,,400,
000000000010000902,false,ERSA,MILL-LINR,,EA,,200,
000000000010000903,false,ERSA,ELEC-CTRL,,EA,,400,
000000000010000904,false,ERSA,MECH-PUMP,,EA,,,
000000000010000905,false,HIBE,MECH-SEAL,,EA,,300,
000000000080000204,false,ERSA,MECH-BRG,ELL391483,EA,,300,
000000000010000906,false,ERSA,MECH-PUMP,ELL632686,EA,,400,
000000000090000046,false,ERSA,ELEC-MOTR,ELL667594,EA,01,300,
000000000030000221,false,HIBE,ELEC-CTRL,,EA,,100,
000000000010000907,false,ERSA,INST-XMTR,,EA,,300,
000000000010000908,false,ERSA,ELEC-MOTR,,EA,,400,
000000000010000909,false,ERSA,INST-XMTR,,EA,,200,
000000000010000910,false,ERSA,MECH-GBOX,,EA,,300,
000000000030000222,false,ERSA,MECH-BRG,,EA,,100,
000000000080000205,false,ERSA,MECH-BRG,ELL526849,EA,,200,
000000000010000911,false,ERSA,HYDR-ASSY,,EA,,200,
000000000010000912,false,HIBE,MECH-BRG,,EA,,,
000000000010000913,false,ERSA,ELEC-CTRL,ELL802557,EA,,400,
000000000030000223,false,ERSA,INST-XMTR,ELL241740,EA,,100,
000000000010000914,false,ERSA,MECH-BRG,ELL327569,EA,,,
000000000090000047,false,ERSA,MILL-LINR,,EA,01,200,
000000000030000224,false,ERSA,INST-XMTR,ELL827623,EA,,100,
000000000080000206,false,ERSA,MECH-SEAL,ELL886421,EA,,300,
000000000010000915,false,ERSA,MECH-SEAL,,EA,,,
000000000010000916,false,ERSA,MECH-PUMP,,EA,,,
000000000080000207,false,ERSA,ELEC-MOTR,,EA,,400,
000000000080000208,false,ERSA,MILL-LINR,,EA,,,
000000000010000917,false,HIBE,MECH-PUMP,,EA,,300,
000000000030000225,false,ERSA,MECH-BRG,,EA,,100,
000000000010000918,false,ERSA,MECH-PUMP,ELL633517,EA,,,
000000000030000226,false,ERSA,ELEC-CTRL,,EA,,100,
000000000080000209,false,ERSA,MECH-GBOX,,EA,,,0001
000000000010000919,false,ERSA,MECH-SEAL,,EA,,,
000000000010000920,false,ERSA,MECH-PUMP,,EA,,300,
000000000080000210,false,ERSA,ELEC-MOTR,,EA,,300,
000000000010000921,false,ERSA,HYDR-ASSY,ELL904257,EA,,400,
000000000080000211,false,ERSA,MILL-LINR,,EA,,,
000000000010000922,false,ERSA,MECH-BRG,ELL258560,EA,,300,
000000000030000227,false,ERSA,ELEC-CTRL,,EA,,100,
000000000080000212,false,HIBE,ELEC-MOTR,,EA,,400,
000000000010000923,false,ERSA,MECH-GBOX,,EA,,,
000000000010000924,false,ERSA,MECH-BRG,,EA,,400,
000000000080000213,false,HIBE,MECH-PUMP,ELL784025,EA,,300,0001
000000000030000228,false,HIBE,MECH-BRG,,EA,,100,
000000000010000925,false,ERSA,ELEC-MOTR,ELL422374,EA,,200,
000000000010000926,false,ERSA,HYDR-ASSY,,EA,,300,
000000000030000229,false,ERSA,MECH-GBOX,ELL153089,EA,,100,
000000000010000927,false,ERSA,HYDR-ASSY,,EA,,,
000000000010000928,false,ERSA,MILL-LINR,ELL548001,EA,,200,
000000000030000230,false,HIBE,MECH-PUMP,,EA,,100,
000000000010000929,false,HIBE,ELEC-CTRL,ELL760076,EA,,200,
000000000090000048,false,ERSA,CONV-COMP,,EA,01,300,
000000000030000231,false,ERSA,HYDR-ASSY,,EA,,100,
000000000030000232,false,ERSA,MECH-SEAL,,EA,,100,
000000000030000233,false,ERSA,CONV-COMP,,EA,,100,
000000000010000930,false,ERSA,INST-XMTR,ELL590680,EA,,200,
000000000080000214,false,ERSA,MILL-LINR,,EA,,,
000000000010000931,false,ERSA,INST-XMTR,,EA,,400,
000000000010000932,false,ERSA,CONV-COMP,,EA,,200,
000000000010000933,false,ERSA,MECH-BRG,ELL335483,EA,,300,
000000000080000215,false,ERSA,MECH-GBOX,,EA,,300,
000000000080000216,false,ERSA,ELEC-MOTR,,EA,,200,
000000000010000934,false,ERSA,MECH-SEAL,,EA,,200,
000000000010000935,false,ERSA,HYDR-ASSY,,EA,,400,
000000000080000217,false,ERSA,HYDR-ASSY,ELL502978,EA,,,
000000000080000218,false,HIBE,HYDR-ASSY,ELL356475,EA,,300,
000000000080000219,false,ERSA,HYDR-ASSY,,EA,,,Z00R
000000000010000936,false,ERSA,CONV-COMP,ELL503725,EA,,200,
000000000030000234,false,ERSA,INST-XMTR,,EA,,100,
000000000010000937,false,ERSA,ELEC-CTRL,ELL825469,EA,,200,
000000000030000235,false,ERSA,HYDR-ASSY,,EA,,100,
000000000080000220,false,HIBE,ELEC-MOTR,,EA,,200,
000000000010000938,false,ERSA,ELEC-MOTR,ELL677675,EA,,300,
000000000010000939,false,ERSA,MILL-LINR,,EA,,,
000000000030000236,false,ERSA,INST-XMTR,,EA,,100,
000000000010000940,false,ERSA,ELEC-CTRL,,EA,,300,
000000000010000941,false,ERSA,MECH-GBOX,ELL316003,EA,,300,
000000000010000942,false,ERSA,MECH-BRG,,EA,,,
000000000080000221,false,ERSA,MECH-SEAL,,EA,,300,
000000000010000943,false,ERSA,CONV-COMP,,EA,,300,
000000000090000049,false,ERSA,MECH-PUMP,ELL419235,EA,01,400,
000000000010000944,false,ERSA,ELEC-CTRL,,EA,,400,
000000000010000945,false,ERSA,MILL-LINR,,EA,,,
000000000010000946,false,ERSA,MECH-PUMP,,EA,,300,
000000000080000222,false,ERSA,ELEC-CTRL,ELL347532,EA,,200,
000000000080000223,false,ERSA,CONV-COMP,,EA,,300,
000000000030000237,false,ERSA,ELEC-CTRL,,EA,,100,
000000000010000947,false,ERSA,MECH-SEAL,ELL980866,EA,,400,
000000000010000948,false,HIBE,CONV-COMP,,EA,,,
000000000080000224,false,ERSA,MILL-LINR,ELL381928,EA,,200,
000000000010000949,false,ERSA,HYDR-ASSY,ELL920219,EA,,200,
000000000030000238,false,ERSA,ELEC-MOTR,,EA,,100,
000000000030000239,false,ERSA,MECH-PUMP,,EA,,100,
000000000030000240,false,ERSA,MECH-BRG,,EA,,100,
000000000080000225,false,ERSA,MECH-GBOX,,EA,,300,
000000000030000241,false,ERSA,MECH-GBOX,,EA,,100,
000000000080000226,false,ERSA,ELEC-MOTR,,EA,,200,
000000000030000242,false,ERSA,CONV-COMP,,EA,,100,
000000000030000243,false,ERSA,ELEC-MOTR,,EA,,100,
000000000080000227,false,HIBE,INST-XMTR,ELL608658,EA,,300,Z00R
000000000080000228,false,ERSA,HYDR-ASSY,,EA,,300,Z00R
000000000010000950,false,ERSA,ELEC-CTRL,ELL548468,EA,,400,
000000000030000244,false,ERSA,HYDR-ASSY,,EA,,100,
000000000010000951,false,ERSA,MILL-LINR,,EA,,400,
000000000030000245,false,ERSA,MECH-GBOX,,EA,,100,
000000000090000050,false,ERSA,ELEC-MOTR,ELL454035,EA,01,200,
000000000010000952,false,ERSA,ELEC-MOTR,,EA,,300,
000000000010000953,false,ERSA,MECH-BRG,,EA,,200,
000000000010000954,false,ERSA,ELEC-CTRL,ELL815774,EA,,400,
000000000030000246,false,ERSA,CONV-COMP,,EA,,100,
000000000010000955,false,ERSA,CONV-COMP,ELL926791,EA,,200,
000000000010000956,false,ERSA,CONV-COMP,,EA,,400,
000000000080000229,false,ERSA,MECH-GBOX,,EA,,300,
000000000080000230,false,ERSA,INST-XMTR,ELL905537,EA,,400,0001
000000000010000957,false,ERSA,MECH-SEAL,,EA,,,
000000000010000958,false,ERSA,MECH-BRG,,EA,,300,
000000000010000959,false,HIBE,MILL-LINR,ELL818527,EA,,400,
000000000010000960,false,ERSA,MECH-BRG,,EA,,400,
000000000080000231,false,ERSA,MECH-PUMP,,EA,,400,Z00R
000000000030000247,false,ERSA,ELEC-CTRL,,EA,,100,
000000000080000232,false,HIBE,MECH-SEAL,,EA,,,
000000000010000961,false,ERSA,HYDR-ASSY,ELL675603,EA,,,
000000000030000248,false,ERSA,ELEC-CTRL,,EA,,100,
000000000010000962,false,ERSA,MECH-PUMP,,EA,,200,
000000000010000963,false,ERSA,HYDR-ASSY,,EA,,,
000000000010000964,false,ERSA,MECH-GBOX,ELL373398,EA,,400,
000000000080000233,false,ERSA,MECH-SEAL,,EA,,200,
000000000010000965,false,ERSA,CONV-COMP,ELL698500,EA,,,
000000000010000966,false,ERSA,MECH-SEAL,,EA,,200,
000000000090000051,false,ERSA,MILL-LINR,,EA,01,,
000000000010000967,false,ERSA,ELEC-CTRL,,EA,,400,
000000000030000249,false,HIBE,MILL-LINR,,EA,,100,
000000000010000968,false,HIBE,MILL-LINR,,EA,,300,
000000000010000969,false,ERSA,ELEC-CTRL,ELL794148,EA,,300,
000000000010000970,false,ERSA,ELEC-MOTR,,EA,,,
000000000010000971,false,ERSA,CONV-COMP,,EA,,,
000000000010000972,false,ERSA,CONV-COMP,,EA,,,
000000000010000973,false,HIBE,INST-XMTR,,EA,,300,
000000000010000974,false,ERSA,MILL-LINR,,EA,,200,
000000000010000975,false,ERSA,CONV-COMP,,EA,,300,
000000000010000976,false,HIBE,MECH-SEAL,,EA,,200,
000000000080000234,false,ERSA,MILL-LINR,,EA,,400,
000000000010000977,false,ERSA,MECH-SEAL,,EA,,,
000000000080000235,false,ERSA,INST-XMTR,,EA,,400,
000000000080000236,false,ERSA,MECH-BRG,ELL314610,EA,,300,0001
000000000010000978,false,ERSA,MECH-PUMP,,EA,,,
000000000010000979,false,ERSA,HYDR-ASSY,,EA,,300,
000000000010000980,false,ERSA,MECH-PUMP,,EA,,,
000000000010000981,false,HIBE,HYDR-ASSY,,EA,,200,
000000000010000982,false,ERSA,ELEC-CTRL,,EA,,,
000000000010000983,false,ERSA,MECH-BRG,,EA,,200,
000000000030000250,false,HIBE,MILL-LINR,ELL624834,EA,,100,
000000000080000237,false,HIBE,MECH-GBOX,,EA,,300,
000000000010000984,false,ERSA,MECH-SEAL,,EA,,300,
000000000010000985,false,ERSA,CONV-COMP,ELL853505,EA,,400,
000000000080000238,false,ERSA,MECH-SEAL,,EA,,400,Z00R
000000000010000986,false,ERSA,CONV-COMP,,EA,,300,
000000000010000987,false,ERSA,ELEC-CTRL,,EA,,400,
000000000010000988,false,HIBE,MECH-PUMP,ELL756352,EA,,300,
000000000030000251,false,ERSA,ELEC-CTRL,,EA,,100,
000000000010000989,false,HIBE,ELEC-MOTR,,EA,,300,
000000000010000990,false,ERSA,MECH-SEAL,,EA,,400,
000000000090000052,false,ERSA,ELEC-CTRL,,EA,01,200,
000000000080000239,false,ERSA,ELEC-CTRL,,EA,,,
000000000080000240,false,ERSA,ELEC-CTRL,,EA,,,
000000000010000991,false,ERSA,ELEC-MOTR,,EA,,200,
000000000010000992,false,ERSA,ELEC-MOTR,ELL938723,EA,,,
000000000010000993,false,ERSA,CONV-COMP,ELL332563,EA,,300,
000000000010000994,false,ERSA,INST-XMTR,,EA,,300,
000000000010000995,false,ERSA,MILL-LINR,,EA,,,
000000000010000996,false,ERSA,MILL-LINR,,EA,,300,
000000000010000997,false,ERSA,CONV-COMP,,EA,,200,
000000000010000998,false,ERSA,MILL-LINR,ELL407474,EA,,,
000000000010000999,false,HIBE,MECH-GBOX,ELL986010,EA,,200,
000000000010001000,false,ERSA,MECH-BRG,ELL188727,EA,,,
000000000010001001,false,ERSA,MECH-PUMP,,EA,,,
000000000030000252,false,ERSA,CONV-COMP,,EA,,100,
000000000030000253,false,ERSA,INST-XMTR,,EA,,100,
000000000010001002,false,ERSA,HYDR-ASSY,,EA,,200,
000000000030000254,false,ERSA,MECH-PUMP,,EA,,100,
000000000010001003,false,ERSA,MECH-SEAL,ELL649430,EA,,300,
000000000010001004,false,ERSA,ELEC-MOTR,ELL161622,EA,,200,
000000000010001005,false,ERSA,ELEC-MOTR,,EA,,200,
000000000080000241,false,ERSA,CONV-COMP,,EA,,200,
000000000010001006,false,ERSA,CONV-COMP,,EA,,200,
000000000010001007,false,ERSA,MILL-LINR,,EA,,,
000000000080000242,false,ERSA,ELEC-MOTR,,EA,,,
000000000030000255,false,ERSA,HYDR-ASSY,ELL204525,EA,,100,
000000000010001008,false,ERSA,ELEC-MOTR,,EA,,200,
000000000030000256,false,ERSA,MECH-GBOX,,EA,,100,
000000000080000243,false,ERSA,MECH-GBOX,,EA,,300,Z00R
000000000010001009,false,ERSA,ELEC-MOTR,ELL531056,EA,,,
000000000080000244,false,ERSA,MECH-BRG,,EA,,200,Z00R
000000000080000245,false,ERSA,CONV-COMP,,EA,,200,
000000000010001010,false,ERSA,ELEC-CTRL,ELL482125,EA,,,
000000000010001011,false,ERSA,CONV-COMP,,EA,,400,
000000000010001012,false,ERSA,INST-XMTR,ELL738863,EA,,400,
000000000010001013,false,ERSA,MILL-LINR,,EA,,400,
000000000080000246,false,HIBE,MECH-PUMP,,EA,,300,0001
000000000010001014,false,ERSA,MECH-GBOX,,EA,,300,
000000000080000247,false,ERSA,MECH-SEAL,,EA,,,
000000000080000248,false,HIBE,MECH-GBOX,ELL242683,EA,,400,
000000000080000249,false,ERSA,MECH-GBOX,ELL470705,EA,,200,
000000000010001015,false,ERSA,MECH-GBOX,ELL432247,EA,,300,
000000000010001016,false,ERSA,HYDR-ASSY,,EA,,400,
000000000030000257,false,ERSA,MECH-SEAL,ELL395872,EA,,100,
000000000080000250,false,ERSA,HYDR-ASSY,ELL156244,EA,,,
000000000030000258,false,ERSA,MECH-GBOX,ELL679116,EA,,100,
000000000010001017,false,HIBE,CONV-COMP,,EA,,,
000000000080000251,false,ERSA,MECH-GBOX,ELL145649,EA,,300,
000000000010001018,false,ERSA,MECH-SEAL,,EA,,400,
000000000030000259,false,ERSA,MILL-LINR,,EA,,100,
000000000080000252,false,ERSA,MECH-SEAL,,EA,,400,
000000000010001019,false,ERSA,ELEC-CTRL,ELL130492,EA,,,
000000000010001020,false,ERSA,MECH-GBOX,,EA,,400,
000000000010001021,false,HIBE,MECH-BRG,,EA,,300,
000000000010001022,false,ERSA,INST-XMTR,ELL260525,EA,,400,
000000000010001023,false,ERSA,HYDR-ASSY,,EA,,,
000000000080000253,false,ERSA,INST-XMTR,,EA,,400,
000000000010001024,false,ERSA,MECH-SEAL,,EA,,200,
000000000030000260,false,ERSA,MECH-PUMP,,EA,,100,
000000000010001025,false,ERSA,ELEC-MOTR,,EA,,200,
000000000010001026,false,ERSA,MILL-LINR,ELL518296,EA,,400,
000000000010001027,false,HIBE,ELEC-MOTR,ELL387398,EA,,,
000000000010001028,false,ERSA,MECH-SEAL,,EA,,300,
000000000030000261,false,HIBE,MECH-GBOX,ELL685903,EA,,100,
000000000010001029,false,ERSA,MILL-LINR,,EA,,400,
000000000010001030,false,HIBE,ELEC-MOTR,ELL931327,EA,,,
000000000030000262,false,ERSA,CONV-COMP,ELL850635,EA,,100,
000000000080000254,false,ERSA,ELEC-CTRL,,EA,,300,
000000000010001031,false,ERSA,HYDR-ASSY,,EA,,400,
000000000080000255,false,ERSA,ELEC-CTRL,,EA,,,
000000000080000256,false,ERSA,MILL-LINR,,EA,,200,
000000000010001032,false,HIBE,MECH-GBOX,,EA,,,
000000000010001033,false,ERSA,MECH-GBOX,,EA,,200,
000000000080000257,false,ERSA,MECH-GBOX,,EA,,,
000000000010001034,false,ERSA,INST-XMTR,ELL913630,EA,,400,
000000000010001035,false,ERSA,MECH-PUMP,,EA,,400,
000000000010001036,false,ERSA,HYDR-ASSY,ELL369521,EA,,300,
000000000030000263,false,ERSA,MECH-PUMP,,EA,,100,
000000000010001037,false,ERSA,ELEC-MOTR,,EA,,400,
000000000010001038,false,ERSA,MECH-BRG,,EA,,300,
000000000010001039,false,HIBE,INST-XMTR,,EA,,,
000000000010001040,false,ERSA,MECH-BRG,,EA,,200,
000000000010001041,false,ERSA,MECH-PUMP,,EA,,400,
000000000010001042,false,ERSA,ELEC-CTRL,ELL532796,EA,,200,
000000000080000258,false,HIBE,HYDR-ASSY,,EA,,,
000000000010001043,false,ERSA,ELEC-CTRL,,EA,,300,
000000000010001044,false,ERSA,MILL-LINR,,EA,,300,
000000000010001045,false,ERSA,HYDR-ASSY,,EA,,300,
000000000010001046,false,HIBE,CONV-COMP,ELL897781,EA,,,
000000000010001047,false,HIBE,MECH-SEAL,,EA,,300,
000000000010001048,false,ERSA,INST-XMTR,,EA,,200,
000000000010001049,false,ERSA,ELEC-CTRL,,EA,,,
000000000010001050,false,ERSA,MECH-SEAL,ELL233740,EA,,,
000000000010001051,false,ERSA,MECH-PUMP,ELL801246,EA,,300,
000000000030000264,false,HIBE,INST-XMTR,,EA,,100,
000000000030000265,false,ERSA,ELEC-MOTR,,EA,,100,
000000000080000259,false,ERSA,CONV-COMP,,EA,,300,
000000000010001052,false,ERSA,ELEC-CTRL,,EA,,,
000000000080000260,false,ERSA,MECH-BRG,,EA,,400,
000000000010001053,false,HIBE,ELEC-MOTR,,EA,,300,
000000000080000261,false,ERSA,ELEC-CTRL,,EA,,,
000000000030000266,false,HIBE,ELEC-MOTR,ELL599318,EA,,100,
000000000010001054,false,ERSA,MECH-SEAL,ELL254015,EA,,300,
000000000010001055,false,ERSA,HYDR-ASSY,,EA,,300,
000000000010001056,false,ERSA,MILL-LINR,,EA,,,
000000000010001057,false,ERSA,INST-XMTR,,EA,,200,
000000000030000267,false,ERSA,HYDR-ASSY,,EA,,100,
000000000010001058,false,ERSA,MILL-LINR,ELL653283,EA,,400,
000000000010001059,false,HIBE,ELEC-CTRL,,EA,,400,
000000000080000262,false,ERSA,CONV-COMP,ELL535216,EA,,,
000000000010001060,false,ERSA,MECH-PUMP,ELL108301,EA,,400,
000000000010001061,false,ERSA,MILL-LINR,ELL296895,EA,,200,
000000000090000053,false,ERSA,MECH-PUMP,,EA,01,300,
000000000010001062,false,ERSA,MECH-SEAL,,EA,,300,
000000000010001063,false,ERSA,MECH-SEAL,ELL100177,EA,,,
000000000030000268,false,HIBE,CONV-COMP,ELL259459,EA,,100,
000000000010001064,false,ERSA,HYDR-ASSY,ELL488573,EA,,,
000000000010001065,false,ERSA,MILL-LINR,,EA,,400,
000000000010001066,false,HIBE,INST-XMTR,,EA,,400,
000000000010001067,false,ERSA,MECH-BRG,,EA,,400,
000000000010001068,false,ERSA,MILL-LINR,,EA,,300,
000000000010001069,false,HIBE,MECH-PUMP,ELL674976,EA,,200,
000000000090000054,false,HIBE,ELEC-MOTR,,EA,01,300,
000000000010001070,false,ERSA,MECH-SEAL,,EA,,,
000000000030000269,false,HIBE,MILL-LINR,,EA,,100,
000000000010001071,false,ERSA,HYDR-ASSY,,EA,,400,
000000000010001072,false,ERSA,ELEC-CTRL,ELL578361,EA,,400,
000000000010001073,false,HIBE,INST-XMTR,ELL681419,EA,,400,
000000000030000270,false,ERSA,ELEC-CTRL,ELL658584,EA,,100,
000000000010001074,false,ERSA,ELEC-MOTR,ELL738750,EA,,200,
000000000010001075,false,HIBE,MECH-BRG,,EA,,400,
000000000010001076,false,ERSA,HYDR-ASSY,,EA,,300,
000000000080000263,false,ERSA,MECH-SEAL,,EA,,400,0001
000000000010001077,false,ERSA,HYDR-ASSY,ELL427678,EA,,300,
000000000010001078,false,ERSA,ELEC-MOTR,ELL521565,EA,,300,
000000000080000264,false,ERSA,MECH-BRG,,EA,,400,
000000000010001079,false,ERSA,ELEC-CTRL,ELL436603,EA,,400,
000000000030000271,false,ERSA,MILL-LINR,ELL227833,EA,,100,
000000000010001080,false,ERSA,MECH-GBOX,ELL339000,EA,,200,
000000000010001081,false,HIBE,MECH-GBOX,,EA,,200,
000000000010001082,false,ERSA,INST-XMTR,,EA,,,
000000000010001083,false,ERSA,MILL-LINR,,EA,,400,
000000000030000272,false,ERSA,MILL-LINR,ELL251979,EA,,100,
000000000090000055,false,ERSA,ELEC-MOTR,,EA,01,400,
000000000010001084,false,ERSA,MECH-SEAL,ELL413589,EA,,200,
000000000010001085,false,ERSA,HYDR-ASSY,,EA,,200,
000000000010001086,false,ERSA,ELEC-MOTR,ELL157726,EA,,300,
000000000010001087,false,ERSA,ELEC-MOTR,ELL783948,EA,,300,
000000000090000056,false,ERSA,MECH-GBOX,,EA,01,400,
000000000010001088,false,HIBE,ELEC-CTRL,ELL913317,EA,,,
000000000010001089,false,ERSA,CONV-COMP,,EA,,300,
000000000010001090,false,ERSA,INST-XMTR,,EA,,,
000000000010001091,false,HIBE,MECH-SEAL,,EA,,300,
000000000010001092,false,ERSA,MECH-PUMP,,EA,,200,
000000000010001093,false,ERSA,MILL-LINR,,EA,,300,
000000000030000273,false,ERSA,ELEC-CTRL,ELL312425,EA,,100,
000000000010001094,false,ERSA,MECH-SEAL,ELL613368,EA,,300,
000000000010001095,false,ERSA,MECH-BRG,ELL737200,EA,,,
000000000010001096,false,ERSA,MECH-PUMP,,EA,,,
000000000010001097,false,ERSA,ELEC-CTRL,ELL206343,EA,,,
000000000030000274,false,ERSA,INST-XMTR,ELL522169,EA,,100,
000000000010001098,false,HIBE,HYDR-ASSY,,EA,,,
000000000080000265,false,ERSA,MECH-BRG,,EA,,400,
000000000010001099,false,ERSA,MILL-LINR,,EA,,300,
000000000010001100,false,ERSA,HYDR-ASSY,,EA,,,
000000000010001101,false,ERSA,ELEC-MOTR,ELL714360,EA,,,
000000000080000266,false,HIBE,HYDR-ASSY,,EA,,200,
000000000010001102,false,ERSA,MILL-LINR,,EA,,300,
000000000030000275,false,ERSA,MILL-LINR,ELL755632,EA,,100,
000000000090000057,false,ERSA,ELEC-MOTR,ELL362668,EA,01,200,
000000000010001103,false,ERSA,ELEC-MOTR,,EA,,200,
000000000010001104,false,ERSA,MILL-LINR,,EA,,400,
000000000030000276,false,ERSA,INST-XMTR,,EA,,100,
000000000010001105,false,ERSA,ELEC-MOTR,ELL240861,EA,,200,
000000000010001106,false,ERSA,INST-XMTR,,EA,,200,
000000000010001107,false,HIBE,MECH-GBOX,ELL350714,EA,,,
000000000090000058,false,ERSA,MECH-SEAL,,EA,01,300,
000000000010001108,false,ERSA,ELEC-MOTR,,EA,,,
000000000090000059,false,ERSA,INST-XMTR,ELL345527,EA,01,200,
000000000080000267,false,ERSA,ELEC-MOTR,ELL554876,EA,,200,
000000000030000277,false,ERSA,ELEC-MOTR,,EA,,100,
000000000010001109,false,ERSA,MECH-SEAL,,EA,,,
000000000030000278,false,ERSA,MILL-LINR,,EA,,100,
000000000010001110,false,ERSA,MECH-BRG,,EA,,200,
000000000080000268,false,ERSA,ELEC-CTRL,,EA,,,
000000000030000279,false,ERSA,MECH-PUMP,ELL540650,EA,,100,
000000000010001111,false,ERSA,INST-XMTR,,EA,,,
000000000080000269,false,HIBE,INST-XMTR,,EA,,,0001
000000000010001112,false,ERSA,INST-XMTR,,EA,,400,
000000000030000280,false,ERSA,MECH-GBOX,,EA,,100,
000000000010001113,false,HIBE,INST-XMTR,ELL401090,EA,,200,
000000000030000281,false,ERSA,MECH-SEAL,,EA,,100,
000000000080000270,false,ERSA,HYDR-ASSY,,EA,,300,
000000000010001114,false,ERSA,CONV-COMP,ELL491620,EA,,400,
000000000080000271,false,ERSA,CONV-COMP,,EA,,300,
000000000010001115,false,ERSA,HYDR-ASSY,,EA,,200,
