Objectclas,Objectid,Changenr,Tabname,Tabkey,Fname,Chngind,Value_new,Value_old
MATERIAL,000000000010001139,0001000449,MARC,0000000000100011392000,MABST,U,156.500,132.556
MATERIAL,000000000010001145,0001000450,MARC,0000000000100011451000,MINBE,U,96.800,150.504
MATERIAL,000000000010001145,0001000450,MARC,0000000000100011451000,MABST,U,146.700,159.885
MATERIAL,000000000080000279,0001000451,MARC,0000000000800002792000,MINBE,U,4.600,6.484
MATERIAL,000000000080000279,0001000451,MARC,0000000000800002792000,MABST,U,7.300,8.192
MATERIAL,000000000010001149,0001000452,MARC,0000000000100011493000,MINBE,U,3.600,5.831
MATERIAL,000000000010001149,0001000452,MARC,0000000000100011493000,MABST,U,5.000,7.920
MATERIAL,000000000010001151,0001000453,MARC,0000000000100011512000,MINBE,U,0.800,1.247
MATERIAL,000000000010001151,0001000453,MARC,0000000000100011512000,MABST,U,1.300,2.014
MATERIAL,000000000010001156,0001000454,MARC,0000000000100011564000,MINBE,U,4.400,2.335
MATERIAL,000000000010001156,0001000454,MARC,0000000000100011564000,MABST,U,11.300,8.428
MATERIAL,000000000010001157,0001000455,MARC,0000000000100011574000,MINBE,U,54.500,41.756
MATERIAL,000000000010001157,0001000455,MARC,0000000000100011574000,MABST,U,152.000,182.986
MATERIAL,000000000010001158,0001000456,MARC,0000000000100011582000,MINBE,U,4.000,3.852
MATERIAL,000000000010001158,0001000456,MARC,0000000000100011582000,MABST,U,5.200,6.345
MATERIAL,000000000010001160,0001000457,MARC,0000000000100011603000,MINBE,U,22.700,12.194
MATERIAL,000000000010001160,0001000457,MARC,0000000000100011603000,MABST,U,56.500,97.802
MATERIAL,000000000010001179,0001000458,MARC,0000000000100011793000,MINBE,U,3.800,6.575
MATERIAL,000000000010001179,0001000458,MARC,0000000000100011793000,MABST,U,5.800,7.865
MATERIAL,000000000010001186,0001000459,MARC,0000000000100011864000,MINBE,U,9.100,14.622
MATERIAL,000000000010001186,0001000459,MARC,0000000000100011864000,MABST,U,11.700,14.622
MATERIAL,000000000010001187,0001000460,MARC,0000000000100011871000,MINBE,U,75.000,71.211
MATERIAL,000000000010001187,0001000460,MARC,0000000000100011871000,MABST,U,122.900,139.970
MATERIAL,000000000010001189,0001000461,MARC,0000000000100011893000,MINBE,U,17.100,20.777
MATERIAL,000000000010001189,0001000461,MARC,0000000000100011893000,MABST,U,94.500,125.921
MATERIAL,000000000080000287,0001000462,MARC,0000000000800002872000,MINBE,U,16.200,19.478
MATERIAL,000000000080000287,0001000462,MARC,0000000000800002872000,MABST,U,21.200,19.478
MATERIAL,000000000010001193,0001000463,MARC,0000000000100011933000,MINBE,U,0.400,0.632
MATERIAL,000000000010001193,0001000463,MARC,0000000000100011933000,MABST,U,1.100,1.299
MATERIAL,000000000010001194,0001000464,MARC,0000000000100011944000,MINBE,U,6.400,2.903
MATERIAL,000000000010001194,0001000464,MARC,0000000000100011944000,MABST,U,8.500,6.750
MATERIAL,000000000010001195,0001000465,MARC,0000000000100011951000,MINBE,U,199.600,337.860
MATERIAL,000000000010001195,0001000465,MARC,0000000000100011951000,MABST,U,311.000,399.250
MATERIAL,000000000010001196,0001000466,MARC,0000000000100011964000,MINBE,U,20.200,26.994
MATERIAL,000000000010001196,0001000466,MARC,0000000000100011964000,MABST,U,24.700,38.200
MATERIAL,000000000010001200,0001000467,MARC,0000000000100012003000,MINBE,U,53.100,26.981
MATERIAL,000000000010001200,0001000467,MARC,0000000000100012003000,MABST,U,163.800,290.441
MATERIAL,000000000010001201,0001000468,MARC,0000000000100012013000,MINBE,U,2.200,2.726
MATERIAL,000000000010001201,0001000468,MARC,0000000000100012013000,MABST,U,3.700,4.126
MATERIAL,000000000010001209,0001000469,MARC,0000000000100012091000,MINBE,U,34.900,51.962
MATERIAL,000000000010001209,0001000469,MARC,0000000000100012091000,MABST,U,144.800,188.832
MATERIAL,000000000010001210,0001000470,MARC,0000000000100012102000,MINBE,U,8.300,6.102
MATERIAL,000000000010001210,0001000470,MARC,0000000000100012102000,MABST,U,14.800,22.950
MATERIAL,000000000010001222,0001000471,MARC,0000000000100012223000,MINBE,U,2.900,2.857
MATERIAL,000000000010001222,0001000471,MARC,0000000000100012223000,MABST,U,4.700,3.672
MATERIAL,000000000030000302,0001000472,MARC,0000000000300003023000,MINBE,U,1.300,0.000
MATERIAL,000000000030000302,0001000472,MARC,0000000000300003023000,MABST,U,4.800,0.000
MATERIAL,000000000080000292,0001000473,MARC,0000000000800002923000,MINBE,U,5.200,7.199
MATERIAL,000000000080000292,0001000473,MARC,0000000000800002923000,MABST,U,8.800,14.366
MATERIAL,000000000010001227,0001000474,MARC,0000000000100012273000,MINBE,U,127.200,51.422
MATERIAL,000000000010001227,0001000474,MARC,0000000000100012273000,MABST,U,201.800,186.631
MATERIAL,000000000010001230,0001000475,MARC,0000000000100012304000,MINBE,U,1.000,0.432
MATERIAL,000000000010001230,0001000475,MARC,0000000000100012304000,MABST,U,1.200,1.725
MATERIAL,000000000010001235,0001000476,MARC,0000000000100012354000,MINBE,U,15.600,9.008
MATERIAL,000000000010001235,0001000476,MARC,0000000000100012354000,MABST,U,21.600,16.834
MATERIAL,000000000010001239,0001000477,MARC,0000000000100012392000,MINBE,U,26.300,15.870
MATERIAL,000000000010001239,0001000477,MARC,0000000000100012392000,MABST,U,57.300,70.379
MATERIAL,000000000080000294,0001000478,MARC,0000000000800002941000,MINBE,U,15.200,6.390
MATERIAL,000000000080000294,0001000478,MARC,0000000000800002941000,MABST,U,21.200,32.430
MATERIAL,000000000010001241,0001000479,MARC,0000000000100012413000,MINBE,U,29.300,27.663
MATERIAL,000000000010001241,0001000479,MARC,0000000000100012413000,MABST,U,88.400,134.117
MATERIAL,000000000010001253,0001000480,MARC,0000000000100012532000,MINBE,U,36.100,52.311
MATERIAL,000000000010001253,0001000480,MARC,0000000000100012532000,MABST,U,80.700,95.790
MATERIAL,000000000010001254,0001000481,MARC,0000000000100012541000,MINBE,U,43.600,73.139
MATERIAL,000000000010001254,0001000481,MARC,0000000000100012541000,MABST,U,72.800,112.476
MATERIAL,000000000010001260,0001000482,MARC,0000000000100012604000,MINBE,U,12.600,6.089
MATERIAL,000000000010001260,0001000482,MARC,0000000000100012604000,MABST,U,16.700,23.163
MATERIAL,000000000010001261,0001000483,MARC,0000000000100012612000,MINBE,U,5.300,2.765
MATERIAL,000000000010001261,0001000483,MARC,0000000000100012612000,MABST,U,6.900,11.475
MATERIAL,000000000010001271,0001000484,MARC,0000000000100012711000,MINBE,U,20.000,18.829
MATERIAL,000000000010001271,0001000484,MARC,0000000000100012711000,MABST,U,57.600,74.394
MATERIAL,000000000010001274,0001000485,MARC,0000000000100012743000,MINBE,U,15.500,16.484
MATERIAL,000000000010001274,0001000485,MARC,0000000000100012743000,MABST,U,19.800,20.794
MATERIAL,000000000010001278,0001000486,MARC,0000000000100012781000,MINBE,U,45.300,20.902
MATERIAL,000000000010001278,0001000486,MARC,0000000000100012781000,MABST,U,118.000,139.487
MATERIAL,000000000010001279,0001000487,MARC,0000000000100012792000,MINBE,U,1.400,1.129
MATERIAL,000000000010001279,0001000487,MARC,0000000000100012792000,MABST,U,1.800,2.007
MATERIAL,000000000010001286,0001000488,MARC,0000000000100012861000,MINBE,U,4.000,2.682
MATERIAL,000000000010001286,0001000488,MARC,0000000000100012861000,MABST,U,6.900,5.646
MATERIAL,000000000010001289,0001000489,MARC,0000000000100012893000,MINBE,U,1.500,2.323
MATERIAL,000000000010001289,0001000489,MARC,0000000000100012893000,MABST,U,3.500,5.177
MATERIAL,000000000010001292,0001000490,MARC,0000000000100012922000,MINBE,U,21.400,28.046
MATERIAL,000000000010001292,0001000490,MARC,0000000000100012922000,MABST,U,101.900,154.461
MATERIAL,000000000010001296,0001000491,MARC,0000000000100012961000,MINBE,U,15.300,23.530
MATERIAL,000000000010001296,0001000491,MARC,0000000000100012961000,MABST,U,24.900,27.970
