id,entity_type,entity_id,stage_code,stage_name,started_at,completed_at,status,owner_id,source_system
3094,RR,525,MRP,MRP Processing,2026-03-17T12:09:36.211764+00:00,2026-03-18T12:09:36.211764+00:00,COMPLETED,,synthetic
3095,PR,446,PR_CREATED,PR Created,2026-03-18T12:09:36.211764+00:00,2026-03-18T12:09:36.211764+00:00,COMPLETED,13,synthetic
3096,PR,446,RFQ,RFQ,2026-03-19T12:09:36.211764+00:00,2026-03-28T12:09:36.211764+00:00,COMPLETED,13,synthetic
3097,PR,446,ARIBA,Ariba Event,2026-03-29T12:09:36.211764+00:00,2026-04-02T12:09:36.211764+00:00,COMPLETED,13,synthetic
3098,PR,446,AUCTION,Auction,2026-04-02T20:09:36.211764+00:00,2026-04-03T04:09:36.211764+00:00,COMPLETED,13,synthetic
3099,PR,446,PO_CREATED,PO Created,2026-04-04T04:09:36.211764+00:00,2026-04-04T04:09:36.211764+00:00,COMPLETED,13,synthetic
3100,RR,526,RR_CREATED,RR Created,2026-08-02T06:09:36.211764+00:00,2026-08-02T06:09:36.211764+00:00,COMPLETED,4,synthetic
3101,RR,526,DOA,DOA Approval,2026-08-02T06:09:36.211764+00:00,2026-08-04T06:09:36.211764+00:00,COMPLETED,2,synthetic
3102,RR,526,MRP,MRP Processing,2026-08-04T06:09:36.211764+00:00,2026-08-06T06:09:36.211764+00:00,COMPLETED,,synthetic
3103,PR,447,PR_CREATED,PR Created,2026-08-06T06:09:36.211764+00:00,2026-08-06T06:09:36.211764+00:00,COMPLETED,12,synthetic
3104,PR,447,RFQ,RFQ,2026-08-07T06:09:36.211764+00:00,2026-08-15T06:09:36.211764+00:00,COMPLETED,12,synthetic
3105,PR,447,PO_CREATED,PO Created,2026-08-16T06:09:36.211764+00:00,2026-08-16T06:09:36.211764+00:00,COMPLETED,12,synthetic
3106,RR,527,RR_CREATED,RR Created,2026-06-27T10:09:36.211764+00:00,2026-06-27T10:09:36.211764+00:00,COMPLETED,16,synthetic
3107,RR,527,DOA,DOA Approval,2026-06-27T10:09:36.211764+00:00,2026-06-29T10:09:36.211764+00:00,COMPLETED,15,synthetic
3108,RR,527,MRP,MRP Processing,2026-06-29T10:09:36.211764+00:00,2026-07-01T10:09:36.211764+00:00,COMPLETED,,synthetic
3109,PR,448,PR_CREATED,PR Created,2026-07-01T10:09:36.211764+00:00,2026-07-01T10:09:36.211764+00:00,COMPLETED,24,synthetic
3110,PR,448,RFQ,RFQ,2026-07-02T10:09:36.211764+00:00,2026-07-10T10:09:36.211764+00:00,COMPLETED,24,synthetic
3111,PR,448,ARIBA,Ariba Event,2026-07-11T10:09:36.211764+00:00,2026-08-04T10:09:36.211764+00:00,COMPLETED,24,synthetic
3112,PR,448,AUCTION,Auction,2026-08-05T00:09:36.211764+00:00,2026-08-05T08:09:36.211764+00:00,COMPLETED,24,synthetic
3113,PR,448,NFA,NFA Approval,2026-08-06T08:09:36.211764+00:00,2026-08-10T08:09:36.211764+00:00,COMPLETED,15,synthetic
3114,PR,448,PO_CREATED,PO Created,2026-08-11T08:09:36.211764+00:00,2026-08-11T08:09:36.211764+00:00,COMPLETED,24,synthetic
3115,RR,528,RR_CREATED,RR Created,2026-02-15T19:09:36.211764+00:00,2026-02-15T19:09:36.211764+00:00,COMPLETED,13,synthetic
3116,RR,528,DOA,DOA Approval,2026-02-15T19:09:36.211764+00:00,2026-03-19T19:09:36.211764+00:00,COMPLETED,15,synthetic
3117,RR,528,MRP,MRP Processing,2026-03-19T19:09:36.211764+00:00,2026-03-20T19:09:36.211764+00:00,COMPLETED,,synthetic
3118,PR,449,PR_CREATED,PR Created,2026-03-20T19:09:36.211764+00:00,2026-03-20T19:09:36.211764+00:00,COMPLETED,13,synthetic
3119,PR,449,RFQ,RFQ,2026-03-21T19:09:36.211764+00:00,2026-03-27T19:09:36.211764+00:00,COMPLETED,13,synthetic
3120,PR,449,NFA,NFA Approval,2026-03-28T19:09:36.211764+00:00,2026-03-31T19:09:36.211764+00:00,COMPLETED,3,synthetic
3121,PR,449,PO_CREATED,PO Created,2026-04-01T19:09:36.211764+00:00,2026-04-01T19:09:36.211764+00:00,COMPLETED,13,synthetic
3122,RR,529,RR_CREATED,RR Created,2026-07-15T15:09:36.211764+00:00,2026-07-15T15:09:36.211764+00:00,COMPLETED,7,synthetic
3123,RR,529,DOA,DOA Approval,2026-07-15T15:09:36.211764+00:00,2026-07-19T15:09:36.211764+00:00,COMPLETED,3,synthetic
3124,RR,529,MRP,MRP Processing,2026-07-19T15:09:36.211764+00:00,2026-07-21T15:09:36.211764+00:00,COMPLETED,,synthetic
3125,PR,450,PR_CREATED,PR Created,2026-07-21T15:09:36.211764+00:00,2026-07-21T15:09:36.211764+00:00,COMPLETED,24,synthetic
3126,PR,450,NFA,NFA Approval,2026-07-22T15:09:36.211764+00:00,2026-07-25T15:09:36.211764+00:00,COMPLETED,3,synthetic
3127,PR,450,PO_CREATED,PO Created,2026-07-26T15:09:36.211764+00:00,2026-07-26T15:09:36.211764+00:00,COMPLETED,24,synthetic
3128,RR,530,RR_CREATED,RR Created,2026-06-10T08:09:36.211764+00:00,2026-06-10T08:09:36.211764+00:00,COMPLETED,13,synthetic
3129,RR,530,DOA,DOA Approval,2026-06-10T08:09:36.211764+00:00,2026-06-14T08:09:36.211764+00:00,COMPLETED,2,synthetic
3130,RR,530,MRP,MRP Processing,2026-06-14T08:09:36.211764+00:00,2026-06-16T08:09:36.211764+00:00,COMPLETED,,synthetic
3131,PR,451,PR_CREATED,PR Created,2026-06-16T08:09:36.211764+00:00,2026-06-16T08:09:36.211764+00:00,COMPLETED,13,synthetic
3132,RR,531,RR_CREATED,RR Created,2026-01-04T20:09:36.211764+00:00,2026-01-04T20:09:36.211764+00:00,COMPLETED,2,synthetic
3133,RR,531,DOA,DOA Approval,2026-01-04T20:09:36.211764+00:00,2026-01-07T20:09:36.211764+00:00,COMPLETED,15,synthetic
3134,RR,531,MRP,MRP Processing,2026-01-07T20:09:36.211764+00:00,2026-01-09T20:09:36.211764+00:00,COMPLETED,,synthetic
3135,PR,452,PR_CREATED,PR Created,2026-01-09T20:09:36.211764+00:00,2026-01-09T20:09:36.211764+00:00,COMPLETED,24,synthetic
3136,PR,452,NFA,NFA Approval,2026-01-10T20:09:36.211764+00:00,2026-01-12T20:09:36.211764+00:00,COMPLETED,15,synthetic
3137,PR,452,PO_CREATED,PO Created,2026-01-13T20:09:36.211764+00:00,2026-01-13T20:09:36.211764+00:00,COMPLETED,24,synthetic
3138,RR,532,RR_CREATED,RR Created,2026-07-14T05:09:36.211764+00:00,2026-07-14T05:09:36.211764+00:00,COMPLETED,23,synthetic
3139,RR,532,DOA,DOA Approval,2026-07-14T05:09:36.211764+00:00,2026-07-18T05:09:36.211764+00:00,COMPLETED,2,synthetic
3140,RR,532,MRP,MRP Processing,2026-07-18T05:09:36.211764+00:00,2026-07-19T05:09:36.211764+00:00,COMPLETED,,synthetic
3141,PR,453,PR_CREATED,PR Created,2026-07-19T05:09:36.211764+00:00,2026-07-19T05:09:36.211764+00:00,COMPLETED,12,synthetic
3142,PR,453,PO_CREATED,PO Created,2026-07-20T05:09:36.211764+00:00,2026-07-20T05:09:36.211764+00:00,COMPLETED,12,synthetic
3143,RR,533,RR_CREATED,RR Created,2026-07-05T08:09:36.211764+00:00,2026-07-05T08:09:36.211764+00:00,COMPLETED,19,synthetic
3144,RR,533,DOA,DOA Approval,2026-07-05T08:09:36.211764+00:00,2026-07-09T08:09:36.211764+00:00,COMPLETED,2,synthetic
3145,RR,533,MRP,MRP Processing,2026-07-09T08:09:36.211764+00:00,2026-07-11T08:09:36.211764+00:00,COMPLETED,,synthetic
3146,PR,454,PR_CREATED,PR Created,2026-07-11T08:09:36.211764+00:00,2026-07-11T08:09:36.211764+00:00,COMPLETED,24,synthetic
3147,PR,454,RFQ,RFQ,2026-07-12T08:09:36.211764+00:00,2026-07-19T08:09:36.211764+00:00,COMPLETED,24,synthetic
3148,PR,454,NFA,NFA Approval,2026-07-20T08:09:36.211764+00:00,2026-07-25T08:09:36.211764+00:00,REJECTED,15,synthetic
3149,RR,534,RR_CREATED,RR Created,2026-07-24T05:09:36.211764+00:00,2026-07-24T05:09:36.211764+00:00,COMPLETED,14,synthetic
3150,RR,534,DOA,DOA Approval,2026-07-24T05:09:36.211764+00:00,2026-07-26T05:09:36.211764+00:00,COMPLETED,3,synthetic
3151,RR,534,MRP,MRP Processing,2026-07-26T05:09:36.211764+00:00,2026-07-28T05:09:36.211764+00:00,COMPLETED,,synthetic
3152,PR,455,PR_CREATED,PR Created,2026-07-28T05:09:36.211764+00:00,2026-07-28T05:09:36.211764+00:00,COMPLETED,13,synthetic
3153,PR,455,RFQ,RFQ,2026-07-29T05:09:36.211764+00:00,2026-08-03T05:09:36.211764+00:00,COMPLETED,13,synthetic
3154,PR,455,PO_CREATED,PO Created,2026-08-04T05:09:36.211764+00:00,2026-08-04T05:09:36.211764+00:00,COMPLETED,13,synthetic
3155,RR,535,RR_CREATED,RR Created,2026-01-10T08:09:36.211764+00:00,2026-01-10T08:09:36.211764+00:00,COMPLETED,6,synthetic
3156,RR,535,DOA,DOA Approval,2026-01-10T08:09:36.211764+00:00,2026-01-12T08:09:36.211764+00:00,COMPLETED,2,synthetic
3157,RR,535,MRP,MRP Processing,2026-01-12T08:09:36.211764+00:00,2026-01-13T08:09:36.211764+00:00,COMPLETED,,synthetic
3158,PR,456,PR_CREATED,PR Created,2026-01-13T08:09:36.211764+00:00,2026-01-13T08:09:36.211764+00:00,COMPLETED,5,synthetic
3159,PR,456,RFQ,RFQ,2026-01-14T08:09:36.211764+00:00,2026-02-18T08:09:36.211764+00:00,COMPLETED,5,synthetic
3160,PR,456,ARIBA,Ariba Event,2026-02-19T08:09:36.211764+00:00,2026-02-25T08:09:36.211764+00:00,COMPLETED,5,synthetic
3161,PR,456,AUCTION,Auction,2026-02-25T14:09:36.211764+00:00,2026-02-25T16:09:36.211764+00:00,COMPLETED,5,synthetic
3162,PR,456,PO_CREATED,PO Created,2026-02-26T16:09:36.211764+00:00,2026-02-26T16:09:36.211764+00:00,COMPLETED,5,synthetic
3163,RR,536,RR_CREATED,RR Created,2026-01-21T20:09:36.211764+00:00,2026-01-21T20:09:36.211764+00:00,COMPLETED,6,synthetic
3164,RR,536,DOA,DOA Approval,2026-01-21T20:09:36.211764+00:00,2026-01-24T20:09:36.211764+00:00,COMPLETED,15,synthetic
3165,RR,536,MRP,MRP Processing,2026-01-24T20:09:36.211764+00:00,2026-01-26T20:09:36.211764+00:00,COMPLETED,,synthetic
3166,PR,457,PR_CREATED,PR Created,2026-01-26T20:09:36.211764+00:00,2026-01-26T20:09:36.211764+00:00,COMPLETED,13,synthetic
3167,PR,457,RFQ,RFQ,2026-01-27T20:09:36.211764+00:00,2026-02-06T20:09:36.211764+00:00,COMPLETED,13,synthetic
3168,PR,457,ARIBA,Ariba Event,2026-02-07T20:09:36.211764+00:00,2026-02-11T20:09:36.211764+00:00,COMPLETED,13,synthetic
3169,PR,457,AUCTION,Auction,2026-02-12T05:09:36.211764+00:00,2026-02-12T09:09:36.211764+00:00,COMPLETED,13,synthetic
3170,PR,457,NFA,NFA Approval,2026-02-13T09:09:36.211764+00:00,2026-02-18T09:09:36.211764+00:00,COMPLETED,3,synthetic
3171,PR,457,PO_CREATED,PO Created,2026-02-19T09:09:36.211764+00:00,2026-02-19T09:09:36.211764+00:00,COMPLETED,13,synthetic
3172,RR,537,RR_CREATED,RR Created,2026-06-12T15:09:36.211764+00:00,2026-06-12T15:09:36.211764+00:00,COMPLETED,19,synthetic
3173,RR,537,DOA,DOA Approval,2026-06-12T15:09:36.211764+00:00,2026-07-14T15:09:36.211764+00:00,COMPLETED,2,synthetic
3174,RR,537,MRP,MRP Processing,2026-07-14T15:09:36.211764+00:00,2026-07-16T15:09:36.211764+00:00,COMPLETED,,synthetic
3175,PR,458,PR_CREATED,PR Created,2026-07-16T15:09:36.211764+00:00,2026-07-16T15:09:36.211764+00:00,COMPLETED,5,synthetic
3176,PR,458,RFQ,RFQ,2026-07-17T15:09:36.211764+00:00,2026-07-26T15:09:36.211764+00:00,COMPLETED,5,synthetic
3177,PR,458,NFA,NFA Approval,2026-07-27T15:09:36.211764+00:00,2026-07-31T15:09:36.211764+00:00,COMPLETED,3,synthetic
3178,PR,458,PO_CREATED,PO Created,2026-08-01T15:09:36.211764+00:00,2026-08-01T15:09:36.211764+00:00,COMPLETED,5,synthetic
3179,RR,538,RR_CREATED,RR Created,2026-08-03T00:09:36.211764+00:00,2026-08-03T00:09:36.211764+00:00,COMPLETED,23,synthetic
3180,RR,538,DOA,DOA Approval,2026-08-03T00:09:36.211764+00:00,2026-08-06T00:09:36.211764+00:00,COMPLETED,2,synthetic
3181,RR,538,MRP,MRP Processing,2026-08-06T00:09:36.211764+00:00,2026-08-09T00:09:36.211764+00:00,COMPLETED,,synthetic
3182,PR,459,PR_CREATED,PR Created,2026-08-09T00:09:36.211764+00:00,2026-08-09T00:09:36.211764+00:00,COMPLETED,12,synthetic
3183,PR,459,RFQ,RFQ,2026-08-10T00:09:36.211764+00:00,2026-08-16T00:09:36.211764+00:00,COMPLETED,12,synthetic
3184,PR,459,ARIBA,Ariba Event,2026-08-17T00:09:36.211764+00:00,2026-08-21T00:09:36.211764+00:00,COMPLETED,12,synthetic
3185,PR,459,NFA,NFA Approval,2026-08-22T00:09:36.211764+00:00,,IN_PROGRESS,3,synthetic
3186,RR,539,RR_CREATED,RR Created,2026-07-29T12:09:36.211764+00:00,2026-07-29T12:09:36.211764+00:00,COMPLETED,15,synthetic
3187,RR,539,DOA,DOA Approval,2026-07-29T12:09:36.211764+00:00,2026-08-01T12:09:36.211764+00:00,COMPLETED,15,synthetic
3188,RR,539,MRP,MRP Processing,2026-08-01T12:09:36.211764+00:00,2026-08-04T12:09:36.211764+00:00,COMPLETED,,synthetic
3189,PR,460,PR_CREATED,PR Created,2026-08-04T12:09:36.211764+00:00,2026-08-04T12:09:36.211764+00:00,COMPLETED,24,synthetic
3190,PR,460,RFQ,RFQ,2026-08-05T12:09:36.211764+00:00,,IN_PROGRESS,24,synthetic
3191,RR,540,RR_CREATED,RR Created,2026-01-20T15:09:36.211764+00:00,2026-01-20T15:09:36.211764+00:00,COMPLETED,23,synthetic
3192,RR,540,DOA,DOA Approval,2026-01-20T15:09:36.211764+00:00,2026-01-23T15:09:36.211764+00:00,COMPLETED,15,synthetic
3193,RR,540,MRP,MRP Processing,2026-01-23T15:09:36.211764+00:00,2026-01-24T15:09:36.211764+00:00,COMPLETED,,synthetic
3194,PR,461,PR_CREATED,PR Created,2026-01-24T15:09:36.211764+00:00,2026-01-24T15:09:36.211764+00:00,COMPLETED,5,synthetic
3195,PR,461,RFQ,RFQ,2026-01-25T15:09:36.211764+00:00,2026-01-30T15:09:36.211764+00:00,COMPLETED,5,synthetic
3196,PR,461,ARIBA,Ariba Event,2026-01-31T15:09:36.211764+00:00,2026-02-05T15:09:36.211764+00:00,COMPLETED,5,synthetic
3197,PR,461,PO_CREATED,PO Created,2026-02-06T15:09:36.211764+00:00,2026-02-06T15:09:36.211764+00:00,COMPLETED,5,synthetic
3198,RR,541,RR_CREATED,RR Created,2026-06-27T18:09:36.211764+00:00,2026-06-27T18:09:36.211764+00:00,COMPLETED,6,synthetic
3199,RR,541,DOA,DOA Approval,2026-06-27T18:09:36.211764+00:00,2026-06-29T18:09:36.211764+00:00,COMPLETED,2,synthetic
3200,RR,541,MRP,MRP Processing,2026-06-29T18:09:36.211764+00:00,2026-07-02T18:09:36.211764+00:00,COMPLETED,,synthetic
3201,PR,462,PR_CREATED,PR Created,2026-07-02T18:09:36.211764+00:00,2026-07-02T18:09:36.211764+00:00,COMPLETED,12,synthetic
3202,PR,462,RFQ,RFQ,2026-07-03T18:09:36.211764+00:00,2026-07-08T18:09:36.211764+00:00,COMPLETED,12,synthetic
3203,PR,462,ARIBA,Ariba Event,2026-07-09T18:09:36.211764+00:00,2026-07-13T18:09:36.211764+00:00,COMPLETED,12,synthetic
3204,PR,462,AUCTION,Auction,2026-07-14T13:09:36.211764+00:00,2026-07-14T20:09:36.211764+00:00,COMPLETED,12,synthetic
3205,PR,462,NFA,NFA Approval,2026-07-15T20:09:36.211764+00:00,2026-07-18T20:09:36.211764+00:00,COMPLETED,15,synthetic
3206,PR,462,PO_CREATED,PO Created,2026-07-19T20:09:36.211764+00:00,2026-07-19T20:09:36.211764+00:00,COMPLETED,12,synthetic
3207,RR,542,RR_CREATED,RR Created,2026-02-06T12:09:36.211764+00:00,2026-02-06T12:09:36.211764+00:00,COMPLETED,21,synthetic
3208,RR,542,DOA,DOA Approval,2026-02-06T12:09:36.211764+00:00,2026-02-07T12:09:36.211764+00:00,COMPLETED,2,synthetic
3209,RR,542,MRP,MRP Processing,2026-02-07T12:09:36.211764+00:00,2026-02-10T12:09:36.211764+00:00,COMPLETED,,synthetic
3210,PR,463,PR_CREATED,PR Created,2026-02-10T12:09:36.211764+00:00,2026-02-10T12:09:36.211764+00:00,COMPLETED,13,synthetic
3211,PR,463,RFQ,RFQ,2026-02-11T12:09:36.211764+00:00,2026-03-25T12:09:36.211764+00:00,COMPLETED,13,synthetic
3212,PR,463,ARIBA,Ariba Event,2026-03-26T12:09:36.211764+00:00,2026-04-02T12:09:36.211764+00:00,COMPLETED,13,synthetic
3213,PR,463,AUCTION,Auction,2026-04-03T00:09:36.211764+00:00,2026-04-03T06:09:36.211764+00:00,COMPLETED,13,synthetic
3214,PR,463,NFA,NFA Approval,2026-04-04T06:09:36.211764+00:00,2026-04-08T06:09:36.211764+00:00,COMPLETED,15,synthetic
3215,PR,463,PO_CREATED,PO Created,2026-04-09T06:09:36.211764+00:00,2026-04-09T06:09:36.211764+00:00,COMPLETED,13,synthetic
3216,RR,543,RR_CREATED,RR Created,2026-04-26T02:09:36.211764+00:00,2026-04-26T02:09:36.211764+00:00,COMPLETED,9,synthetic
3217,RR,543,DOA,DOA Approval,2026-04-26T02:09:36.211764+00:00,2026-04-27T02:09:36.211764+00:00,COMPLETED,15,synthetic
3218,RR,543,MRP,MRP Processing,2026-04-27T02:09:36.211764+00:00,2026-04-29T02:09:36.211764+00:00,COMPLETED,,synthetic
3219,PR,464,PR_CREATED,PR Created,2026-04-29T02:09:36.211764+00:00,2026-04-29T02:09:36.211764+00:00,COMPLETED,24,synthetic
3220,PR,464,RFQ,RFQ,2026-04-30T02:09:36.211764+00:00,2026-05-10T02:09:36.211764+00:00,COMPLETED,24,synthetic
3221,PR,464,NFA,NFA Approval,2026-05-11T02:09:36.211764+00:00,2026-06-01T02:09:36.211764+00:00,COMPLETED,3,synthetic
3222,PR,464,PO_CREATED,PO Created,2026-06-02T02:09:36.211764+00:00,2026-06-02T02:09:36.211764+00:00,COMPLETED,24,synthetic
3223,RR,544,RR_CREATED,RR Created,2026-07-13T00:09:36.211764+00:00,2026-07-13T00:09:36.211764+00:00,COMPLETED,6,synthetic
3224,RR,544,DOA,DOA Approval,2026-07-13T00:09:36.211764+00:00,2026-07-15T00:09:36.211764+00:00,COMPLETED,3,synthetic
3225,RR,544,MRP,MRP Processing,2026-07-15T00:09:36.211764+00:00,2026-07-18T00:09:36.211764+00:00,COMPLETED,,synthetic
3226,PR,465,PR_CREATED,PR Created,2026-07-18T00:09:36.211764+00:00,2026-07-18T00:09:36.211764+00:00,COMPLETED,5,synthetic
3227,PR,465,RFQ,RFQ,2026-07-19T00:09:36.211764+00:00,2026-07-24T00:09:36.211764+00:00,COMPLETED,5,synthetic
3228,PR,465,ARIBA,Ariba Event,2026-07-25T00:09:36.211764+00:00,2026-08-01T00:09:36.211764+00:00,COMPLETED,5,synthetic
3229,PR,465,PO_CREATED,PO Created,2026-08-02T00:09:36.211764+00:00,2026-08-02T00:09:36.211764+00:00,COMPLETED,5,synthetic
3230,RR,545,RR_CREATED,RR Created,2026-03-25T19:09:36.211764+00:00,2026-03-25T19:09:36.211764+00:00,COMPLETED,6,synthetic
3231,RR,545,DOA,DOA Approval,2026-03-25T19:09:36.211764+00:00,2026-03-27T19:09:36.211764+00:00,COMPLETED,3,synthetic
3232,RR,545,MRP,MRP Processing,2026-03-27T19:09:36.211764+00:00,2026-03-28T19:09:36.211764+00:00,COMPLETED,,synthetic
3233,PR,466,PR_CREATED,PR Created,2026-03-28T19:09:36.211764+00:00,2026-03-28T19:09:36.211764+00:00,COMPLETED,13,synthetic
3234,PR,466,RFQ,RFQ,2026-03-29T19:09:36.211764+00:00,2026-04-06T19:09:36.211764+00:00,COMPLETED,13,synthetic
3235,PR,466,ARIBA,Ariba Event,2026-04-07T19:09:36.211764+00:00,2026-04-14T19:09:36.211764+00:00,COMPLETED,13,synthetic
3236,PR,466,AUCTION,Auction,2026-04-15T12:09:36.211764+00:00,2026-04-15T14:09:36.211764+00:00,COMPLETED,13,synthetic
3237,PR,466,PO_CREATED,PO Created,2026-04-16T14:09:36.211764+00:00,2026-04-16T14:09:36.211764+00:00,COMPLETED,13,synthetic
3238,RR,546,RR_CREATED,RR Created,2026-08-01T18:09:36.211764+00:00,2026-08-01T18:09:36.211764+00:00,COMPLETED,20,synthetic
3239,RR,546,DOA,DOA Approval,2026-08-01T18:09:36.211764+00:00,2026-08-03T18:09:36.211764+00:00,COMPLETED,2,synthetic
3240,RR,546,MRP,MRP Processing,2026-08-03T18:09:36.211764+00:00,2026-08-06T18:09:36.211764+00:00,COMPLETED,,synthetic
3241,PR,467,PR_CREATED,PR Created,2026-08-06T18:09:36.211764+00:00,2026-08-06T18:09:36.211764+00:00,COMPLETED,24,synthetic
3242,PR,467,PO_CREATED,PO Created,2026-08-07T18:09:36.211764+00:00,2026-08-07T18:09:36.211764+00:00,COMPLETED,24,synthetic
3243,RR,547,RR_CREATED,RR Created,2025-12-01T06:09:36.211764+00:00,2025-12-01T06:09:36.211764+00:00,COMPLETED,16,synthetic
3244,RR,547,DOA,DOA Approval,2025-12-01T06:09:36.211764+00:00,2025-12-02T06:09:36.211764+00:00,COMPLETED,2,synthetic
3245,RR,547,MRP,MRP Processing,2025-12-02T06:09:36.211764+00:00,2025-12-05T06:09:36.211764+00:00,COMPLETED,,synthetic
3246,PR,468,PR_CREATED,PR Created,2025-12-05T06:09:36.211764+00:00,2025-12-05T06:09:36.211764+00:00,COMPLETED,12,synthetic
3247,PR,468,NFA,NFA Approval,2025-12-06T06:09:36.211764+00:00,2025-12-09T06:09:36.211764+00:00,COMPLETED,15,synthetic
3248,PR,468,PO_CREATED,PO Created,2025-12-10T06:09:36.211764+00:00,2025-12-10T06:09:36.211764+00:00,COMPLETED,12,synthetic
3249,RR,548,RR_CREATED,RR Created,2026-03-15T12:09:36.211764+00:00,2026-03-15T12:09:36.211764+00:00,COMPLETED,13,synthetic
3250,RR,548,DOA,DOA Approval,2026-03-15T12:09:36.211764+00:00,2026-03-19T12:09:36.211764+00:00,COMPLETED,2,synthetic
3251,RR,548,MRP,MRP Processing,2026-03-19T12:09:36.211764+00:00,2026-03-22T12:09:36.211764+00:00,COMPLETED,,synthetic
3252,PR,469,PR_CREATED,PR Created,2026-03-22T12:09:36.211764+00:00,2026-03-22T12:09:36.211764+00:00,COMPLETED,5,synthetic
3253,PR,469,RFQ,RFQ,2026-03-23T12:09:36.211764+00:00,2026-03-28T12:09:36.211764+00:00,COMPLETED,5,synthetic
3254,PR,469,PO_CREATED,PO Created,2026-03-29T12:09:36.211764+00:00,2026-03-29T12:09:36.211764+00:00,COMPLETED,5,synthetic
3255,RR,549,RR_CREATED,RR Created,2026-06-29T11:09:36.211764+00:00,2026-06-29T11:09:36.211764+00:00,COMPLETED,18,synthetic
3256,RR,549,DOA,DOA Approval,2026-06-29T11:09:36.211764+00:00,2026-07-01T11:09:36.211764+00:00,COMPLETED,3,synthetic
3257,RR,549,MRP,MRP Processing,2026-07-01T11:09:36.211764+00:00,2026-07-02T11:09:36.211764+00:00,COMPLETED,,synthetic
3258,PR,470,PR_CREATED,PR Created,2026-07-02T11:09:36.211764+00:00,2026-07-02T11:09:36.211764+00:00,COMPLETED,24,synthetic
3259,PR,470,RFQ,RFQ,2026-07-03T11:09:36.211764+00:00,2026-07-10T11:09:36.211764+00:00,COMPLETED,24,synthetic
3260,PR,470,NFA,NFA Approval,2026-07-11T11:09:36.211764+00:00,2026-07-27T11:09:36.211764+00:00,COMPLETED,3,synthetic
3261,PR,470,PO_CREATED,PO Created,2026-07-28T11:09:36.211764+00:00,2026-07-28T11:09:36.211764+00:00,COMPLETED,24,synthetic
3262,RR,550,RR_CREATED,RR Created,2025-12-19T08:09:36.211764+00:00,2025-12-19T08:09:36.211764+00:00,COMPLETED,2,synthetic
3263,RR,550,DOA,DOA Approval,2025-12-19T08:09:36.211764+00:00,2025-12-21T08:09:36.211764+00:00,COMPLETED,2,synthetic
3264,RR,550,MRP,MRP Processing,2025-12-21T08:09:36.211764+00:00,2025-12-23T08:09:36.211764+00:00,COMPLETED,,synthetic
3265,PR,471,PR_CREATED,PR Created,2025-12-23T08:09:36.211764+00:00,2025-12-23T08:09:36.211764+00:00,COMPLETED,13,synthetic
3266,PR,471,NFA,NFA Approval,2025-12-24T08:09:36.211764+00:00,2025-12-29T08:09:36.211764+00:00,COMPLETED,3,synthetic
3267,PR,471,PO_CREATED,PO Created,2025-12-30T08:09:36.211764+00:00,2025-12-30T08:09:36.211764+00:00,COMPLETED,13,synthetic
3268,RR,551,RR_CREATED,RR Created,2026-05-07T06:09:36.211764+00:00,2026-05-07T06:09:36.211764+00:00,COMPLETED,8,synthetic
3269,RR,551,DOA,DOA Approval,2026-05-07T06:09:36.211764+00:00,,IN_PROGRESS,2,synthetic
3270,RR,552,RR_CREATED,RR Created,2026-02-11T12:09:36.211764+00:00,2026-02-11T12:09:36.211764+00:00,COMPLETED,19,synthetic
3271,RR,552,DOA,DOA Approval,2026-02-11T12:09:36.211764+00:00,2026-02-12T12:09:36.211764+00:00,COMPLETED,2,synthetic
3272,RR,552,MRP,MRP Processing,2026-02-12T12:09:36.211764+00:00,2026-02-14T12:09:36.211764+00:00,COMPLETED,,synthetic
3273,PR,472,PR_CREATED,PR Created,2026-02-14T12:09:36.211764+00:00,2026-02-14T12:09:36.211764+00:00,COMPLETED,12,synthetic
3274,PR,472,NFA,NFA Approval,2026-02-15T12:09:36.211764+00:00,2026-02-19T12:09:36.211764+00:00,COMPLETED,15,synthetic
3275,PR,472,PO_CREATED,PO Created,2026-02-20T12:09:36.211764+00:00,2026-02-20T12:09:36.211764+00:00,COMPLETED,12,synthetic
3276,RR,553,RR_CREATED,RR Created,2025-12-07T14:09:36.211764+00:00,2025-12-07T14:09:36.211764+00:00,COMPLETED,11,synthetic
3277,RR,553,DOA,DOA Approval,2025-12-07T14:09:36.211764+00:00,2025-12-10T14:09:36.211764+00:00,COMPLETED,2,synthetic
3278,RR,553,MRP,MRP Processing,2025-12-10T14:09:36.211764+00:00,2025-12-13T14:09:36.211764+00:00,COMPLETED,,synthetic
3279,PR,473,PR_CREATED,PR Created,2025-12-13T14:09:36.211764+00:00,2025-12-13T14:09:36.211764+00:00,COMPLETED,13,synthetic
3280,PR,473,RFQ,RFQ,2025-12-14T14:09:36.211764+00:00,2025-12-23T14:09:36.211764+00:00,COMPLETED,13,synthetic
3281,PR,473,ARIBA,Ariba Event,2025-12-24T14:09:36.211764+00:00,2025-12-28T14:09:36.211764+00:00,COMPLETED,13,synthetic
3282,PR,473,AUCTION,Auction,2025-12-29T03:09:36.211764+00:00,2025-12-29T07:09:36.211764+00:00,COMPLETED,13,synthetic
3283,PR,473,PO_CREATED,PO Created,2025-12-30T07:09:36.211764+00:00,2025-12-30T07:09:36.211764+00:00,COMPLETED,13,synthetic
