id,recipient_id,type,title,message,status,related_entity_type,related_entity_id,created_at,read_at
529,15,APPROVAL_REQUEST,DOA approval needed: RR-1313,A requisition is waiting on your DOA approval.,UNREAD,RR,313,2026-08-24T13:18:35.097269+00:00,
530,15,APPROVAL_RESULT,RR-1314 approved,Your requisition was approved at DOA.,READ,RR,314,2026-07-30T17:18:35.097269+00:00,2026-07-30T22:18:35.097269+00:00
531,15,PO_CREATED,PO-3266 created,A purchase order has been created for your requisition.,READ,PO,266,2026-08-06T17:18:35.097269+00:00,2026-08-07T18:18:35.097269+00:00
532,9,APPROVAL_RESULT,RR-1315 approved,Your requisition was approved at DOA.,UNREAD,RR,315,2026-05-14T04:18:35.097269+00:00,
533,9,PO_CREATED,PO-3267 created,A purchase order has been created for your requisition.,READ,PO,267,2026-05-23T04:18:35.097269+00:00,2026-05-24T08:18:35.097269+00:00
534,15,APPROVAL_RESULT,RR-1316 approved,Your requisition was approved at DOA.,UNREAD,RR,316,2025-12-31T16:18:35.097269+00:00,
535,15,PO_CREATED,PO-3268 created,A purchase order has been created for your requisition.,READ,PO,268,2026-01-15T16:18:35.097269+00:00,2026-01-16T15:18:35.097269+00:00
536,19,APPROVAL_RESULT,RR-1317 approved,Your requisition was approved at DOA.,READ,RR,317,2026-04-18T17:18:35.097269+00:00,2026-04-19T19:18:35.097269+00:00
537,19,PO_CREATED,PO-3269 created,A purchase order has been created for your requisition.,READ,PO,269,2026-04-21T17:18:35.097269+00:00,2026-04-22T21:18:35.097269+00:00
538,10,APPROVAL_RESULT,RR-1318 approved,Your requisition was approved at DOA.,UNREAD,RR,318,2026-02-09T09:18:35.097269+00:00,
539,10,PO_CREATED,PO-3270 created,A purchase order has been created for your requisition.,READ,PO,270,2026-03-19T09:18:35.097269+00:00,2026-03-20T14:18:35.097269+00:00
540,15,APPROVAL_REQUEST,DOA approval needed: RR-1319,A requisition is waiting on your DOA approval.,UNREAD,RR,319,2026-06-05T13:18:35.097269+00:00,
541,14,APPROVAL_RESULT,RR-1320 approved,Your requisition was approved at DOA.,READ,RR,320,2026-04-19T11:18:35.097269+00:00,2026-04-20T12:18:35.097269+00:00
542,14,PO_CREATED,PO-3271 created,A purchase order has been created for your requisition.,READ,PO,271,2026-05-18T11:18:35.097269+00:00,2026-05-19T01:18:35.097269+00:00
543,2,APPROVAL_REQUEST,DOA approval needed: RR-1321,A requisition is waiting on your DOA approval.,UNREAD,RR,321,2026-08-10T22:18:35.097269+00:00,
544,10,APPROVAL_RESULT,RR-1322 approved,Your requisition was approved at DOA.,UNREAD,RR,322,2026-05-01T12:18:35.097269+00:00,
545,10,PO_CREATED,PO-3272 created,A purchase order has been created for your requisition.,UNREAD,PO,272,2026-05-17T04:18:35.097269+00:00,
546,10,APPROVAL_RESULT,RR-1323 approved,Your requisition was approved at DOA.,READ,RR,323,2026-07-11T17:18:35.097269+00:00,2026-07-12T06:18:35.097269+00:00
547,10,PO_CREATED,PO-3273 created,A purchase order has been created for your requisition.,READ,PO,273,2026-09-01T04:18:35.097269+00:00,2026-09-01T13:18:35.097269+00:00
548,24,APPROVAL_RESULT,RR-1324 approved,Your requisition was approved at DOA.,READ,RR,324,2026-03-08T19:18:35.097269+00:00,2026-03-10T00:18:35.097269+00:00
549,24,PO_CREATED,PO-3274 created,A purchase order has been created for your requisition.,READ,PO,274,2026-03-26T17:18:35.097269+00:00,2026-03-27T02:18:35.097269+00:00
550,9,APPROVAL_RESULT,RR-1325 approved,Your requisition was approved at DOA.,READ,RR,325,2026-04-12T10:18:35.097269+00:00,2026-04-13T00:18:35.097269+00:00
551,9,PO_CREATED,PO-3275 created,A purchase order has been created for your requisition.,UNREAD,PO,275,2026-05-08T19:18:35.097269+00:00,
552,21,APPROVAL_RESULT,RR-1326 approved,Your requisition was approved at DOA.,READ,RR,326,2026-08-12T23:18:35.097269+00:00,2026-08-14T05:18:35.097269+00:00
553,21,PO_CREATED,PO-3276 created,A purchase order has been created for your requisition.,READ,PO,276,2026-08-23T23:18:35.097269+00:00,2026-08-25T04:18:35.097269+00:00
554,3,APPROVAL_RESULT,RR-1327 approved,Your requisition was approved at DOA.,UNREAD,RR,327,2026-04-30T00:18:35.097269+00:00,
555,3,PO_CREATED,PO-3277 created,A purchase order has been created for your requisition.,READ,PO,277,2026-06-01T00:18:35.097269+00:00,2026-06-02T00:18:35.097269+00:00
556,13,APPROVAL_RESULT,RR-1328 approved,Your requisition was approved at DOA.,UNREAD,RR,328,2025-12-29T04:18:35.097269+00:00,
557,13,PO_CREATED,PO-3278 created,A purchase order has been created for your requisition.,UNREAD,PO,278,2026-01-07T04:18:35.097269+00:00,
558,11,APPROVAL_RESULT,RR-1329 approved,Your requisition was approved at DOA.,READ,RR,329,2026-04-29T04:18:35.097269+00:00,2026-04-29T10:18:35.097269+00:00
559,11,PO_CREATED,PO-3279 created,A purchase order has been created for your requisition.,READ,PO,279,2026-05-02T04:18:35.097269+00:00,2026-05-02T05:18:35.097269+00:00
560,16,APPROVAL_RESULT,RR-1330 approved,Your requisition was approved at DOA.,READ,RR,330,2026-04-11T07:18:35.097269+00:00,2026-04-12T05:18:35.097269+00:00
561,16,PO_CREATED,PO-3280 created,A purchase order has been created for your requisition.,UNREAD,PO,280,2026-04-27T20:18:35.097269+00:00,
562,16,APPROVAL_RESULT,RR-1331 approved,Your requisition was approved at DOA.,READ,RR,331,2026-05-31T12:18:35.097269+00:00,2026-05-31T17:18:35.097269+00:00
563,16,PO_CREATED,PO-3281 created,A purchase order has been created for your requisition.,UNREAD,PO,281,2026-06-13T12:18:35.097269+00:00,
564,4,APPROVAL_RESULT,RR-1332 approved,Your requisition was approved at DOA.,UNREAD,RR,332,2025-12-14T14:18:35.097269+00:00,
565,3,APPROVAL_REQUEST,DOA approval needed: RR-1333,A requisition is waiting on your DOA approval.,UNREAD,RR,333,2026-05-14T06:18:35.097269+00:00,
566,20,APPROVAL_RESULT,RR-1334 approved,Your requisition was approved at DOA.,READ,RR,334,2025-12-09T04:18:35.097269+00:00,2025-12-09T08:18:35.097269+00:00
567,20,PO_CREATED,PO-3282 created,A purchase order has been created for your requisition.,UNREAD,PO,282,2025-12-29T04:18:35.097269+00:00,
568,22,APPROVAL_RESULT,RR-1335 approved,Your requisition was approved at DOA.,READ,RR,335,2026-05-09T23:18:35.097269+00:00,2026-05-10T03:18:35.097269+00:00
569,22,PO_CREATED,PO-3283 created,A purchase order has been created for your requisition.,UNREAD,PO,283,2026-05-19T23:18:35.097269+00:00,
570,6,APPROVAL_RESULT,RR-1336 approved,Your requisition was approved at DOA.,READ,RR,336,2026-06-07T10:18:35.097269+00:00,2026-06-08T00:18:35.097269+00:00
571,6,PO_CREATED,PO-3284 created,A purchase order has been created for your requisition.,UNREAD,PO,284,2026-06-09T10:18:35.097269+00:00,
572,17,APPROVAL_RESULT,RR-1337 approved,Your requisition was approved at DOA.,UNREAD,RR,337,2026-05-11T02:18:35.097269+00:00,
573,17,PO_CREATED,PO-3285 created,A purchase order has been created for your requisition.,UNREAD,PO,285,2026-05-18T02:18:35.097269+00:00,
574,13,APPROVAL_RESULT,RR-1338 approved,Your requisition was approved at DOA.,READ,RR,338,2026-01-19T13:18:35.097269+00:00,2026-01-19T21:18:35.097269+00:00
575,13,PO_CREATED,PO-3286 created,A purchase order has been created for your requisition.,UNREAD,PO,286,2026-02-05T13:18:35.097269+00:00,
576,19,APPROVAL_RESULT,RR-1339 approved,Your requisition was approved at DOA.,READ,RR,339,2026-05-21T12:18:35.097269+00:00,2026-05-22T13:18:35.097269+00:00
577,19,PO_CREATED,PO-3287 created,A purchase order has been created for your requisition.,READ,PO,287,2026-06-20T22:18:35.097269+00:00,2026-06-21T04:18:35.097269+00:00
578,17,APPROVAL_RESULT,RR-1340 approved,Your requisition was approved at DOA.,READ,RR,340,2026-08-04T20:18:35.097269+00:00,2026-08-05T08:18:35.097269+00:00
579,17,PO_CREATED,PO-3288 created,A purchase order has been created for your requisition.,READ,PO,288,2026-08-28T00:18:35.097269+00:00,2026-08-28T07:18:35.097269+00:00
580,15,APPROVAL_REQUEST,DOA approval needed: RR-1341,A requisition is waiting on your DOA approval.,UNREAD,RR,341,2026-03-31T02:18:35.097269+00:00,
581,2,APPROVAL_REQUEST,DOA approval needed: RR-1342,A requisition is waiting on your DOA approval.,UNREAD,RR,342,2026-08-15T09:18:35.097269+00:00,
582,14,APPROVAL_RESULT,RR-1343 approved,Your requisition was approved at DOA.,UNREAD,RR,343,2026-06-04T05:18:35.097269+00:00,
583,14,PO_CREATED,PO-3289 created,A purchase order has been created for your requisition.,UNREAD,PO,289,2026-07-21T05:18:35.097269+00:00,
584,15,APPROVAL_RESULT,RR-1344 approved,Your requisition was approved at DOA.,UNREAD,RR,344,2026-03-10T20:18:35.097269+00:00,
585,15,PO_CREATED,PO-3290 created,A purchase order has been created for your requisition.,UNREAD,PO,290,2026-04-05T20:18:35.097269+00:00,
586,12,APPROVAL_RESULT,RR-1346 approved,Your requisition was approved at DOA.,READ,RR,346,2025-12-31T03:18:35.097269+00:00,2025-12-31T21:18:35.097269+00:00
587,12,PO_CREATED,PO-3291 created,A purchase order has been created for your requisition.,READ,PO,291,2026-02-04T20:18:35.097269+00:00,2026-02-06T02:18:35.097269+00:00
588,19,APPROVAL_RESULT,RR-1347 rejected,Your requisition was rejected at DOA approval.,READ,RR,347,2026-05-15T04:18:35.097269+00:00,2026-05-16T09:18:35.097269+00:00
589,2,APPROVAL_REQUEST,DOA approval needed: RR-1348,A requisition is waiting on your DOA approval.,UNREAD,RR,348,2026-07-23T11:18:35.097269+00:00,
590,24,APPROVAL_RESULT,RR-1349 approved,Your requisition was approved at DOA.,READ,RR,349,2026-07-04T05:18:35.097269+00:00,2026-07-05T00:18:35.097269+00:00
591,18,APPROVAL_RESULT,RR-1350 approved,Your requisition was approved at DOA.,READ,RR,350,2026-07-18T22:18:35.097269+00:00,2026-07-19T17:18:35.097269+00:00
592,18,PO_CREATED,PO-3292 created,A purchase order has been created for your requisition.,UNREAD,PO,292,2026-07-29T22:18:35.097269+00:00,
593,10,APPROVAL_RESULT,RR-1351 approved,Your requisition was approved at DOA.,UNREAD,RR,351,2026-02-19T08:18:35.097269+00:00,
594,10,PO_CREATED,PO-3293 created,A purchase order has been created for your requisition.,UNREAD,PO,293,2026-03-17T16:18:35.097269+00:00,
595,20,APPROVAL_RESULT,RR-1352 approved,Your requisition was approved at DOA.,UNREAD,RR,352,2026-03-25T10:18:35.097269+00:00,
596,20,PO_CREATED,PO-3294 created,A purchase order has been created for your requisition.,UNREAD,PO,294,2026-04-01T10:18:35.097269+00:00,
597,20,APPROVAL_RESULT,RR-1353 approved,Your requisition was approved at DOA.,UNREAD,RR,353,2026-07-10T22:18:35.097269+00:00,
598,20,PO_CREATED,PO-3295 created,A purchase order has been created for your requisition.,READ,PO,295,2026-07-21T22:18:35.097269+00:00,2026-07-23T03:18:35.097269+00:00
599,16,APPROVAL_RESULT,RR-1354 approved,Your requisition was approved at DOA.,READ,RR,354,2025-12-04T15:18:35.097269+00:00,2025-12-05T02:18:35.097269+00:00
600,16,PO_CREATED,PO-3296 created,A purchase order has been created for your requisition.,READ,PO,296,2025-12-07T15:18:35.097269+00:00,2025-12-08T06:18:35.097269+00:00
601,18,APPROVAL_RESULT,RR-1355 approved,Your requisition was approved at DOA.,READ,RR,355,2026-07-15T15:18:35.097269+00:00,2026-07-16T09:18:35.097269+00:00
602,18,PO_CREATED,PO-3297 created,A purchase order has been created for your requisition.,READ,PO,297,2026-08-06T15:18:35.097269+00:00,2026-08-07T18:18:35.097269+00:00
603,22,APPROVAL_RESULT,RR-1356 approved,Your requisition was approved at DOA.,UNREAD,RR,356,2026-08-18T23:18:35.097269+00:00,
604,22,PO_CREATED,PO-3298 created,A purchase order has been created for your requisition.,READ,PO,298,2026-09-27T23:18:35.097269+00:00,2026-09-28T17:18:35.097269+00:00
605,9,APPROVAL_RESULT,RR-1357 approved,Your requisition was approved at DOA.,READ,RR,357,2026-07-17T22:18:35.097269+00:00,2026-07-18T04:18:35.097269+00:00
606,9,PO_CREATED,PO-3299 created,A purchase order has been created for your requisition.,READ,PO,299,2026-08-12T05:18:35.097269+00:00,2026-08-12T22:18:35.097269+00:00
607,11,APPROVAL_RESULT,RR-1358 approved,Your requisition was approved at DOA.,UNREAD,RR,358,2026-04-19T10:18:35.097269+00:00,
608,11,PO_CREATED,PO-3300 created,A purchase order has been created for your requisition.,UNREAD,PO,300,2026-04-29T10:18:35.097269+00:00,
609,13,APPROVAL_RESULT,RR-1359 approved,Your requisition was approved at DOA.,READ,RR,359,2026-04-24T08:18:35.097269+00:00,2026-04-25T13:18:35.097269+00:00
610,13,PO_CREATED,PO-3301 created,A purchase order has been created for your requisition.,READ,PO,301,2026-06-12T08:18:35.097269+00:00,2026-06-13T02:18:35.097269+00:00
611,22,APPROVAL_RESULT,RR-1360 approved,Your requisition was approved at DOA.,READ,RR,360,2026-06-10T13:18:35.097269+00:00,2026-06-11T19:18:35.097269+00:00
612,22,PO_CREATED,PO-3302 created,A purchase order has been created for your requisition.,READ,PO,302,2026-07-09T13:18:35.097269+00:00,2026-07-10T11:18:35.097269+00:00
613,21,APPROVAL_RESULT,RR-1361 approved,Your requisition was approved at DOA.,UNREAD,RR,361,2026-08-19T12:18:35.097269+00:00,
614,21,PO_CREATED,PO-3303 created,A purchase order has been created for your requisition.,UNREAD,PO,303,2026-08-30T12:18:35.097269+00:00,
615,10,APPROVAL_RESULT,RR-1362 approved,Your requisition was approved at DOA.,UNREAD,RR,362,2026-05-15T05:18:35.097269+00:00,
616,10,PO_CREATED,PO-3304 created,A purchase order has been created for your requisition.,UNREAD,PO,304,2026-05-29T05:18:35.097269+00:00,
617,10,APPROVAL_RESULT,RR-1363 approved,Your requisition was approved at DOA.,READ,RR,363,2026-04-14T02:18:35.097269+00:00,2026-04-15T06:18:35.097269+00:00
618,10,PO_CREATED,PO-3305 created,A purchase order has been created for your requisition.,UNREAD,PO,305,2026-05-02T02:18:35.097269+00:00,
619,17,APPROVAL_RESULT,RR-1364 approved,Your requisition was approved at DOA.,READ,RR,364,2026-01-09T14:18:35.097269+00:00,2026-01-10T09:18:35.097269+00:00
620,24,APPROVAL_RESULT,NFA rejected for PR-2355,The NFA for this PR was rejected.,READ,PR,355,2026-01-22T14:18:35.097269+00:00,2026-01-23T05:18:35.097269+00:00
621,18,APPROVAL_RESULT,RR-1366 approved,Your requisition was approved at DOA.,UNREAD,RR,366,2026-03-26T07:18:35.097269+00:00,
622,18,PO_CREATED,PO-3306 created,A purchase order has been created for your requisition.,UNREAD,PO,306,2026-05-08T07:18:35.097269+00:00,
623,18,APPROVAL_RESULT,RR-1367 approved,Your requisition was approved at DOA.,READ,RR,367,2026-02-02T00:18:35.097269+00:00,2026-02-02T11:18:35.097269+00:00
624,18,PO_CREATED,PO-3307 created,A purchase order has been created for your requisition.,READ,PO,307,2026-02-24T00:18:35.097269+00:00,2026-02-25T04:18:35.097269+00:00
625,3,APPROVAL_RESULT,RR-1368 approved,Your requisition was approved at DOA.,READ,RR,368,2026-04-24T19:18:35.097269+00:00,2026-04-25T10:18:35.097269+00:00
626,3,PO_CREATED,PO-3308 created,A purchase order has been created for your requisition.,UNREAD,PO,308,2026-04-28T19:18:35.097269+00:00,
627,14,APPROVAL_RESULT,RR-1369 approved,Your requisition was approved at DOA.,READ,RR,369,2026-05-14T01:18:35.097269+00:00,2026-05-14T20:18:35.097269+00:00
628,14,PO_CREATED,PO-3309 created,A purchase order has been created for your requisition.,UNREAD,PO,309,2026-06-04T01:18:35.097269+00:00,
629,15,APPROVAL_RESULT,RR-1370 approved,Your requisition was approved at DOA.,READ,RR,370,2026-02-11T01:18:35.097269+00:00,2026-02-11T16:18:35.097269+00:00
630,15,PO_CREATED,PO-3310 created,A purchase order has been created for your requisition.,UNREAD,PO,310,2026-03-23T22:18:35.097269+00:00,
631,21,APPROVAL_RESULT,RR-1371 approved,Your requisition was approved at DOA.,READ,RR,371,2026-04-01T01:18:35.097269+00:00,2026-04-01T17:18:35.097269+00:00
632,21,PO_CREATED,PO-3311 created,A purchase order has been created for your requisition.,UNREAD,PO,311,2026-04-18T01:18:35.097269+00:00,
633,20,APPROVAL_RESULT,RR-1372 approved,Your requisition was approved at DOA.,UNREAD,RR,372,2026-04-06T17:18:35.097269+00:00,
634,20,PO_CREATED,PO-3312 created,A purchase order has been created for your requisition.,UNREAD,PO,312,2026-04-08T17:18:35.097269+00:00,
635,9,APPROVAL_RESULT,RR-1373 approved,Your requisition was approved at DOA.,READ,RR,373,2026-04-15T22:18:35.097269+00:00,2026-04-16T01:18:35.097269+00:00
636,20,APPROVAL_RESULT,RR-1374 approved,Your requisition was approved at DOA.,UNREAD,RR,374,2026-06-22T03:18:35.097269+00:00,
637,20,PO_CREATED,PO-3313 created,A purchase order has been created for your requisition.,READ,PO,313,2026-06-30T03:18:35.097269+00:00,2026-06-30T08:18:35.097269+00:00
638,5,APPROVAL_RESULT,RR-1375 approved,Your requisition was approved at DOA.,READ,RR,375,2026-01-25T10:18:35.097269+00:00,2026-01-26T10:18:35.097269+00:00
639,5,PO_CREATED,PO-3314 created,A purchase order has been created for your requisition.,UNREAD,PO,314,2026-02-10T05:18:35.097269+00:00,
640,5,APPROVAL_RESULT,RR-1376 approved,Your requisition was approved at DOA.,UNREAD,RR,376,2026-05-07T04:18:35.097269+00:00,
641,5,PO_CREATED,PO-3315 created,A purchase order has been created for your requisition.,READ,PO,315,2026-05-21T04:18:35.097269+00:00,2026-05-21T15:18:35.097269+00:00
642,11,APPROVAL_RESULT,RR-1377 approved,Your requisition was approved at DOA.,READ,RR,377,2025-11-30T08:18:35.097269+00:00,2025-11-30T10:18:35.097269+00:00
643,11,PO_CREATED,PO-3316 created,A purchase order has been created for your requisition.,READ,PO,316,2025-12-14T08:18:35.097269+00:00,2025-12-15T12:18:35.097269+00:00
644,14,APPROVAL_RESULT,RR-1378 approved,Your requisition was approved at DOA.,READ,RR,378,2026-04-24T10:18:35.097269+00:00,2026-04-24T16:18:35.097269+00:00
645,14,PO_CREATED,PO-3317 created,A purchase order has been created for your requisition.,READ,PO,317,2026-04-27T10:18:35.097269+00:00,2026-04-27T15:18:35.097269+00:00
646,18,APPROVAL_RESULT,RR-1379 approved,Your requisition was approved at DOA.,READ,RR,379,2026-07-21T20:18:35.097269+00:00,2026-07-22T18:18:35.097269+00:00
647,18,PO_CREATED,PO-3318 created,A purchase order has been created for your requisition.,READ,PO,318,2026-08-21T20:18:35.097269+00:00,2026-08-22T05:18:35.097269+00:00
648,9,APPROVAL_RESULT,RR-1380 approved,Your requisition was approved at DOA.,READ,RR,380,2025-12-28T19:18:35.097269+00:00,2025-12-28T20:18:35.097269+00:00
649,9,PO_CREATED,PO-3319 created,A purchase order has been created for your requisition.,READ,PO,319,2026-01-26T19:18:35.097269+00:00,2026-01-27T02:18:35.097269+00:00
650,18,APPROVAL_RESULT,RR-1382 approved,Your requisition was approved at DOA.,UNREAD,RR,382,2026-08-12T23:18:35.097269+00:00,
651,18,PO_CREATED,PO-3320 created,A purchase order has been created for your requisition.,UNREAD,PO,320,2026-09-02T17:18:35.097269+00:00,
652,11,APPROVAL_RESULT,RR-1383 approved,Your requisition was approved at DOA.,READ,RR,383,2026-03-15T18:18:35.097269+00:00,2026-03-16T16:18:35.097269+00:00
653,11,PO_CREATED,PO-3321 created,A purchase order has been created for your requisition.,READ,PO,321,2026-03-28T18:18:35.097269+00:00,2026-03-29T08:18:35.097269+00:00
654,2,APPROVAL_REQUEST,DOA approval needed: RR-1384,A requisition is waiting on your DOA approval.,UNREAD,RR,384,2026-06-18T22:18:35.097269+00:00,
655,2,APPROVAL_REQUEST,DOA approval needed: RR-1386,A requisition is waiting on your DOA approval.,UNREAD,RR,386,2026-05-15T02:18:35.097269+00:00,
656,20,APPROVAL_RESULT,RR-1387 approved,Your requisition was approved at DOA.,READ,RR,387,2026-06-06T16:18:35.097269+00:00,2026-06-07T08:18:35.097269+00:00
657,20,PO_CREATED,PO-3322 created,A purchase order has been created for your requisition.,READ,PO,322,2026-06-12T16:18:35.097269+00:00,2026-06-13T01:18:35.097269+00:00
658,8,APPROVAL_RESULT,RR-1388 approved,Your requisition was approved at DOA.,UNREAD,RR,388,2026-04-06T21:18:35.097269+00:00,
659,8,PO_CREATED,PO-3323 created,A purchase order has been created for your requisition.,READ,PO,323,2026-04-20T21:18:35.097269+00:00,2026-04-21T11:18:35.097269+00:00
660,5,APPROVAL_RESULT,RR-1389 approved,Your requisition was approved at DOA.,READ,RR,389,2026-04-25T11:18:35.097269+00:00,2026-04-26T09:18:35.097269+00:00
661,5,PO_CREATED,PO-3324 created,A purchase order has been created for your requisition.,UNREAD,PO,324,2026-05-14T02:18:35.097269+00:00,
662,18,APPROVAL_RESULT,RR-1390 approved,Your requisition was approved at DOA.,READ,RR,390,2026-04-14T23:18:35.097269+00:00,2026-04-16T03:18:35.097269+00:00
663,18,PO_CREATED,PO-3325 created,A purchase order has been created for your requisition.,UNREAD,PO,325,2026-04-25T23:18:35.097269+00:00,
664,9,APPROVAL_RESULT,RR-1391 approved,Your requisition was approved at DOA.,UNREAD,RR,391,2026-02-01T23:18:35.097269+00:00,
665,9,PO_CREATED,PO-3326 created,A purchase order has been created for your requisition.,READ,PO,326,2026-03-01T23:18:35.097269+00:00,2026-03-02T15:18:35.097269+00:00
666,10,APPROVAL_RESULT,RR-1392 approved,Your requisition was approved at DOA.,READ,RR,392,2026-05-08T23:18:35.097269+00:00,2026-05-09T16:18:35.097269+00:00
667,10,PO_CREATED,PO-3327 created,A purchase order has been created for your requisition.,READ,PO,327,2026-05-20T23:18:35.097269+00:00,2026-05-21T03:18:35.097269+00:00
668,14,APPROVAL_RESULT,RR-1393 approved,Your requisition was approved at DOA.,READ,RR,393,2026-03-11T08:18:35.097269+00:00,2026-03-11T12:18:35.097269+00:00
669,6,APPROVAL_RESULT,RR-1394 approved,Your requisition was approved at DOA.,READ,RR,394,2026-03-31T13:18:35.097269+00:00,2026-04-01T01:18:35.097269+00:00
670,6,PO_CREATED,PO-3328 created,A purchase order has been created for your requisition.,READ,PO,328,2026-04-14T13:18:35.097269+00:00,2026-04-14T15:18:35.097269+00:00
671,2,APPROVAL_RESULT,RR-1395 approved,Your requisition was approved at DOA.,READ,RR,395,2026-04-26T13:18:35.097269+00:00,2026-04-26T21:18:35.097269+00:00
672,2,PO_CREATED,PO-3329 created,A purchase order has been created for your requisition.,UNREAD,PO,329,2026-05-30T13:18:35.097269+00:00,
673,16,APPROVAL_RESULT,RR-1396 approved,Your requisition was approved at DOA.,UNREAD,RR,396,2026-07-27T04:18:35.097269+00:00,
674,22,APPROVAL_RESULT,RR-1397 approved,Your requisition was approved at DOA.,READ,RR,397,2026-03-24T22:18:35.097269+00:00,2026-03-25T20:18:35.097269+00:00
675,22,PO_CREATED,PO-3330 created,A purchase order has been created for your requisition.,UNREAD,PO,330,2026-03-30T22:18:35.097269+00:00,
676,10,APPROVAL_RESULT,RR-1398 approved,Your requisition was approved at DOA.,READ,RR,398,2026-04-07T08:18:35.097269+00:00,2026-04-08T07:18:35.097269+00:00
677,10,PO_CREATED,PO-3331 created,A purchase order has been created for your requisition.,READ,PO,331,2026-04-23T20:18:35.097269+00:00,2026-04-24T00:18:35.097269+00:00
678,15,APPROVAL_RESULT,RR-1399 approved,Your requisition was approved at DOA.,READ,RR,399,2026-04-20T08:18:35.097269+00:00,2026-04-21T03:18:35.097269+00:00
679,15,PO_CREATED,PO-3332 created,A purchase order has been created for your requisition.,READ,PO,332,2026-05-10T18:18:35.097269+00:00,2026-05-11T21:18:35.097269+00:00
680,8,APPROVAL_RESULT,RR-1400 approved,Your requisition was approved at DOA.,READ,RR,400,2026-05-13T08:18:35.097269+00:00,2026-05-14T06:18:35.097269+00:00
681,8,PO_CREATED,PO-3333 created,A purchase order has been created for your requisition.,UNREAD,PO,333,2026-06-22T08:18:35.097269+00:00,
682,2,APPROVAL_RESULT,RR-1401 approved,Your requisition was approved at DOA.,UNREAD,RR,401,2026-06-19T23:18:35.097269+00:00,
683,2,PO_CREATED,PO-3334 created,A purchase order has been created for your requisition.,READ,PO,334,2026-08-12T16:18:35.097269+00:00,2026-08-13T06:18:35.097269+00:00
684,4,APPROVAL_RESULT,RR-1402 approved,Your requisition was approved at DOA.,UNREAD,RR,402,2026-05-15T01:18:35.097269+00:00,
685,4,PO_CREATED,PO-3335 created,A purchase order has been created for your requisition.,READ,PO,335,2026-05-18T01:18:35.097269+00:00,2026-05-18T06:18:35.097269+00:00
686,21,APPROVAL_RESULT,RR-1403 approved,Your requisition was approved at DOA.,READ,RR,403,2026-05-04T12:18:35.097269+00:00,2026-05-05T04:18:35.097269+00:00
687,21,PO_CREATED,PO-3336 created,A purchase order has been created for your requisition.,UNREAD,PO,336,2026-05-17T12:18:35.097269+00:00,
688,21,APPROVAL_RESULT,RR-1404 approved,Your requisition was approved at DOA.,UNREAD,RR,404,2026-01-02T11:18:35.097269+00:00,
689,21,PO_CREATED,PO-3337 created,A purchase order has been created for your requisition.,UNREAD,PO,337,2026-01-06T11:18:35.097269+00:00,
690,18,APPROVAL_RESULT,RR-1405 approved,Your requisition was approved at DOA.,READ,RR,405,2026-08-21T12:18:35.097269+00:00,2026-08-21T14:18:35.097269+00:00
691,18,PO_CREATED,PO-3338 created,A purchase order has been created for your requisition.,UNREAD,PO,338,2026-08-25T12:18:35.097269+00:00,
692,17,APPROVAL_RESULT,RR-1406 approved,Your requisition was approved at DOA.,READ,RR,406,2026-05-18T20:18:35.097269+00:00,2026-05-20T00:18:35.097269+00:00
693,17,PO_CREATED,PO-3339 created,A purchase order has been created for your requisition.,UNREAD,PO,339,2026-05-27T20:18:35.097269+00:00,
694,2,APPROVAL_REQUEST,DOA approval needed: RR-1407,A requisition is waiting on your DOA approval.,UNREAD,RR,407,2026-06-15T06:18:35.097269+00:00,
695,12,APPROVAL_RESULT,RR-1408 approved,Your requisition was approved at DOA.,READ,RR,408,2026-08-14T22:18:35.097269+00:00,2026-08-15T10:18:35.097269+00:00
696,12,PO_CREATED,PO-3340 created,A purchase order has been created for your requisition.,UNREAD,PO,340,2026-09-03T22:18:35.097269+00:00,
697,8,APPROVAL_RESULT,RR-1409 approved,Your requisition was approved at DOA.,READ,RR,409,2026-05-10T00:18:35.097269+00:00,2026-05-11T02:18:35.097269+00:00
698,11,APPROVAL_RESULT,RR-1410 approved,Your requisition was approved at DOA.,UNREAD,RR,410,2026-06-10T21:18:35.097269+00:00,
699,11,PO_CREATED,PO-3341 created,A purchase order has been created for your requisition.,UNREAD,PO,341,2026-06-17T21:18:35.097269+00:00,
700,14,APPROVAL_RESULT,RR-1411 approved,Your requisition was approved at DOA.,READ,RR,411,2026-07-31T19:18:35.097269+00:00,2026-07-31T22:18:35.097269+00:00
701,14,PO_CREATED,PO-3342 created,A purchase order has been created for your requisition.,READ,PO,342,2026-08-15T19:18:35.097269+00:00,2026-08-16T00:18:35.097269+00:00
702,5,APPROVAL_RESULT,RR-1412 approved,Your requisition was approved at DOA.,UNREAD,RR,412,2026-03-12T10:18:35.097269+00:00,
703,5,PO_CREATED,PO-3343 created,A purchase order has been created for your requisition.,UNREAD,PO,343,2026-03-28T10:18:35.097269+00:00,
704,22,APPROVAL_RESULT,RR-1413 approved,Your requisition was approved at DOA.,UNREAD,RR,413,2026-01-20T09:18:35.097269+00:00,
705,22,PO_CREATED,PO-3344 created,A purchase order has been created for your requisition.,READ,PO,344,2026-01-22T09:18:35.097269+00:00,2026-01-22T19:18:35.097269+00:00
