id,pr_number,rr_id,creation_date,required_date,status,buyer_id,plant,total_value,source_system,doc_type,duplicate_flag,duplicate_context
541,PR-2541,588,2026-06-27,2026-07-21,PO_CREATED,5,BMM,5795222.8,synthetic,NEW_BUY,false,
542,PR-2542,589,2026-08-02,2026-09-26,PO_CREATED,24,BMM,5136558.95,synthetic,NEW_BUY,false,
543,PR-2543,590,2026-03-11,2026-04-17,PO_CREATED,24,Gamsberg,72363.79,synthetic,NEW_BUY,false,
544,PR-2544,591,2026-04-04,2026-05-12,PO_CREATED,13,Gamsberg,68417.87,synthetic,NEW_BUY,false,
545,PR-2545,593,2026-04-20,2026-04-07,PO_CREATED,24,BMM,831470.7,synthetic,NEW_BUY,false,
546,PR-2546,594,2026-08-23,2026-08-21,PO_CREATED,13,Gamsberg,1084796.33,synthetic,NEW_BUY,false,
547,PR-2547,595,2026-04-17,2026-05-03,PO_CREATED,24,Gamsberg,2255771.97,synthetic,NEW_BUY,false,
548,PR-2548,596,2026-02-21,2026-03-18,PO_CREATED,12,BMM,6701.55,synthetic,NEW_BUY,false,
549,PR-2549,597,2026-01-29,2026-03-03,PO_CREATED,5,Gamsberg,181413.5,synthetic,NEW_BUY,false,
550,PR-2550,598,2026-07-10,2026-08-15,PO_CREATED,13,BMM,5373072.46,synthetic,NEW_BUY,false,
551,PR-2551,600,2025-12-18,2026-01-04,PO_CREATED,24,BMM,22288.72,synthetic,NEW_BUY,false,
552,PR-2552,601,2026-01-18,2026-01-30,PO_CREATED,5,BMM,1269777.04,synthetic,NEW_BUY,false,
553,PR-2553,602,2026-08-02,2026-09-22,AWAITING_ARIBA,12,BMM,38729.45,synthetic,NEW_BUY,false,
554,PR-2554,604,2026-05-17,2026-05-19,PO_CREATED,12,Gamsberg,1831021.24,synthetic,NEW_BUY,false,
555,PR-2555,605,2026-02-03,2026-03-18,PO_CREATED,24,Gamsberg,1279354.32,synthetic,NEW_BUY,false,
556,PR-2556,606,2026-08-27,2026-09-09,PO_CREATED,24,BMM,424166.55,synthetic,NEW_BUY,false,
557,PR-2557,607,2026-04-17,2026-05-04,PO_CREATED,12,Gamsberg,3160474.6,synthetic,NEW_BUY,false,
558,PR-2558,608,2026-01-15,2026-02-26,PO_CREATED,5,Gamsberg,291810.7,synthetic,NEW_BUY,false,
559,PR-2559,609,2026-01-28,2026-03-17,PO_CREATED,24,Gamsberg,1787252.26,synthetic,NEW_BUY,false,
560,PR-2560,611,2026-08-11,2026-09-03,PO_CREATED,12,Gamsberg,1884300.21,synthetic,NEW_BUY,true,"{""detected_at"": ""2026-08-08T14:18:35.097269+00:00"", ""plant"": ""Gamsberg"", ""chain_count"": 1, ""materials"": [{""material_id"": 51, ""material_code"": ""80-10051"", ""material_description"": ""Mill Trunnion Bearing Liner, discharge end"", ""plant"": ""Gamsberg"", ""is_repairable"": true, ""has_active_chain"": true, ""total_quantity_under_repair"": 3.0, ""earliest_expected_return"": ""2026-09-04"", ""chains"": [{""material_id"": 51, ""material_code"": ""80-10051"", ""material_description"": ""Mill Trunnion Bearing Liner, discharge end"", ""material_group"": ""Milling Components"", ""plant"": ""Gamsberg"", ""repair_pr_number"": ""RPR-2034"", ""repair_pr_id"": 34, ""repair_po_number"": ""RPO-3030"", ""repair_po_id"": 30, ""supplier_id"": 10, ""vendor"": ""Upington Industrial Supplies (Pty) Ltd"", ""quantity_under_repair"": 3.0, ""repair_value"": 190413.9, ""opened_at"": ""2026-08-02"", ""expected_return"": ""2026-09-04"", ""days_open"": 24, ""days_overdue"": 0, ""overdue"": false, ""stage"": ""AT_VENDOR""}]}]}"
561,PR-2561,612,2026-04-24,2026-05-15,PO_CREATED,24,Gamsberg,290567.84,synthetic,NEW_BUY,false,
562,PR-2562,613,2026-06-07,2026-07-17,PO_CREATED,13,Gamsberg,15658.85,synthetic,NEW_BUY,false,
563,PR-2563,614,2026-08-05,2026-09-13,PO_CREATED,5,Gamsberg,399142.32,synthetic,NEW_BUY,false,
564,PR-2564,615,2025-12-28,2026-01-18,PO_CREATED,24,Gamsberg,663715.17,synthetic,NEW_BUY,false,
565,PR-2565,616,2026-03-13,2026-04-16,PO_CREATED,24,Gamsberg,2186039.8,synthetic,NEW_BUY,false,
566,PR-2566,617,2026-03-12,2026-03-29,PO_CREATED,12,BMM,1048415.69,synthetic,NEW_BUY,false,
567,PR-2567,618,2026-03-30,2026-05-21,AWAITING_PO,13,Gamsberg,263721.96,synthetic,NEW_BUY,false,
568,PR-2568,619,2026-05-19,2026-05-30,AWAITING_RFQ,13,BMM,1912282.4,synthetic,NEW_BUY,false,
569,PR-2569,620,2026-03-03,2026-04-04,PO_CREATED,13,Gamsberg,2090413.05,synthetic,NEW_BUY,false,
570,PR-2570,621,2026-01-30,2026-02-16,PO_CREATED,12,Gamsberg,3758072.08,synthetic,NEW_BUY,false,
571,PR-2571,622,2025-12-19,2026-01-07,PO_CREATED,12,BMM,861129.6,synthetic,NEW_BUY,false,
572,PR-2572,624,2025-12-09,2026-01-07,PO_CREATED,12,BMM,152061.99,synthetic,NEW_BUY,false,
573,PR-2573,625,2026-05-06,2026-05-23,PO_CREATED,13,Gamsberg,488355.98,synthetic,NEW_BUY,false,
574,PR-2574,626,2026-04-24,2026-05-11,REJECTED,12,Gamsberg,2524313.28,synthetic,NEW_BUY,false,
575,PR-2575,627,2026-06-11,2026-07-13,PO_CREATED,24,BMM,1262557.65,synthetic,NEW_BUY,false,
576,PR-2576,628,2025-12-26,2026-02-14,PO_CREATED,13,BMM,102842.86,synthetic,NEW_BUY,false,
577,PR-2577,630,2025-12-28,2026-02-21,PO_CREATED,5,Gamsberg,2958095.86,synthetic,NEW_BUY,false,
578,PR-2578,632,2026-07-18,2026-09-07,PO_CREATED,13,Gamsberg,3795299.34,synthetic,NEW_BUY,false,
579,PR-2579,634,2026-02-03,2026-02-09,PO_CREATED,5,Gamsberg,75795.39,synthetic,NEW_BUY,false,
580,PR-2580,635,2026-07-03,2026-08-23,AWAITING_RFQ,24,BMM,20005.38,synthetic,NEW_BUY,false,
581,PR-2581,636,2026-05-10,2026-06-20,PO_CREATED,13,Gamsberg,264847.99,synthetic,NEW_BUY,false,
582,PR-2582,637,2026-07-18,2026-08-04,PO_CREATED,5,Gamsberg,2624714.09,synthetic,NEW_BUY,false,
583,PR-2583,638,2026-07-08,2026-08-06,PO_CREATED,12,BMM,277150.5,synthetic,NEW_BUY,false,
584,PR-2584,639,2026-06-10,2026-07-24,PO_CREATED,24,Gamsberg,988691.4,synthetic,NEW_BUY,false,
585,PR-2585,640,2025-12-29,2026-01-23,AWAITING_PO,24,Gamsberg,1101230.09,synthetic,NEW_BUY,false,
586,PR-2586,641,2026-06-25,2026-07-26,REJECTED,5,Gamsberg,703286.46,synthetic,NEW_BUY,false,
587,PR-2587,642,2026-02-21,2026-04-14,PO_CREATED,12,Gamsberg,390099.6,synthetic,NEW_BUY,false,
588,PR-2588,643,2026-06-30,2026-07-24,PO_CREATED,12,Gamsberg,909043.13,synthetic,NEW_BUY,false,
589,PR-2589,644,2026-02-08,2026-03-07,PO_CREATED,24,Gamsberg,518411.7,synthetic,NEW_BUY,false,
590,PR-2590,645,2026-05-03,2026-06-02,PO_CREATED,13,BMM,1541941.49,synthetic,NEW_BUY,false,
591,PR-2591,646,2026-06-26,2026-08-18,PO_CREATED,12,Gamsberg,465571.5,synthetic,NEW_BUY,false,
592,PR-2592,647,2026-02-15,2026-03-19,PO_CREATED,13,BMM,1078427.55,synthetic,NEW_BUY,false,
593,PR-2593,649,2026-06-06,2026-07-21,PO_CREATED,13,Gamsberg,198077.7,synthetic,NEW_BUY,false,
594,PR-2594,650,2026-06-04,2026-06-24,PO_CREATED,5,BMM,897881.64,synthetic,NEW_BUY,false,
